Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;262.01;kWh;18.02.2021 14-15;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;145.418;kWh;28.02.2021 16-17;;;;;;;;;;;;;;;;;;;;;
;10.02.2021;115.196;115.644;115.856;115.304;114.544;115.092;119.03;152.63;183.358;208.506;216.798;224.346;222.468;218.656;213.314;212.514;207.582;187.268;176.018;150.02;151.578;134.46;128.03;126.936
;11.02.2021;126.336;126.39;126.76;125.738;125.586;126.412;128.272;162.896;190.956;213.08;239.742;239.766;234.906;226.672;221.138;212.16;206.01;201.862;189.264;150.438;145.532;137.24;123.108;120.964
;12.02.2021;121.488;120.626;121.718;120.882;120.944;122.23;124.424;160.014;188.92;212.88;229.464;222.43;221.736;215.082;212.306;204.522;193.288;170.65;164.802;132.086;123.742;115.592;112.678;112.57
;13.02.2021;113.07;112.786;112.856;112.158;111.884;112.158;112.624;113.338;112.848;114.07;119.308;117.598;115.828;115.096;114.568;114.308;113.394;119.11;120.252;117.762;111.808;110.968;109.886;110.372
;14.02.2021;110.296;109.798;109.114;110.028;109.456;110.444;110.746;111.276;110.336;108.932;108.894;110.234;110.24;108.47;108.124;108.636;108.184;111.724;111.892;111.572;111.028;111.47;111.026;111.13
;15.02.2021;111.076;110.914;110.892;110.768;110.802;111.176;112.984;148.482;186.044;214.612;225.732;232.26;240.666;238.874;233.818;222.58;209.96;191.726;173.064;148.394;150.28;133.184;123.012;122.1
;16.02.2021;121.998;122.25;122.696;121.422;121.414;122.614;125.17;162.11;184.52;208.502;216.618;219.94;239.378;218.702;221.388;219.95;215.602;215.402;203.408;163.916;153.496;144.148;135.428;135.244
;17.02.2021;134.188;134.286;135.212;133.956;135.23;136.218;139.076;176.906;200.144;228.05;236.804;238.886;245.48;244.98;233.482;233.908;221.098;203.986;197.746;170.006;168.76;153.628;140.008;138.454
;18.02.2021;137.994;138.288;138.938;137.666;137.29;138.822;141.402;178.564;204.944;225.436;239.304;235.264;236.906;221.304;215.614;207.784;198.322;203.704;202.646;163.55;157.58;148.522;138.906;136.38
;19.02.2021;136.87;136.746;137.48;136.974;136.6;137.48;140.004;179.666;205.264;225.76;230.018;232.756;228.12;232.93;232.548;217.122;215.552;201.994;195.504;159.688;150.404;134.97;128.3;128.374
;20.02.2021;128.944;128.42;128.878;129.244;128.322;128.95;129.128;130.504;128.908;127.554;132.088;130.866;133.024;128.658;115.02;132.898;118.822;118.868;120.11;118.49;112.378;112.952;111.174;112.044
;21.02.2021;111.324;111.75;112.482;111.664;110.744;112.028;111.82;112.128;112.092;109.946;109.916;109.324;110.278;109.126;109.11;108.83;109.356;111.648;113.608;112.086;111.604;111.714;111.82;111.084
;22.02.2021;110.476;110.482;111.142;111.426;111.5;112.54;114.28;150.256;176.022;201.694;211.676;224.274;235.928;235.746;225.04;207.452;195.46;181.818;172.282;148.2;150.018;139.454;129.158;126.594
;23.02.2021;126.252;125.79;125.074;123.844;123.876;124.284;125.042;152.45;181.23;201.696;210.904;210.988;221.148;222.204;219.026;209.31;202.992;198.118;187.666;149.23;139.408;126.968;120.682;120.466
;24.02.2021;119.714;121.028;121.004;119.744;120.53;120.9;123.874;151.97;180.098;201.382;216.58;218.14;223.838;223.282;211.056;201.984;198.328;183.566;172.67;148.386;149.94;137.01;126.974;126.684
;25.02.2021;125.842;126.196;126.878;125.266;126.184;125.004;128.452;153.984;177.16;210.098;216.164;228.41;219.416;208.068;204.518;197.604;189.708;192.11;181.362;145.57;136.938;130.714;121.93;120.33
;26.02.2021;119.44;120.062;121.31;120.206;121.226;121.06;122.908;152.892;171.456;201.118;223.412;233.236;234.202;234.506;233.196;218.528;202.52;182.014;167.54;140.72;142.436;128.8;119.05;118.11
;27.02.2021;118.704;118.762;118.836;119.462;118.516;119.45;118.268;120.196;118.588;119.45;120.626;119.308;120.302;122.75;125.554;121.606;123.992;126.884;125.516;124.29;119.344;119.084;118.714;118.05
;28.02.2021;118.202;118.198;116.764;118.36;117.764;117.448;118.354;118.162;118.23;116.182;115.82;116.822;115.376;116.044;115.874;115.564;115.306;118.604;118.522;118.368;118.02;118.75;117.362;117.266
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;379.9816;kWh;11.02.2021 09-10;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;123.0752;kWh;23.02.2021 00-01;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.02.2021;164.2576;163.9696;164.3776;164.4068;164.9156;166.3328;182.9112;228.8772;250.98;277.8624;288.1792;276.1048;230.2184;223.0312;247.5104;249.5696;253.7664;253.2204;239.6392;233.4572;228.9008;218.4916;199.1944;191.4972
;02.02.2021;192.4092;194.352;192.6216;193.012;192.7932;194.3776;205.8124;266.8732;287.968;315.5804;319.4816;304.658;278.6136;291.1192;293.1708;278.8944;266.988;249.4764;232.042;225.534;223.5588;210.3028;195.6992;191.8144
;03.02.2021;189.1676;186.2624;186.81;183.4056;184.6288;183.342;200.9124;239.0184;273.7668;275.1064;290.5784;291.5868;273.5176;269.75;256.3808;256.0308;254.8788;246.1452;230.5232;220.7016;212.7372;202.1208;179.8992;176.1092
;04.02.2021;177.854;176.2996;178.13;178.0704;179.752;182.192;213.0408;247.1496;281.93;306.4148;310.1324;309.6748;295.8764;282.928;279.8868;279.514;270.8152;259.6604;241.264;232.9288;225.0996;208.8376;199.3876;194.1736
;05.02.2021;195.37;193.996;193.5772;195.7636;195.7556;197.0348;220.6004;263.0572;306.6668;302.7072;305.066;312.1584;281.8996;275.8992;280.568;271.8096;267.778;259.0724;235.96;225.7008;204.4776;195.9544;189.39;189.1508
;06.02.2021;190.3068;189.1428;188.1028;189.5248;188.8748;190.9572;198.4788;205.464;213.8596;233.3636;237.5948;236.3808;236.0108;227.3776;234.9416;229.7836;206.2136;206.9116;198.4692;194.1056;193.4108;191.2428;188.812;187.0892
;07.02.2021;188.3804;189.018;187.5132;189.1284;190.9908;190.3628;196.7712;201.3776;197.934;196.3348;195.1388;194.8408;191.6568;190.776;192.7672;193.8888;193.3292;195.5328;196.452;197.9148;197.1112;194.316;193.2208;192.8552
;08.02.2021;192.7008;192.3328;192.3708;192.642;190.8884;193.9844;216.1372;279.1896;300.7252;317.66;314.1052;313.9872;306.8796;290.322;281.7728;271.0368;273.2992;267.2104;252.6004;239.3092;209.8012;197.3656;191.8196;191.8212
;09.02.2021;193.48;190.4368;191.9956;191.2728;189.2272;194.3876;218.286;265.6304;303.1056;328.8028;333.6864;349.9048;328.0972;322.888;319.5896;304.9716;301.6864;301.122;278.552;266.8764;242.9364;232.4664;227.1636;226.7188
;10.02.2021;228.056;229.3576;228.546;228.8252;229.2548;230.8604;247.4584;298.2228;347.1936;362.1312;343.016;350.8216;335.7288;330.2704;336.9532;333.1632;329.2952;321.0056;298.1044;288.0548;263.3548;251.0264;249.0572;249.1608
;11.02.2021;248.4792;247.2504;249.402;250.724;248.7592;251.0308;273.4708;320.1968;351.2556;379.9816;343.5452;357.8968;350.0204;342.4732;340.4652;322.8972;304.1836;301.4284;282.6436;277.648;247.7996;236.952;233.9028;229.3308
;12.02.2021;229.5552;230.5088;230.7204;229.6564;230.9904;233.0296;249.7608;306.8724;344.0608;363.45;370.8048;377.6676;360.2664;353.2972;346.4424;339.4056;325.01;314.474;295.2772;283.5956;258.35;246.0228;239.364;241.9116
;13.02.2021;242.9024;242.282;242.9596;241.0316;239.1192;242.688;247.1324;253.3732;254.7968;264.9304;241.3;237.59;224.3072;231.9052;249.4812;239.3948;227.4636;226.0876;217.1772;209.9096;207.9408;207.8924;204.4876;203.8864
;14.02.2021;203.7392;201.4964;201.082;201.6592;199.6748;202.8568;206.6244;207.1396;204.8052;204.6056;203.702;205.7208;200.7268;201.354;202.0392;201.27;199.19;200.9808;201.1592;201.854;201.6992;201.3548;200.5852;197.918
;15.02.2021;200.1544;200.484;198.6272;199.3204;199.6752;202.0136;218.2096;259.0744;322.5768;320.3924;330.81;340.0028;320.1404;306.5524;284.5196;279.476;288.348;286.5944;267.5852;247.296;227.1052;215.5684;213.0624;212.446
;16.02.2021;212.5632;212.474;212.9368;212.9724;213.8028;214.4076;241.222;277.4924;309.9296;332.6092;316.9264;310.6952;294.5124;289.6344;283.608;269.2008;267.1864;262.1712;245.8056;239.0232;214.8876;203.8032;202.8096;201.084
;17.02.2021;199.5472;200.112;197.2968;200.478;201.4456;204.5248;226.1872;277.5156;310.696;335.0348;326.9828;316.8156;297.0768;289.5652;264.9896;264.7584;260.6256;266.2808;242.132;229.8824;204.8512;193.8828;192.044;190.8288
;18.02.2021;187.4832;189.33;189.2844;188.7728;186.6352;187.7372;201.11;254.062;300.506;313.0288;335.2456;335.2436;320.13;306.1376;295.6636;302.2164;287.09;280.396;263.4876;254.8752;226.9936;214.8832;210.856;208.3944
;19.02.2021;208.014;209.2912;210.578;209.0584;209.06;212.658;241.4312;278.5032;316.8176;350.6072;338.5612;332.2856;307.0992;288.8624;272.1728;268.3132;271.6708;269.7412;254.5676;245.4224;217.5356;204.586;199.4584;197.5384
;20.02.2021;197.0356;199.3084;199.3184;198.3212;197.8664;199.8184;203.7308;213.8444;221.0364;238.0328;237.5248;235.2472;226.0636;222.4912;221.252;222.502;199.3124;199.9632;194.0448;187.9424;186.2028;183.5204;182.5276;180.8952
;21.02.2021;181.2016;177.5156;175.6612;175.256;174.4608;171.3;173.5812;171.076;169.6952;167.8204;166.1864;163.0568;163.2684;161.5976;152.7392;149.2608;152.6568;156.3708;159.8432;158.7512;157.7548;158.0004;157.7696;157.646
;22.02.2021;157.7448;160.0976;163.2764;163.182;167.7228;170.9012;186.0252;225.1872;255.1868;277.2796;271.5528;261.7332;253.0436;238.856;225.4216;209.1552;185.1956;184.9732;164.2628;156.248;140.6368;127.8736;123.828;123.6636
;23.02.2021;123.0752;123.6984;124.2296;123.8052;124.7116;127.3668;140.2948;178.7604;223.7668;271.6296;268.5456;278.5648;257.8444;247.9744;234.1988;225.8528;218.8524;198.4764;170.9348;166.0432;145.4388;134.9364;130.6308;132.8528
;24.02.2021;130.6108;131.2276;131.6052;129.3836;128.3472;131.2052;161.7076;194.8408;227.8076;241.8756;240.776;243.6844;223.3344;218.5188;225.1088;219.4332;216.868;204.714;191.3016;181.6704;159.4192;145.332;144.1832;143.4628
;25.02.2021;143.2036;142.3036;140.8676;139.4776;138.9936;140.0756;154.238;195.668;221.8668;256.474;241.1292;249.6216;231.6984;238.5888;260.5168;234.88;209.408;191.2204;173.6688;163.8412;141.364;128.3156;127.0644;124.8984
;26.02.2021;124.7672;124.5144;124.7132;124.6144;126.8264;127.892;157.114;185.9908;215.5144;231.1672;236.242;270.838;243.7512;229.1468;227.8684;223.67;220.8336;197.1388;176.1064;164.2856;149.0616;136.2784;136.0712;135.276
;27.02.2021;136.4452;135.0488;137.1948;137.5584;137.3704;140.1604;140.726;146.5876;158.5424;172.9088;171.112;169.7332;168.404;167.1712;159.9676;161.7288;154.6584;150.2136;155.0652;148.038;149.148;151.7584;151.8488;147.4692
;28.02.2021;143.4256;144.1576;142.4516;143.938;143.5764;143.1872;144.1992;141.6388;140.5528;139.0308;137.1144;135.5204;136.0096;130.5656;131.0928;131.2392;134.1956;135.2312;141.068;141.9604;143.2112;144.9628;141.5676;143.0992
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;41.48;kWh;11.02.2021 15-16;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;15.96;kWh;01.02.2021 03-04;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.02.2021;17.14;16.98;16.1;15.96;16.2;16.34;18.92;26.22;30.88;35.74;34.14;35.7;35.86;37.72;39.86;38.54;38.62;39.58;39.84;36.48;30.66;25.66;20.54;18.5
;02.02.2021;18.24;18.22;18.56;18.08;18.46;18.48;20.66;26.5;30.72;35.18;35.06;35.68;34.58;37.9;35.32;36.24;35.1;34.06;34.8;31.6;25.58;19.56;18.7;17.98
;03.02.2021;17.6;17.48;17.28;17.46;17.34;17.68;19.98;26.3;30.1;32.94;36.3;37.4;38.98;37.34;36.32;36.3;34.84;34.42;35.36;32.12;25.44;21.76;19.38;18.32
;04.02.2021;17.84;18.02;17.94;17.7;18.06;17.88;21.02;29.16;33.58;35.14;34.32;33.74;35.88;38.38;38.34;36.7;37.58;39.26;40.56;36.26;28.78;23.48;20.78;18.18
;05.02.2021;18.04;18.02;17.62;17.72;17.74;17.9;20.5;26.98;30.06;30.46;32.58;39.54;40.94;34.34;32;32.24;33.06;34.82;34.18;32.24;24.86;21.16;20;19.54
;06.02.2021;19.6;19.42;19.24;18.44;18.92;19.48;20;24.76;25.88;25.34;25.96;25.8;20.76;16.9;17.32;16.98;17.2;17.36;18.24;19.26;18.76;18.08;18.86;18.74
;07.02.2021;18.12;17.64;17.88;17.94;17.78;18.44;18.52;18.94;17.32;17.96;17.26;17.34;18.06;18.2;18.08;17.4;16.74;19.86;20.04;19.44;19.6;19.1;19.02;18.1
;08.02.2021;18.98;18.84;18.56;18.16;18.76;18.94;20.48;26.54;28.86;32.82;33.32;33.4;36.42;33.76;34.66;36.92;34.68;38.2;38.48;35.78;31.12;25.88;21.48;19.6
;09.02.2021;18.72;16.76;16.82;16.42;16.32;16.72;18.64;25.8;28.52;30.5;32.74;34.76;33.16;33.54;34.5;34.64;41.16;40.76;36.28;33.8;25.66;19.86;19.94;19.4
;10.02.2021;19.3;19.38;19.1;19.5;19.1;19.44;20.56;27.52;29.88;29.76;30.16;31;32.02;38.04;37.68;35.98;36.88;37.94;35.94;32.34;24.38;20.76;18.76;18.72
;11.02.2021;17.78;17.52;17.86;18.06;17.76;18.62;21.38;27.08;28.9;28.84;32.82;33.54;37.24;37.12;39.04;41.48;40.06;35.34;34.88;30.54;27.02;20.08;19.26;18.58
;12.02.2021;18.26;18.4;18.36;18.54;18.36;18.7;20.5;27.14;31.22;29.94;29.48;28.48;29.46;28.94;30.24;29.84;30;30;30.36;28.48;23.5;19.84;18.74;17.86
;13.02.2021;17.26;17.08;16.9;16.98;16.7;17.04;17.1;22.84;25.08;25.58;25.92;24.44;19.74;17.16;17.66;17.68;19.16;20.22;19.58;20.74;22.42;20.06;17.7;17.66
;14.02.2021;17.7;17.52;17.4;17.54;17.46;17.42;17.86;17.6;17.08;16.02;16.6;16.26;17.2;17.02;18.32;17.88;17.78;18.38;18.78;20.14;19.16;18.28;18.2;17.88
;15.02.2021;18.28;17.38;17.56;17.36;17.82;17.56;20.16;27.78;31.8;31.44;33.98;33.98;33.8;32.36;31.72;34.1;39.18;36.76;35.16;30.08;28.58;25.82;19;18.52
;16.02.2021;17.88;17.56;17.46;17.3;17.36;17.48;19.7;26.14;27.96;29.6;28.5;29.6;28.9;29.86;29.54;31.76;31.3;36.36;38.9;38.76;26.42;21.1;20.5;18.54
;17.02.2021;18.1;17.44;16.9;17.24;17.32;17.7;20.76;27.84;31.02;30.3;33.58;37.56;38.42;34.8;35.4;35.96;34.76;34.26;38.2;35.78;29.06;22.84;22.98;20.6
;18.02.2021;18.98;18.7;18.96;18.82;18.92;18.76;21.02;25.8;27.94;28.8;31.52;35.64;34.66;30.42;31.86;30.32;33.3;34.62;36.16;37.66;25.58;20.72;20.18;19.3
;19.02.2021;18.62;18.72;18.66;18.74;18.96;19.68;21.44;28.22;28.74;29.1;28.62;31.36;32.26;31.96;30.84;30.88;31.88;32.46;33.6;30.14;23.14;20.36;20.2;19.36
;20.02.2021;19;19.16;18.82;19.14;18.82;18.72;18.28;23.34;25.78;27;27.28;26.38;21.28;20.12;20.02;18.58;18.76;18.74;19.86;20.26;20.08;19.74;19.5;18.3
;21.02.2021;17.96;16.9;16.68;16.56;16.7;16.54;17.2;16.56;17.2;17.36;17.66;17.56;16.76;16.94;16.82;23.22;17.72;18.58;19.88;19.8;18.8;18.74;18.54;18.9
;22.02.2021;19.2;19.08;19.14;18.92;19.2;19.1;21.52;26.58;28.36;31.08;31.56;31.42;32.1;34.02;35.26;34.5;33.94;38.28;40.36;34.08;28.24;21.72;20.52;19.22
;23.02.2021;18.06;17.6;18.18;18;18.06;18;19.94;26.6;29.04;28.34;29.54;33;35.02;35.12;37.26;36.6;33.24;32.7;33.68;31.68;23.14;19.54;19.38;17.94
;24.02.2021;18.34;17.96;18.2;18.06;18.36;18.14;21.04;26.64;27.76;29.4;31.02;32.62;32.36;33.16;32.26;32.7;30.46;30.88;34.96;32.58;24.88;21.82;19.7;17.06
;25.02.2021;16.56;16.52;16.62;16.64;16.7;16.66;19.04;25.48;28.32;28.76;34.02;33.9;34.68;33.38;34.34;35.74;35.92;34.68;36.46;33.98;25.06;20.14;18.34;17.26
;26.02.2021;17.32;17.42;16.96;16.9;17.58;17.78;20.28;27.18;28.86;28.48;29.92;29.62;30.9;32.56;34.68;37.74;36.92;36.98;39.16;30.64;24.06;19.48;19.06;19.26
