Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;245.298;kWh;09.12.2021 14-15;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;140.38;kWh;26.12.2021 13-14;;;;;;;;;;;;;;;;;;;;;
;30.12.2021;105.628;105.314;105.038;105.556;105.44;105.398;109.158;134.152;148.412;147.434;153.708;139.36;137.332;137.71;134.262;130.162;122.354;109.254;106.992;102.468;104.162;102.486;99.19;96.876
;31.12.2021;97.016;96.762;97.188;97.672;98.87;97.938;99.018;105.03;106.174;100.352;87.884;85.01;84.328;84.848;85.058;85.44;85.894;85.454;86.074;85.718;87.194;100.292;98.8;98.94
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;288.698;kWh;07.12.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;85.248;kWh;19.12.2021 12-13;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.12.2021;115.6756;114.3832;115.1484;115.1408;115.7276;115.918;165.9184;197.152;218.7072;231.798;241.2804;242.6044;227.4888;221.182;221.542;236.8028;244.1592;231.0136;200.9576;184.7928;150.698;139.0412;120.3712;116.0052
;02.12.2021;115.6988;114.5528;115.3728;115.606;116.01;118.966;160.6828;202.1992;226.2096;235.2556;250.6944;254.9848;261.2868;249.2344;247.5508;236.2636;224.752;202.6484;175.8808;161.6748;128.2484;118.2668;101.4072;98.9608
;03.12.2021;98.0628;98.8328;99.3176;100.9008;104.988;105.4156;158.7524;203.0884;216.6012;233.2528;255.7056;250.5788;254.5472;238.904;229.2368;236.8916;230.8608;211.0856;184.9376;168.4692;139.8572;133.5184;114.4592;111.0864
;04.12.2021;110.2068;111.1484;110.4752;111.7044;113.2696;113.016;112.584;129.7988;163.3756;162.928;159.2;167.1148;168.7644;167.1516;151.9668;147.4892;135.938;129.04;119.1312;111.8736;111.6416;111.7724;110.6808;111.3536
;05.12.2021;108.7312;110.4004;109.8896;110.6352;111.7788;110.4828;111.0764;110.538;109.8492;112.2656;110.5152;118.7268;116.6756;112.5212;111.2616;114.0464;114.2252;115.7276;115.6116;117.2932;114.1468;112.1448;112.8276;112.1012
;06.12.2021;112.9464;112.4216;119.6316;113.444;114.6704;114.0252;158.984;209.69;229.7568;239.2652;257.0368;257.808;251.4444;233.006;232.9532;237.868;231.206;211.4548;188.8436;184.4204;154.8788;140.2288;125.086;121.8052
;07.12.2021;122.9272;123.6488;123.1688;123.252;120.9764;122.3456;161.3388;206.1176;233.9708;268.5904;281.0596;288.698;281.0692;252.6272;249.4548;243.3936;245.5988;232.0768;204.3764;199.4544;163.6176;150.0828;129.1528;124.0604
;08.12.2021;124.1024;122.7692;123.8272;121.7792;122.6368;124.36;159.7396;213.0468;245.9752;246.936;250.3052;257.6704;256.5516;246.79;238.5948;246.184;253.4764;236.3808;211.0224;202.578;169.4268;160.4556;137.65;132.106
;09.12.2021;132.1936;129.5928;130.3792;128.9532;129.3872;131.1392;174.2712;219.8052;255.9556;264.2444;278.3144;276.8184;274.854;266.0276;252.3796;254.612;250.3936;233.5596;205.8024;190.518;160.694;147.588;128.1608;126.7684
;10.12.2021;124.0648;124.4308;126.7204;125.5532;125.9044;126.4948;178.1048;221.7656;249.154;258.9264;279.138;271.978;263.8788;253.0388;250.5456;239.9332;235.024;219.6808;193.4096;185.3712;153.992;142.2832;123.286;119.2116
;11.12.2021;118.1608;118.9536;119.2132;117.126;118.5508;119.328;119.6768;129.5764;161.4732;175.0516;182.174;183.3556;180.6032;176.768;161.3756;152.634;138.2144;134.6212;123.8592;115.3356;114.2176;113.5836;112.9672;116.71
;12.12.2021;116.738;116.4988;118.0636;116.9984;117.3068;117.844;117.4492;116.2844;119.6076;119.1296;118.6376;121.7536;116.7928;117.1752;118.2784;121.1144;125.7924;128.9004;127.9884;126.8656;125.9976;124.9708;123.6924;124.0748
;13.12.2021;122.4664;123.3992;122.694;123.1872;122.8476;122.3144;177.1464;223.4744;247.6592;249.5076;262.3036;265.0788;260.1524;253.0092;242.7464;244.9984;238.676;218.2416;188.0152;175.7996;144.8224;133.9416;115.7124;111.9544
;14.12.2021;111.7432;112.1148;110.544;112.3868;111.8548;113.242;171.0232;220.2492;244.7056;259.356;270.5148;268.6544;274.1328;270.8192;246.2468;245.8056;237.1348;220.08;188.548;178.7308;146.5952;131.7508;111.3276;108.598
;15.12.2021;104.6436;101.6048;102.61;102.4516;101.7724;102.3688;156.7768;214.858;227.8576;240.7708;253.3756;251.0724;243.9092;246.5648;240.7076;244.9688;245.5632;230.8508;204.1216;187.3444;148.2668;141.6328;105.3172;91.7592
;16.12.2021;90.6596;89.9228;90.9876;90.0036;91.6244;93.026;154.1532;209.42;242.526;251.5244;247.4524;242.6296;241.7624;226.2416;208.4816;213.1028;210.1776;199.436;167.4864;156.6892;125.162;115.3356;96.1732;91.9
;17.12.2021;89.7492;89.9664;90.818;89.88;89.6656;91.6204;143.092;194.3096;223.1848;236.5292;237.53;240.6252;229.5104;217.9748;211.3808;209.08;202.8684;184.984;160.1344;152.0596;121.5688;109.8084;92.4216;91.75
;18.12.2021;91.22;91.7716;92.166;92.522;91.6624;92.0304;92.3548;107.272;145.882;154.9404;152.002;153.2096;152.7012;150.7624;137.2012;125.7196;113.0612;109.7124;100.3452;93.7524;92.1296;91.8924;90.7032;88.4456
;19.12.2021;87.8428;87.224;88.3312;87.8292;87.5604;88.1344;86.802;87.1824;91.6028;87.7156;86.28;88.8912;85.248;88.4812;85.8792;89.718;89.9792;92.5052;91.648;92.0556;90.2188;91.252;88.7476;88.0776
;20.12.2021;90.8828;94.0324;99.0088;98.3076;98.2212;100.966;150.408;198.9284;213.204;235.8904;251.4056;248.0048;234.862;231.336;229.8912;229.4096;219.6244;204.2204;177.6728;168.7168;142.4636;133.3784;115.3852;111.8952
;21.12.2021;112.5732;112.3652;111.4112;110.6024;111.0284;113.994;148.126;193.2056;205.5684;228.548;222.1404;222.7792;217.918;221.4592;221.0164;225.3312;223.174;201.2656;172.7184;159.8872;135.3184;127.084;112.2388;111.7652
;22.12.2021;112.0412;112.0148;112.0844;112.6168;112.31;111.8008;133.0792;179.904;188.4312;217.7652;201.4104;206.0632;182.6292;183.154;182.7612;183.526;203.2756;191.3012;157.5192;146.1824;127.5256;116.1476;111.9176;111.724
;23.12.2021;111.3348;110.9608;110.6608;110.3848;110.1532;113.6976;132.9316;167.9176;179.6708;181.8188;180.6092;185.4952;183.0672;165.6504;131.1508;119.9704;115.9424;117.0488;115.106;113.1188;110.9908;107.2112;105.78;104.1324
;24.12.2021;102.3948;102.6092;103.2608;102.7568;102.9712;107.5428;117.664;120.9412;112.5668;109.0792;109.5096;116.6236;117.3216;115.0816;115.8316;114.7056;112.8224;112.7616;112.1656;111.7736;111.0568;106.4456;106.4768;105.9572
;25.12.2021;105.5116;105.008;105.9572;104.7128;104.698;105.598;106.272;108.938;108.3788;104.5108;104.0664;104.4072;105.872;105.7976;105.5212;106.2472;110.1792;110.8976;109.9228;106.1452;104.1864;104.51;102.9064;102.7276
;26.12.2021;102.0908;102.606;103.8648;103.298;102.2204;103.4088;102.1044;103.572;102.6676;100.5184;101.2692;102.5504;101.8176;102.818;102.8288;102.7828;104.0828;105.8436;105.2276;106.274;105.2308;103.9664;104.6044;103.0676
;27.12.2021;102.6256;102.5848;103.2384;102.576;102.7944;103.0464;115.664;156.9932;172.1176;187.2916;191.8752;193.4624;197.4316;194.688;192.8636;194.4816;197.4776;189.5516;163.5692;149.0164;119.5352;110.5044;106.7128;104.3316
;28.12.2021;103.4848;103.4112;104.3464;103.7788;104.5948;104.8448;116.7788;157.9104;172.7028;195.0976;199.3236;198.9296;198.188;190.9652;190.1204;192.9544;196.3464;186.3656;161.338;145.6444;119.276;108.7524;106.6008;105.9584
;29.12.2021;105.1836;104.4448;105.9108;105.1272;105.4336;106.9144;123.0796;163.524;176.0548;189.0708;192.0968;195.9736;195.014;187.8596;188.4392;191.0724;193.0596;179.8016;152.31;141.89;116.8008;107.0484;104.32;104.4124
;30.12.2021;103.3924;103.9708;103.6904;103.2616;103.8248;104.3904;115.6936;156.7128;167.5828;176.7832;187.99;186.7484;185.3984;165.6608;145.336;141.8444;133.6448;134.078;132.6912;131.4516;110.3124;105.6148;103.0648;102.5012
;31.12.2021;101.5004;101.3248;101.0704;96.7816;96.4444;93.9528;107.5032;130.0532;117.1752;113.0276;112.5132;114.7132;114.6868;115.1968;114.7388;116.3956;120.1288;121.0116;122.8428;122.4912;96.144;92.4076;91.254;89.8932
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;85.04;kWh;02.12.2021 14-15;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;14.08;kWh;19.12.2021 10-11;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.12.2021;18.06;18.54;18.22;18.78;17.68;17.36;17.54;18.2;36.12;47.66;54.5;60.78;58.28;56.6;61.52;59.2;60.18;59.36;58.22;52.76;35.58;20.76;21.42;19.2
;02.12.2021;19.48;18.24;18.22;17.6;17.44;17.56;17.56;18.42;38.78;55.88;61.82;70;77.72;84.74;85.04;82.22;76.42;70.14;63.96;53.52;35.1;23.98;22.36;20.76
;03.12.2021;19.52;19.72;17.56;17.4;17.56;17.42;17.04;19.14;38.62;52.58;58.78;63.5;62.8;63.54;59.66;60.76;60.64;59.62;51.38;46.34;30.02;20.64;20.44;18.54
;04.12.2021;17.88;17.64;17.58;17.46;17.5;17.42;16.52;16.48;30.24;37.24;38.28;40.76;43.86;43.46;42.3;29.24;19.2;19.5;19.58;19.74;19.58;19.44;18.84;17.7
;05.12.2021;17.56;17.6;17.26;16.64;16.6;16.2;16.72;17.32;16.56;16.24;17.18;16.68;17.34;16.94;17;16.88;17.96;19.44;19.28;19.68;19.42;19.26;19.18;19.28
;06.12.2021;18.36;18.08;18.2;17.72;17.42;17.56;17.66;19.58;36.54;45.3;50.24;52.28;57.92;63.66;62.82;71.18;67.28;59.1;55.18;52.22;35.64;25.34;20.92;20.38
;07.12.2021;19.24;20.2;20.02;19.62;19.64;20.54;20.74;20.14;35.92;49.78;56.42;62.18;59.5;61.54;60.96;62.3;66.32;62.98;55.8;53.1;38.04;26.88;23.62;20.2
;08.12.2021;19.14;19.24;18.92;18.7;18.44;18.62;17.84;17.54;36;49.1;55.96;58.68;60.84;62.66;61.74;63.46;66.38;62.66;60.94;54;36.52;22.68;21.64;20.08
;09.12.2021;18.84;18.28;18.8;18.94;18.82;18.56;19.44;19.44;37.36;51.5;55.9;55.22;59.68;62.74;64.54;65.06;71.84;64.02;58.48;50.86;34.08;22.5;19.2;17.58
;10.12.2021;16.54;16.62;16.48;16.44;16.34;16.44;16.38;17.36;40.52;51.2;55.38;61.42;61.68;58.12;59.04;57.52;61.68;58.7;51.14;48.32;31.44;21.78;18.66;16.88
;11.12.2021;16.6;16.48;16.4;16.3;16.34;16.38;16.52;16.98;30.54;38.58;37.14;37.56;37.02;37.5;38.3;25.46;19.6;19.48;19.96;19.06;18.88;19.06;18.68;19.1
;12.12.2021;19.26;18.6;18.5;18.62;18.66;18.58;18.86;18.86;19.1;16.6;15.64;15.86;17.52;17.68;17.9;18.46;20.14;20.26;19.46;19.56;20.02;19.02;18.62;16.96
;13.12.2021;17.58;16.2;16.56;16.88;16.88;16.88;17.44;17.66;35.84;46.02;50.76;55.34;58.08;59.66;62.16;61.8;61.38;58.38;57.34;49.84;33.42;21.7;19.88;18.26
;14.12.2021;17.56;17.18;16.9;16.94;17.32;17.62;18.54;19.34;35.5;47.92;58.4;68.3;72.82;74.72;76.28;74.28;76.84;69.72;58.08;51.48;33.58;22.68;21.32;19.2
;15.12.2021;18.34;17.78;17.98;17.66;17.92;17.96;18.32;19.72;39.72;53.9;60.06;66.1;68.5;73.8;70.82;68.02;74.98;73.48;67.56;53.48;33.38;24.34;20.9;21
;16.12.2021;17.78;17.56;17.54;17.44;17.44;18.42;17.64;18.74;39.52;52.6;58.52;64.22;66.12;72.62;71;71.24;80;75.56;67.44;55.32;37.52;27.14;26.72;23.88
