Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;293.538;kWh;08.07.2021 10-11;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;101.984;kWh;11.07.2021 07-08;;;;;;;;;;;;;;;;;;;;;
;04.07.2021;71.65;73.0928;76.678;71.1732;71.1684;70.9384;71.6084;72.8744;73.8444;68.8112;65.394;66.8132;69.7812;67.6144;69.7676;69.1408;67.8036;77.0552;76.1232;75.9988;76.4812;78.0508;71.1104;71.5588
;05.07.2021;71.328;70.5532;69.4196;72.0212;68.994;67.5408;89.9836;172.106;259.182;302.0728;318.5456;313.7464;296.2208;294.3728;281.2516;285.4832;351.3212;280.1364;172.8672;164.1252;163.3684;150.05;78.842;75.1944
;06.07.2021;75.2204;75.4772;73.6712;74.3012;72.3736;71.5672;92.5488;186.7868;279.3324;338.226;357.1536;372.3856;373.7416;372.27;366.0864;359.2656;325.1404;282.5212;158.772;158.8512;154.8808;139.5388;81.1224;77.4096
;07.07.2021;76.0532;75.2276;76.7656;74.6448;72.9584;71.5004;94.1256;177.4924;278.3096;335.3208;336.716;334.2108;326.5912;347.012;371.8196;342.5864;323.33;311.982;182.9416;169.204;157.9328;143.0836;83.1452;79.9756
;08.07.2021;77.5852;77.298;76.1096;75.9568;73.6244;73.2892;99.994;183.3948;277.8976;317.272;330.274;338.016;332.9128;318.5132;319.7732;324.2804;315.346;304.4964;181.6336;163.2836;158.3784;147.7024;87.898;81.1676
;09.07.2021;79.556;80.286;78.9824;79.4584;78.2648;76.8176;94.7628;196.5636;293.6892;338.7144;338.302;360.432;318.9564;317.7956;312.0348;308.4768;298.4612;292.1476;165.182;157.9912;153.2128;142.5424;87.9404;81.2252
;10.07.2021;81.06;79.0504;80.4396;78.36;77.8852;75.16;79.86;98.3204;91.6228;169.4272;178.1484;171.456;172.4744;171.232;170.2604;172.4612;170.7524;97.4492;91.0656;83.2004;81.2028;80.5648;79.6824;80.9028
;11.07.2021;80.7692;79.488;79.3096;76.972;75.3136;73.5176;74.1884;73.0052;73.1056;73.7092;75.976;75.6872;74.7816;78.6852;78.7948;75.192;74.1904;74.3336;78.1712;76.9264;76.0712;76.2092;76.4748;78.5036
;12.07.2021;77.9884;78.4776;78.348;78.1492;76.4856;74.1236;98.8484;218.8992;296.5456;330.126;339.7476;342.4572;413.564;356.5428;356.1932;369.9864;353.5296;337.8796;224.9796;212.59;208.8684;188.34;110.18;104.2924
;13.07.2021;101.0192;96.564;97.6524;99.734;94.2548;93.296;119.28;251.2156;332.0044;378.6052;374.4404;363.7232;360.802;365.4512;366.7548;363.0596;359.0656;354.0468;247.1852;233.7108;218.5164;206.246;128.5288;120.2972
;14.07.2021;116.3932;116.4852;115.2124;112.7152;117.0524;114.6584;138.964;258.4392;332.21;378.744;383.974;388.3844;378.1016;373.4444;369.9964;367.4704;361.9356;351.3872;214.9388;212.5208;204.8412;196.4852;111.1452;93.7412
;15.07.2021;90.7964;92.0028;90.4176;84.2288;86.6192;82.3356;112.1424;260.8148;353.8056;382.2236;383.8548;354.3516;358.5068;372.8504;389.6964;399.746;382.3904;370.0776;231.4256;225.1616;222.55;210.06;126.67;120.1624
;16.07.2021;120.3584;118.4564;118.0744;115.1532;116.8908;113.9936;137.054;250.792;279.3352;296.9068;295.8368;293.5208;296.87;316.8476;395.8888;387.7332;369.6432;362.466;255.74;232.1652;224.692;205.414;133.1664;126.714
;17.07.2021;121.682;121.9144;120.8808;117.96;122.2992;117.8848;134.782;143.174;140.8612;229.9956;231.132;224.8244;233.0532;226.4184;224.3508;224.5612;223.148;134.8828;126.5244;119.2912;117.77;115.2308;117.6212;116.82
;18.07.2021;118.1156;110.0044;105.5384;100.032;105.1604;97.8268;94.7408;94.2172;99.4012;95.4548;99.316;96.9056;92.2176;92.2116;93.07;95.4404;96.1956;95.2904;95.0684;96.1304;94.9052;96.4392;98.4888;97.3372
;19.07.2021;98.5416;98.466;99.852;94.9292;100.116;95.1336;118.8336;208.282;242.788;291.384;278.6032;284.536;286.338;284.654;270.128;270.0796;255.5844;271.5376;170.3704;164.0576;160.2072;150.0572;116.2392;111.2112
;20.07.2021;110.2748;112.4988;113.426;107.9256;112.288;106.8776;127.362;187.6696;227.4636;251.0968;253.4892;243.9712;250.7324;253.8192;252.7256;240.0024;259.4412;297.8412;183.3992;174.7808;163.7876;156.252;114.1012;108.8604
;21.07.2021;107.2436;108.76;108.486;106.8504;109.154;104.694;129.3176;190.5068;209.5052;227.6164;237.3208;240.0072;240.3712;232.6732;234.1392;237.7204;227.5308;208.808;177.2688;164.5452;156.6472;145.9276;118.272;113.4664
;22.07.2021;110.0316;113.624;114.2252;109.6856;113.1556;110.1604;131.8964;187.7048;203.5816;231.4356;243.4984;239.862;239.468;235.2584;245.7656;248.2896;301.9272;293.198;182.406;176.3744;171.5984;164.906;118.7008;112.4896
;23.07.2021;109.732;113.9096;113.38;109.194;113.3748;113.858;141.3732;187.8004;228.4636;241.3712;236.4676;314.0052;282.3864;275.1932;276.9052;268.7732;258.8424;244.7084;170.6032;157.0308;154.582;141.5428;116.4928;114.1896
;24.07.2021;110.1024;111.8592;113.9264;110.8276;114.6696;107.7424;110.0304;114.6448;120.2576;161.4848;164.704;167.7376;163.7336;156.8028;157.9028;158.1072;160.7044;122.3892;118.8272;111.3956;109.6448;110.478;114.132;114.1936
;25.07.2021;110.8224;112.974;113.766;109.7232;110.016;111.4076;109.3912;109.7928;110.47;110.9648;110.9352;109.8256;105.6008;104.5792;108.988;110.1048;110.0948;108.8172;111.2432;114.3304;110.9408;111.7568;110.4872;114.5208
;26.07.2021;112.4864;113.2132;113.0344;111.4796;115.3692;110.1392;126.6584;226.59;288.1456;351.0656;382.2112;379.422;367.054;361.106;355.8324;351.1556;333.8324;321.0096;207.9232;196.9124;188.9212;183.0912;122.562;117.4084
;27.07.2021;117.5632;117.1104;115.8316;114.434;115.6204;111.4348;139.5276;214.9524;238.6408;259.5232;270.5396;278.5484;286.926;279.1272;274.4284;283.588;278.8608;259.484;219.7748;212.2268;209.5132;209.852;133.3416;123.882
;28.07.2021;123.3936;120.8004;122.8468;120.7432;125.5004;119.87;147.5;205.8592;237.9308;281.1916;310.23;304.1052;381.284;392.9896;402.4204;416.7496;343.54;326.57;218.9192;214.718;200.2452;185.7324;128.7048;121.4948
;29.07.2021;119.6604;118.2608;118.4252;119.9452;117.9716;116.4576;141.6844;203.1964;240.8524;275.9852;312.6716;356.4508;407.2976;401.0208;405.1836;397.208;381.4524;365.7536;199.802;187.0472;173.0192;165.7792;130.1364;120.61
;30.07.2021;116.8204;112.4704;113.8908;116.6012;117.9;114.872;136.604;192.576;232.1512;252.1928;298.4264;301.0848;290.6932;308.4988;312.688;316.3912;276.2516;263.9732;156.6448;148.512;142.4284;141.1192;119.26;114.694
;31.07.2021;115.4328;115.9124;114.0256;115.2584;115.3208;115.8292;124.7888;140.4224;147.1908;180.6328;191.0072;201.6336;206.6984;213.3544;209.6328;212.7052;214.9536;161.796;123.4028;115.7552;110.5892;113.1592;116.2584;113.2168
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;153.62;kWh;09.07.2021 15-16;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;14.7;kWh;05.07.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.07.2021;17.44;16.78;16.72;16.84;16;15.52;15.82;19.98;72.96;77.78;78.26;76.42;81.74;80.02;83.84;82.54;78.8;81.4;34.46;30.52;30.32;21.92;16.7;16.78
;02.07.2021;16.2;16.42;16.54;15.94;15.4;15.22;15.64;17.86;69.9;71.18;73.26;86.48;127.88;129.88;131.24;128.96;131.62;129.88;61.46;50.36;48.32;26.9;17.08;17.56
;03.07.2021;16.6;15.86;15.66;16.04;16.18;14.9;15.08;15.9;72.2;87.3;101.68;109.34;103.54;56.8;21.56;20.14;19.78;20.32;20.58;19.7;17.5;17.22;18.26;17.62
;04.07.2021;16.66;16.46;16.04;16.2;15.94;15.54;15.96;15.26;15.18;15.5;15.54;16.4;15.66;15.94;15.28;15.68;15.44;15.9;15.54;15.4;16.12;16.08;15.86;16.36
;05.07.2021;16.16;16.66;16.14;15.66;15.62;14.7;15.68;22.74;98.74;107.18;116.48;116.82;115.96;117.04;121;119.92;117;111.78;60.82;52.76;48.48;27.64;17.42;16.7
;06.07.2021;16.86;16.6;16.26;16.22;16.26;15.6;16.36;22.74;104.08;108.36;125.04;136.62;136.16;136.06;135.54;135.54;136.86;136.26;62.56;50.62;49.22;27.02;16.52;16.34
;07.07.2021;16.84;16.42;16.2;16;15.8;15.44;15.78;22.02;109.52;127.9;132.02;139.48;141.34;143.92;145.96;146.94;144.72;142.5;69.78;49.9;47.98;27.26;16.48;16.72
;08.07.2021;17.28;16.38;16.2;16.2;16.3;16;15.88;22.16;112.54;129.92;134.76;138.82;141.16;138.3;139.12;139.72;134.74;128.72;59.96;47.9;47.84;28.88;17.26;16.82
;09.07.2021;16.48;16.72;16.1;16.08;15.8;15.14;16.32;22.4;111.38;129.18;135.78;144.92;148.62;148.94;152.32;153.62;143.42;140.62;63.16;50.54;49.74;29.5;19.1;17.76
;10.07.2021;17.22;17.48;16.64;16.96;16.66;16.7;16.94;16.16;85.98;115.42;131.02;133.42;134.76;66.7;17.58;16.3;16.48;16.6;16.24;16.54;16.26;16.3;16.04;16.5
;11.07.2021;16.28;16.2;16.58;16.82;16.02;15.36;15;15.62;16.16;16.34;16.64;16.76;16.36;17.42;16.94;16.14;16.24;18.84;18.7;16.66;16.26;16.18;16.3;17.22
;12.07.2021;16.54;16.64;16.06;16.16;16.34;15.12;15.56;23.28;117.48;127.38;135.5;145.08;144.92;148.72;149;143.24;139.84;144.02;67.26;53.7;49.92;27.4;17.42;16.7
;13.07.2021;16.24;16.88;16.4;15.98;16;15.58;16.5;22.6;120.5;135.12;140.28;142.56;145.14;146.1;146.28;146.28;143.16;141.6;64.28;50.14;49.18;30.18;20.18;16.72
;14.07.2021;15.92;16;16.58;16.58;16.08;15.54;15.64;23.26;109.86;129.9;136.68;138.86;140.06;142.72;146.68;145.26;138.26;124.92;66.2;49.4;47.74;26.32;16.14;16.52
;15.07.2021;16.9;16.4;16.34;15.96;16.12;15.64;15.02;21.36;108.62;127.58;132.12;136.6;136.7;139.5;143.82;144.88;142.6;143.38;63.34;52.9;47.7;26.26;16.68;16.7
;16.07.2021;16.14;16.16;15.92;16.84;16.2;15.16;15.44;22.62;116.2;134.58;138;138.46;138.46;138.24;135.54;134.98;134.24;135.06;60.64;48.52;46.06;25.38;16.38;17.22
;17.07.2021;16.4;15.48;15.7;16.12;16.04;14.8;15.3;15.38;88.84;115.6;124.1;126;124.3;63.74;16.68;16.3;15.96;15.84;16.28;16.04;15.5;15.46;15.7;16.4
;18.07.2021;16.14;15.8;15.64;15.68;16.52;15.58;15.32;15.48;16.1;15.36;15.4;16.12;16.36;15.44;15.8;16;15.52;15.88;16.66;15.68;15.92;16.16;17.18;16.78
;19.07.2021;16.38;15.9;16.02;16.22;15.74;14.7;14.9;22.52;89.08;81.22;81.4;81.56;90.36;92.46;89.72;95.68;103.84;101.7;59;52.88;53.74;32;18.24;18.04
;20.07.2021;17.48;17.26;17.76;17.04;17.12;16.92;16.48;22.82;82.12;81.78;87.16;94.64;100.84;104.92;101.52;102.18;104.34;104.4;57.16;49.44;47.32;26.42;16.5;16.06
;21.07.2021;15.84;15.6;15.66;16.34;15.96;15.12;15.16;22.6;74.46;73.44;75.66;75.2;77.18;88.42;90.88;87.96;95.66;91.76;59.42;49.4;47.16;27;16.52;16.22
;22.07.2021;16.12;16.16;16.44;16.74;16.18;15.46;15.48;22.4;60.12;62.98;71.38;79.68;86.68;90.4;93.92;93.26;94.16;95.38;58.62;51.4;46.94;26.3;15.98;15.68
;23.07.2021;15.44;15.74;16.36;15.5;15.5;14.94;15.22;21.46;75;72.8;77.18;80.96;84.14;84.14;83.32;86.6;92.64;86.94;53.44;48.36;49.88;28.24;16.8;15.78
;24.07.2021;15.68;15.7;15.94;16.12;15.46;14.74;15.16;15.66;51.78;54.28;66.72;75.5;78.8;43.84;16.52;15.58;15.74;15.38;15.38;15.18;15.52;15.36;16.12;15.78
;25.07.2021;16.42;16.36;16.78;16.62;15.86;14.72;15.02;16;15.16;15.34;15.22;15.78;16;15.56;15.44;15.52;15.66;16.34;15.82;15.62;15.54;15.12;15.8;16.26
;26.07.2021;16.12;15.78;15.56;15.4;15.48;15.24;15.66;22.18;89.76;92.06;105.8;113.68;119.88;123.72;125.1;126.62;128.58;131.6;64.16;51.44;48.94;27.7;17.32;16.94
;27.07.2021;16.84;16.52;16.9;17.08;16.46;15.8;15.7;22.26;102.58;101.18;105.2;103.06;100.7;103.24;100.34;96.56;101.44;100.04;61.6;52.7;48.82;27.36;17.72;16.8
;28.07.2021;16.42;16.48;16.06;16.24;16.8;16.5;16.32;22.66;82.72;86.02;96;106.26;112.08;113.2;117.58;113.64;94.4;97;60;49.74;46.56;26.52;17.4;16.84
;29.07.2021;16.48;16.36;15.84;16.3;16.16;16.26;16.2;22.3;78.32;81.86;98.52;104.42;104.38;98.12;99.42;107.14;105.58;104.2;61.56;52.22;49.22;26.62;17.04;16.16
;30.07.2021;15.78;16.2;15.74;16.04;16;16.08;15.96;21.74;65.98;68.8;78.7;72.18;68.58;66.36;83.98;89.5;85.4;77.86;54.62;49.76;43.58;26.24;17.14;16.94
;31.07.2021;16.34;16.4;16.58;16.68;16.26;15.88;15.6;16.46;46.8;48.66;62.7;70.58;75.08;43.14;20.9;16.02;16.1;16.32;16.64;17.06;16.82;16.9;16.74;16.28
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
H;Maximum consumption (per hour):;70.7316;kWh;20.07.2021 08-09;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;15.9732;kWh;02.07.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.07.2021;54.0072;51.0912;51.1164;51.9924;51.408;50.4228;50.9544;51.6756;51.0948;52.302;53.3724;53.6904;53.5104;53.2704;52.6956;19.3776;17.5944;16.1844;16.2048;16.256;16.7064;17.1984;18.0516;17.7528
;02.07.2021;18.1524;16.4772;16.644;16.464;16.758;15.9732;16.0188;16.7508;17.0532;17.0628;17.7468;17.6928;18.8304;18.4224;18.1404;18.1968;18.1164;17.4072;17.0656;17.4264;17.2312;16.5276;16.9056;18.1668
;03.07.2021;17.934;16.1868;16.2408;16.8252;17.0556;16.314;16.1532;16.0296;16.2496;17.7864;16.6296;24.3852;30.7584;30.6948;30.678;30.9456;31.8096;30.912;31.1904;30.9504;31.668;31.4688;31.4904;32.1408
;04.07.2021;31.416;29.7036;29.4648;30.1644;30.6204;29.5884;29.6544;30.3816;30.1824;30.7788;31.9932;31.1544;31.1952;31.374;31.3764;31.134;30.9936;30.4812;30.4476;31.0128;31.446;30.6504;33.192;33.5196
;05.07.2021;33.1524;30.4692;30.3612;31.1088;30.9168;29.8356;47.0904;43.9512;39.0708;40.7688;40.1796;42.5724;42.3852;40.5036;40.8744;39.5136;40.5312;40.6644;34.626;33.378;50.634;34.8948;31.7616;33.0744
;06.07.2021;31.5884;29.9292;29.97;30.6708;31.164;30.36;40.2768;47.1528;38.1408;40.8684;39.3912;40.0704;49.2264;63.696;64.7228;55.1964;57.5076;56.4048;57.6912;57.8484;58.446;54.5112;58.6332;59.9052
;07.07.2021;59.0472;49.92;49.6728;50.1852;50.3424;49.662;56.2932;65.3592;56.1636;57.1356;57.1056;57.2892;57.4548;57.2628;58.9944;57.3012;57.66;57.6132;57.3732;59.4072;59.6448;52.2444;50.7204;50.472
;08.07.2021;50.652;49.1388;49.5012;49.4844;49.674;49.3776;61.3164;59.1936;56.3952;57.1032;56.9364;57.1272;57.1116;56.6436;59.55;56.5044;57.1068;57.582;58.7016;61.0428;62.8824;53.8068;52.7184;51.864
;09.07.2021;50.9796;49.4028;49.9428;50.04;49.662;49.4508;65.8116;57.228;55.2216;56.082;57.6096;57.2568;58.326;57.5784;57.5724;56.9736;55.3452;56.574;53.4372;58.0812;58.3872;51.3156;50.7672;50.7576
;10.07.2021;50.0508;48.3228;48.8208;48.9624;48.546;48.0612;48.204;48.8124;48.5844;48.8568;50.73;49.6752;49.9872;49.86;49.6644;49.9224;49.5912;49.2048;48.78;49.0728;49.8792;49.2492;50.7468;50.7696
;11.07.2021;50.538;49.188;49.452;49.6092;49.8012;49.4832;49.6632;49.8072;48.3696;48.4068;49.4148;48.9444;48.7956;48.8424;48.9828;48.7776;48.486;48.5208;48.6264;48.5472;48.8352;49.3848;50.8644;49.968
;12.07.2021;49.6548;48.6432;49.4424;49.4448;48.6768;48.1428;62.9628;57.4056;55.6392;56.5296;58.1532;57.3504;57.4008;48.6552;58.0284;57.216;57.78;57.2856;58.4376;58.4292;59.0004;54.9408;51.4968;52.9932
;13.07.2021;51.756;50.3484;50.3592;50.4072;50.5188;50.052;59.7408;61.7028;57.0084;57.4344;59.064;59.2356;58.5924;58.9248;58.2324;57.5616;58.3668;57.1644;58.4088;59.1588;59.922;53.2968;52.1724;52.0056
;14.07.2021;50.9136;49.5084;50.2212;50.112;49.7808;49.4352;61.2024;60.126;58.2516;56.9292;56.7516;57.8328;57.3468;58.9956;59.16;57.9492;60.0828;62.8416;62.5296;62.4804;58.9056;55.536;56.9172;51.2808
