Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;214.334;kWh;06.04.2021 10-11;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;122.576;kWh;04.04.2021 18-19;;;;;;;;;;;;;;;;;;;;;
;11.04.2021;143.5;143.916;145.728;147.572;147.472;146.99;145.848;142.992;142.756;142.046;138.52;135.158;137.018;135.208;137.63;138.494;139.764;142.278;138.632;138.976;141.454;139.78;139.07;137.35
;12.04.2021;137.424;140.702;142.202;141.458;141.298;142.262;136.732;149.474;163.292;172.234;177.136;177.664;175.106;172.494;171.54;167.754;163.87;161.824;160.782;150.964;157.186;150.378;135.7;131.804
;13.04.2021;128.024;129.434;129.63;131.214;132.876;131.314;130.294;151.322;169.398;182.384;190.41;186.162;185.926;187.206;180.84;178.766;175.132;163.81;161.18;157.942;162.172;150.766;140.622;142.566
;14.04.2021;141.53;142.716;144.724;142.414;142.288;144.146;142.516;158.424;168.792;179.5;186.628;176.432;174.222;173.688;172.84;168.768;165.524;161.392;157.954;158.166;159.056;148.396;137.076;137.206
;15.04.2021;137.33;139.116;139.046;140.172;142.33;139.932;136.34;157.334;173.518;183.8;187.348;192.654;187.464;180.396;182.62;174.914;172.858;164.782;156.794;155.936;155.772;147.388;136.708;136.324
;16.04.2021;135.364;136.314;136.328;138.74;138.508;138.784;134.964;152.03;166.77;166.884;170.516;178.642;175.624;176.822;168.754;165.84;158.84;149.284;151.976;152.428;152.998;146.412;137.296;137.02
;17.04.2021;137.136;135.65;134.35;132.956;130.138;129.774;126.628;137.144;143.472;150.504;154.39;147.118;144.794;148.852;147.45;141.88;137.76;131.44;126.76;128.646;130.312;130.46;129.402;134.094
;18.04.2021;129.476;133.236;131.678;127.766;128.654;127.486;124.592;123.906;127.43;132.044;127.968;127.684;129.022;128.134;128.902;127.232;123.318;125.998;126.474;128.12;130.654;127.94;130.324;130.588
;19.04.2021;131.464;131.276;125.498;128.606;131.33;128.32;126.12;145.298;160.76;174.252;176.094;176.472;173.862;170.358;168.316;163.488;161.952;158.174;151.116;146.99;144.942;138.652;124.252;124.564
;20.04.2021;131.504;129.386;128.078;130.234;126.044;125.73;123.954;145.854;158.682;171.54;174.404;168.32;169.786;171.88;164.056;162.474;164.756;153.83;152.104;151.818;154.742;141.454;127.368;128.946
;21.04.2021;129.354;131.158;131.546;130.836;130.756;130.964;129.284;145.766;164.02;172.566;182.736;182.498;177.968;177.13;167.208;169.708;166.836;159.902;152.152;151.154;147.682;135.022;125.46;124.932
;22.04.2021;124.122;126.508;125.85;126.734;127.768;126.864;125.08;144.326;165.29;172.216;174.662;178.386;176.836;172.98;167.072;168.324;164.014;158.16;155.86;148.918;149.058;141.084;133.496;133.296
;23.04.2021;132.938;134.828;134.574;134.914;137.124;132.728;130.98;156.02;175.286;179.172;182.646;188.632;180.212;178.868;178.43;180.628;172.996;161.706;159.558;158.414;159.91;149.198;139.1;138.784
;24.04.2021;139.342;139.826;139.554;140.212;139.72;136.188;136.322;145.502;151.686;151.698;152.816;149.99;148.378;150.832;150.382;143.52;139.888;137.74;131.146;131.424;134.004;136.886;137.278;138.832
;25.04.2021;137.33;136.394;139.89;137.248;137.83;135.172;134.922;133.452;134.466;136.032;135.78;134.33;134.828;133.48;132.748;134.092;130.302;132.326;130.684;132.268;131.938;135.316;138.268;136.65
;26.04.2021;136.6;137.62;138.872;139.396;138.44;137.556;135.782;159.358;175.03;182.462;190.164;196.244;187.712;190.592;186.422;179.36;170.072;162.198;161.268;158.686;158.332;149.482;138.29;138.086
;27.04.2021;138.4;138.012;140.422;141.352;140.538;136.07;134.846;155.436;169.724;185.968;202.428;204.382;197.042;199.734;192.154;179.838;172.348;163.59;159.234;158.316;158.106;150.584;140.334;138.948
;28.04.2021;140.53;141.224;141.452;142.922;141.494;139.022;140.03;158.334;171.196;182.052;188.586;190.384;185.466;182.004;180.124;180.146;171.206;155.984;153.614;151.648;151.086;142.874;133.944;134.452
;29.04.2021;133.87;134.618;135.038;135.63;136.77;135.266;134.404;155.584;169.902;175.86;183.07;190.834;186.68;189.626;190.932;178.658;172.952;163.482;160.784;153.514;149.052;140.034;128.348;126.724
;30.04.2021;127.522;128.584;128.688;129.432;128.122;125.784;126.524;150.96;168.688;181.038;183.978;194.366;190.61;192.706;172.208;157.154;147.434;144.076;142.806;141.592;142.144;138.526;129.892;130.934
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
B;Maximum consumption (per hour):;235.946;kWh;15.04.2021 13-14;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;98.032;kWh;30.04.2021 23-24;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.04.2021;114.392;115.828;116.2;117.042;116.948;117.534;119.002;151.88;172.898;199.216;209.2;213.228;213.972;207.664;187.478;172.524;146.056;127.75;115.524;110.262;106.452;108.15;104.78;103.762
;02.04.2021;103.244;103.456;103.904;103.288;103.072;102.518;103.174;104.656;105.33;115.21;109.6;108.89;108.678;110.618;108.844;110.52;110.884;103.286;103.71;103.036;103.452;104.06;102.86;102.622
;03.04.2021;103.002;102.456;103.578;102.854;102.246;103.104;102.432;102.592;102.438;101.54;103.54;103.642;102.14;101.274;100.738;101.516;101.592;103.86;103.99;103.484;103.324;104.508;103.284;102.89
;04.04.2021;102.524;102.634;102.99;102.186;103.63;103.6;102.706;102.674;102.974;101.254;100.598;101.206;100.174;100.466;100.894;100.746;100.71;102.446;103.102;102.396;102.74;103.254;103.368;102.132
;05.04.2021;101.934;101.258;102.206;101.61;102.378;101.786;101.094;103.28;104.54;115.01;110.114;109.472;110.4;110.37;109.05;108.772;108.628;103.64;104.574;104.298;103.928;104.2;104.05;103.026
;06.04.2021;102.628;103.326;103.71;103.73;103.094;104.25;109.46;138.504;157.086;186.454;201.056;202.426;211.822;214.154;199.456;190.988;188.6;181.698;173.224;140.018;141.066;134.948;123.676;120.416
;07.04.2021;118.328;118.532;117.582;115.346;113.878;113.814;115.102;145.954;161.86;186.154;199.292;203.676;218.958;222.904;213.108;200.948;190.126;174.986;160.892;135.634;144.91;133.15;124.132;122.894
;08.04.2021;123.154;123.042;121.686;122.834;122.538;123.3;124.806;157.604;174.002;199.988;210.762;212.732;209.216;211.722;209.11;204.904;200.024;192.288;180.912;148.318;145.534;138.012;128.424;129.172
;09.04.2021;126.472;124;124.616;123.416;123.224;122.724;125.578;155.886;173.864;207.5;219.708;226.03;226.942;221.468;216.044;204.036;190.528;171.174;163.286;139.09;138.59;132.194;117.776;114.804
;10.04.2021;115.594;115.116;115.338;114.928;115.67;114.776;115.968;115.048;115.648;115.982;116.436;118.34;120.274;120.98;118.128;119.39;122.382;122.806;119.25;118.598;116.498;116.918;116.544;116.154
;11.04.2021;116.404;116.444;116.486;116.45;115.912;116.124;115.524;116.206;115.548;113.928;113.888;113.816;114.706;113.536;113.08;112.772;112.714;115.228;114.96;114.076;115.674;114.854;115.414;114.898
;12.04.2021;113.938;113.302;115.272;114.076;114.494;114.348;119.896;157.02;175.852;208.402;222.828;220.132;223.254;229.544;222.346;205.648;194.202;185.986;171.168;145.282;151.206;139.65;125.474;120.888
;13.04.2021;120.926;120.614;121.594;120.718;118.202;117.616;121.408;154.192;175.062;213.502;226.748;226.44;229.38;230.394;222.1;214.366;197.336;188.378;182.51;147.16;149.532;136.258;123.078;122.468
;14.04.2021;122.31;122.848;121.404;121.814;121.412;122.648;127.548;156.104;172.406;194.282;199.66;201.082;198.768;197.614;195.662;195.166;186.946;165.614;154.654;139.182;144.178;132.56;125.238;123.548
;15.04.2021;123.49;123.998;123.326;123.01;123.16;124.232;129.742;166.106;178.664;207.762;215.322;223.43;233.508;235.946;229.11;212.91;205.436;195.486;181.308;146.266;144.93;143.164;133.556;129.362
;16.04.2021;130.238;129.144;129.314;128.822;128.128;128.62;133.348;172.35;184.182;207.184;217.65;213.126;219.196;212.45;201.634;187.86;188.8;170.958;162.562;136.44;134.778;119.772;112.288;109.43
;17.04.2021;109.038;109.192;109.008;109.19;108.586;109.612;108.564;108.594;109.476;109.55;109.56;109.734;112.098;111.272;109.048;109.994;110.698;111.386;111.16;110.534;107.568;109.792;108.402;107.708
;18.04.2021;107.614;107.592;108.252;108.102;107.866;108.282;107.84;106.954;107.708;106.41;104.938;105.406;105.322;105.262;104.522;103.654;104.332;105.86;105.924;104.846;107.442;108.534;106.874;106.364
;19.04.2021;106.026;106.558;106.57;106.28;106.8;106.54;111.514;144.294;164.154;196.688;207.78;218.03;221.504;221.682;211.424;203.752;184.16;155.454;151.28;128.626;135.362;122.734;116.136;115.396
;20.04.2021;115.306;114.334;116.108;114.382;115.042;114.478;118.52;150.666;167.576;200.79;201.834;198.364;203.35;209.338;205.062;192.562;181.392;177.186;171.434;134.864;129.858;130.364;117.586;116.384
;21.04.2021;116.642;117.168;116.11;116.468;115.824;116.166;120.592;155.376;167.32;192.588;194.364;197.752;205.396;213.654;208.396;196.116;182.796;161.78;154.616;130.422;138.172;125.348;119.062;118.1
;22.04.2021;117.4;118.058;117.12;117.544;118.252;117.624;123.478;155.468;170.616;191.894;203.852;205.254;206.22;207.808;195.902;188.566;181.952;173.632;169.578;134.172;128.622;128.072;119.352;115.454
;23.04.2021;115.98;116.334;126.5;130.67;131.602;130.7;134.754;157.498;175.736;179.922;198.574;196.758;193.068;193.296;194.002;191.478;183.188;158.314;154.406;135.612;152.656;147.528;141.058;135.604
;24.04.2021;132.686;132.402;132.206;132.07;131.798;132.268;130.834;128.502;117.198;117.594;119.794;121.964;122.818;124.04;122.946;121.326;121.108;124.64;123.852;124.054;122.434;122.994;122.678;120.712
;25.04.2021;121.122;120.962;121.274;121.492;121.744;121.84;121.258;121.284;122.732;120.428;121.126;116.934;112.458;106.19;105.708;105.074;105.808;107.506;106.858;107.152;107.07;107.846;108.958;121.488
;26.04.2021;120.446;121.522;121.5;120.754;121.486;120.538;125.676;158.942;184.13;198.054;210.574;217.248;215.76;220.246;212.06;202.044;195.668;176.962;160.424;135.462;143.86;132.424;119.378;117.818
;27.04.2021;117.678;118.066;117.736;117.274;116.414;116.63;119.614;152.934;174.388;206.994;215.764;215.53;212.814;204.07;199.124;198.312;192.604;175.302;173.132;144.424;138.068;130.956;118.472;117.602
;28.04.2021;117.418;119.202;130.228;129.508;130.632;130.53;131.074;155.606;165.21;190.614;202.076;207.014;208.874;204.97;208.798;194.27;179.194;159.252;149.018;129.15;136.902;127.624;117.288;115.856
;29.04.2021;115.348;115.57;116.33;115.636;115.92;120.764;118.15;152.742;171.702;184.296;193.826;193.326;201.266;201.732;195.784;192.158;190.478;184.146;164.046;130.184;122.262;124.498;110.882;109.38
;30.04.2021;109.568;109.102;109.51;109.298;108.94;108.986;113.946;143.062;170.282;191.752;208.678;221.532;224.356;211.126;185.614;152.306;136.45;110.966;100.942;101.074;108.896;99.598;98.76;98.032
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;246.0072;kWh;13.04.2021 09-10;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;73.09;kWh;18.04.2021 15-16;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.04.2021;111.0528;110.9372;112.3916;112.7772;114.9588;116.242;123.2212;134.8396;166.7664;201.1788;202.7688;201.8468;183.9788;174.8344;157.264;147.2572;129.4152;132.3812;144.4036;131.29;127.8008;122.928;117.1752;116.8016
;02.04.2021;117.4356;118.3304;123.0536;124.6512;125.0032;126.0616;131.0208;136.056;144.5068;157.0448;155.9684;156.4244;135.858;130.6716;125.1576;128.5016;126.184;125.6048;115.3272;115.42;118.8744;115.5784;113.1716;112.2276
;03.04.2021;112.6724;114.0876;114.6544;114.6396;114.336;115.9508;115.596;118.0844;120.3256;125.4656;124.43;121.8224;121.7788;119.3856;118.226;116.4408;113.9068;110.1604;118.3112;118.1632;110.79;112.7376;114.3036;114.3148
;04.04.2021;118.244;119.8872;124.38;125.212;126.1832;126.9988;127.5436;124.8892;124.6576;119.438;112.2844;109.7712;107.0448;105.5532;103.3992;99.606;104.7108;96.8588;116.9388;111.748;109.5528;112.6236;113.6256;115.416
;05.04.2021;116.5276;116.8076;116.5684;116.6824;115.5736;115.704;118.2824;123.1068;125.8248;132.4124;138.6064;138.6564;123.3048;120.2524;116.9932;116.6828;115.8072;116.4972;118.5632;119.7164;121.5368;121.8016;118.3248;116.4348
;06.04.2021;117.5136;118.24;118.9464;119.1204;119.5476;120.7284;125.9052;160.0572;200.9904;239.2488;234.2436;218.0476;205.1172;180.378;179.5136;173.7456;165.9856;153.9784;157.1724;135.3072;127.7016;119.4736;109.8076;110.348
;07.04.2021;114.8332;114.8216;119.5532;120.462;120.7752;122.5316;127.0236;156.6384;181.1196;215.9544;207.1452;218.504;197.202;183.21;176.832;175.8892;160.3304;146.0976;131.9992;127.4816;126.9076;117.1024;107.8104;110.2608
;08.04.2021;111.7864;110.516;111.5464;110.9288;111.098;111.4528;115.632;147.8388;181.5868;219.9596;225.5432;227.6996;206.7972;193.518;181.808;175.188;161.0348;148.9048;143.5448;129.2172;133.938;126.1024;115.498;113.9764
;09.04.2021;114.2604;115.6396;120.068;122.8156;123.3512;124.2324;144.7628;153.0964;176.2844;218.3604;220.962;218.7828;192.7;181.53;174.7884;175.576;171.91;158.6536;138.0524;133.9316;126.3884;114.22;106.2308;103.9868
;10.04.2021;104.7284;104.9804;105.4432;105.9436;104.1444;105.0744;104.3908;110.3348;112.3956;123.1472;116.2296;112.3716;116.8592;112.3372;111.3072;110.8752;109.0148;108.9868;124.2432;114.3612;97.5088;100.1784;102.5392;102.5536
;11.04.2021;103.5688;104.8972;112.3196;117.7648;117.6924;119.0744;118.0968;117.2964;112.4284;101.786;98.516;89.1612;102.9404;98.0888;101.748;104.1504;96.336;92.5524;92.286;92.8944;95.0728;98.462;98.006;100.8904
;12.04.2021;109.836;111.7312;97.2808;96.568;97.1708;96.9916;119.5904;137.0624;166.1912;207.3944;203.226;201.2424;176.0452;161.8876;158.72;156.6236;149.7952;135.6116;110.8524;110.2856;117.1488;103.9836;92.2604;84.4776
;13.04.2021;84.9732;87.488;89.4204;91.2784;91.1504;92.6932;103.104;144.9992;194.2852;246.0072;244.2888;235.5808;210.7132;201.88;191.8324;190.0936;177.0324;161.2096;134.7076;134.7816;124.468;112.2256;101.156;102.5364
;14.04.2021;102.5384;102.8544;103.9288;102.564;101.6936;103.3312;115.7916;136.9772;167.508;202.29;203.6756;191.8032;171.642;166.3388;175.074;173.3156;163.254;147.0272;125.8628;126.0384;125.0616;112.262;104.7364;102.8272
;15.04.2021;102.7124;101.0384;101.8928;101.3412;102.3616;102.1924;120.8024;143.446;186.2528;221.4384;220.156;208.1832;179.2576;205.7172;184.002;179.6524;174.798;159.762;139.0304;132.7572;111.7384;103.2288;98.9484;95.348
;16.04.2021;92.6012;92.8492;92.0936;92.7256;93.2712;93.6264;103.1688;139.5084;173.3776;200.9424;213.0436;213.7384;182.4424;193.2596;172.0764;163.1808;137.9196;127.4716;108.724;104.0064;106.3088;95.57;88.5708;87.4144
;17.04.2021;87.9572;88.8088;83.4568;82.3364;83.4928;83.5204;82.1636;88.1176;92.8684;102.7456;102.886;98.86;92.7892;95.4512;94.5964;92.07;90.6872;85.4684;82.0284;75.2496;76.5576;79.566;77.988;81.4284
;18.04.2021;82.8888;85.2704;80.0092;79.4792;79.034;80.1264;77.8868;78.8512;77.9208;89.6252;82.4548;79.7168;76.5228;77.4952;74.602;73.09;74.7828;76.6228;79.7452;76.296;79.8652;81.362;82.8432;84.4716
;19.04.2021;83.7;77.5108;79.0884;79.3512;81.3404;82.5116;90.0716;131.8164;156.3616;194.6512;195.1776;178.3624;161.4668;156.0376;151.2824;144.5688;131.7596;123.9268;98.0096;94.7216;95.316;86.7576;76.7456;77.6808
;20.04.2021;76.9864;76.848;74.8296;75.3484;75.5324;77.3976;88.5164;123.8588;155.4264;189.2664;210.3188;196.6772;165.4472;156.6572;152.8964;153.9872;139.8032;126.1564;106.4956;105.5256;99.7776;83.4084;74.338;73.9428
;21.04.2021;73.5088;74.0608;74.0972;74.5484;75.8876;75.4924;84.0272;118.6508;147.0544;175.0884;195.8444;186.8388;179.8332;161.1136;148.574;143.8544;135.2688;124.8272;107.2512;101.3332;94.1364;87.5848;78.2964;78.3
;22.04.2021;80.3524;81.2116;83.2024;85.418;86.7548;87.3208;105.554;128.3444;160.09;195.5192;190.3992;194.2928;195.6532;177.1692;179.8132;163.126;165.0076;141.9784;120.1228;109.9972;101.926;97.3284;88.428;91.452
;23.04.2021;89.4364;88.3596;89.466;89.848;90.2784;91.1104;98.5908;146.1936;173.9472;205.4488;214.1872;210.746;193.5296;184.0204;174.5272;168.4716;157.1884;143.9532;126.3184;121.9628;120.8656;111.314;103.1564;100.5904
;24.04.2021;100.7736;101.018;102.0608;101.6456;101.65;101.7668;101.7044;105.7148;110.1104;123.098;119.7216;112.04;114.8892;116.9076;114.8772;110.1108;108.4848;101.1128;95.596;93.8964;94.9288;99.216;99.986;99.068
;25.04.2021;100.2632;99.4408;101.2824;99.492;102.6236;106.6036;102.898;102.524;97.9472;98.156;96.8264;94.0532;93.3316;94.7508;90.6408;88.4536;86.1072;87.9144;91.6788;93.9484;94.3764;96.3492;95.7308;97.8656
;26.04.2021;98.1572;98.054;100.4156;101.0884;97.5892;97.9024;104.6524;147.4972;182.084;232.642;227.3;228.4168;211.2452;185.1184;179.9092;171.9872;163.1;156.0816;133.5516;126.3532;116.8168;110.39;102.7808;102.498
;27.04.2021;100.4212;100.078;100.05;101.0704;101.9232;101.1692;103.7988;150.9856;172.5832;219.0452;225.6312;227.5992;200.4968;193.3788;191.2016;183.9104;175.3792;152.3812;129.4348;121.0276;116.2988;111.9572;103.9268;100.97
;28.04.2021;100.6004;100.4304;101.0496;105.0516;108.5164;110.498;118.6616;122.2456;147.382;167.8396;176.7452;176.2608;144.8844;138.1424;138.5304;143.3892;160.1144;133.608;112.0496;119.2576;111.3932;103.344;95.4436;96.0924
;29.04.2021;95.828;97.2;97.22;99.2684;98.65;98.408;103.3416;137.7368;144.2416;159.7932;197.0564;202.3496;165.1868;151.1876;152.8776;149.326;153.1704;125.5492;108.5876;119.0808;106.0716;99.3116;91.4296;91.6396
;30.04.2021;90.1184;90.028;88.9944;89.668;90.104;91.9388;96.0368;111.6116;141.6684;186.4784;200.6992;201.3064;179.8424;171.6464;145.3112;128.7424;126.756;119.6088;123.3076;104.0112;93.2708;92.7984;88.2624;89.1312
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;56.9;kWh;19.04.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;14.44;kWh;25.04.2021 17-18;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.04.2021;18.02;17.66;17.3;17.66;17.82;17.66;17.6;21.12;29.46;30.84;35.92;42.24;44.98;41;39.12;41.88;46.02;40.84;39.86;32.7;28.2;23.9;19.86;18.22
;02.04.2021;17.88;17.02;16.92;16.68;16.9;16.76;17.14;18.42;25.72;26.48;26.04;26.32;26.46;27.36;28.46;29.06;34.8;33.72;30.22;28.72;28.14;23.18;18.68;17.94
;03.04.2021;17.98;17.3;17.54;17.36;17.46;17.36;17.06;16.32;21.7;24.08;25.16;24.78;24.22;20.82;18.78;15.56;15.68;15.64;15.94;15.34;16.52;18.56;17.82;18.04
;04.04.2021;17.4;17.22;17.14;17.34;17.2;17.6;17.42;16.36;16.54;17.16;17.42;17.36;16.74;16.08;16.88;16.92;16.92;20.82;17.24;16.58;17.48;18.36;17.76;16.92
;05.04.2021;16.46;16.98;16.6;16.78;16.68;16.82;17.62;18.02;23.72;25.64;25.96;27.46;27.26;26.34;26.64;26.64;27.18;26.06;26.84;26.76;24.88;20.44;16.82;16.18
;06.04.2021;16.28;16.16;16.72;16.7;16.5;16.82;16.32;19.78;26.94;29.66;31.68;33.54;34.8;37.42;38.32;37.92;40.52;43.9;37.36;33.16;32.28;25.22;20.72;19.24
;07.04.2021;19.04;18.54;18.68;18.4;18.56;18.58;17.74;19.6;27.88;29.22;31.74;41.26;43.62;44.22;42.34;47.7;46.74;44.5;38.9;33.32;29;21.8;19.34;18.68
;08.04.2021;18.42;18.1;17.86;18.06;17.88;18.36;17.86;19.8;26.4;30.48;37.34;36.22;40.3;39.26;40.12;40.12;37.36;41.9;34.4;29.14;28.86;24.02;20.8;18.54
;09.04.2021;17.86;17.46;17.54;17.48;17.68;17.42;17.26;20.12;30.32;28.74;34.34;37.64;34.42;34.52;31.48;31.26;29.88;33.72;36.58;29.28;30.58;22.74;18.82;16.54
;10.04.2021;16.56;16.64;16.62;16.7;16.5;16.96;16.38;16.08;22.1;24.16;24.7;24.88;25.28;21.24;17.14;17.32;17.24;18.08;17.84;18.2;17.5;18.62;18.1;18.16
;11.04.2021;17.78;17.92;18.28;18.02;18.06;17.72;16.9;15.72;15.94;15.88;15.74;16.1;16.04;16.86;17.4;17.22;16.86;16.96;16.66;15.44;15.98;17.06;17.76;17.14
;12.04.2021;17.08;17.12;16.68;16.66;16.7;17.06;16.42;17.88;25.14;26.46;41.62;38.18;45.86;48.56;44.06;51.96;46.94;46.4;35.54;32.84;34.74;25.86;20.38;17.76
;13.04.2021;17.18;17.04;17.2;17.48;17.1;17.28;17;17.96;25.86;28.16;28.9;29.74;31.56;32.62;32.56;35.94;39.32;36;34.84;27.58;25.66;21.32;19.42;19.5
;14.04.2021;17.4;16.64;16.26;16.3;16.08;16.5;15.46;18.26;25.7;29.06;36.52;35.48;38.5;35.84;42.2;45.42;42.28;38.04;30.34;28.24;28.78;23.3;20.52;18.94
;15.04.2021;18.9;18.62;18.6;18.42;18.16;17.94;17.32;18.26;25.94;27.26;30.22;34.6;40.3;44.78;49.66;40.76;38.86;38.78;26.26;25.16;24.88;20.42;17.62;16.82
;16.04.2021;15.74;15.1;15.42;15.08;15.22;15.32;14.52;15.64;26.44;24.54;27.46;33.24;29.5;45.62;46.08;47.1;52.02;46.2;37.86;30.48;28.24;22.94;20.2;18.92
;17.04.2021;18.7;18;17.86;17.86;18.4;17.56;16.56;15.84;22.3;25.56;25.56;34.34;34.34;28.9;20.76;19.12;18.24;18.5;18.78;18.84;19.36;19.16;19.6;18.8
;18.04.2021;17.82;16.68;17.26;16.22;17.2;15.6;15.88;15.4;18.18;17.26;16.72;17.56;18.04;18.66;19.16;18.92;17.08;17.88;17.4;18.5;18.64;19.14;18.24;18.12
;19.04.2021;18.16;18.6;17.06;17.7;17.28;17.94;17.04;19.1;26.48;29.88;39.38;56.9;45.18;52;51.9;55.12;51.74;50.24;39.08;35.22;33;25.78;20.42;19.6
