Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;214.124;kWh;31.08.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;120.182;kWh;22.08.2021 06-07;;;;;;;;;;;;;;;;;;;;;
;20.08.2021;133.17;131.946;128.506;129.008;132.866;131.696;147.162;156.19;180.306;181.932;193.596;184.102;178.114;179.204;182.292;180.8;179.318;166.606;162.46;154.04;148.582;148.154;141.25;133.442
;21.08.2021;134.888;136.458;135.466;134.196;130.858;138.618;139.374;142.216;144.462;145.76;147.782;150.58;150.204;148.896;148.858;142.816;143.026;145.592;140.492;143.11;131.632;128.748;129.25;129.46
;22.08.2021;130.654;124.642;124.684;126.412;125.38;120.998;120.182;121.738;128.956;130.642;128.038;134.348;135.462;136.506;135.822;136.114;142.702;139.35;136.914;136.514;133.718;132.678;135.254;130.728
;23.08.2021;130.302;129.764;126.74;141.014;141.108;141.994;139.662;147.074;170.586;185.006;181.802;187.406;183.556;183.434;183.878;178.782;171.148;167.89;161.648;153.41;152.776;149.624;134.83;129.384
;24.08.2021;130.978;134.552;131.724;130.786;131.312;133.186;145.662;150.832;169.262;185.994;189.71;186.244;185.374;186.972;183.696;182.3;179.026;167.54;159.718;157.018;153.274;151.328;135.934;132.962
;25.08.2021;132.14;134.126;132.156;130.95;122.314;121.356;131.792;144.646;168.954;173.052;186.836;186.862;190.358;194.11;192.076;185.086;181.916;177.576;166.352;159.688;158.102;154.566;140.934;136.14
;26.08.2021;139.97;135.158;136.606;136.446;137.872;139.066;152.982;165.726;178.496;199.546;202.766;211.902;200.06;200.472;193.742;193.99;183.718;175.474;169.398;161.028;160.142;158.552;143.466;143.51
;27.08.2021;140.968;143.04;144.902;143.304;137.942;139.028;150.142;160.81;175.816;184.708;196.816;196.638;192.744;198.138;182.812;183.444;178.056;168.866;163.458;157.822;155.556;156.602;144.794;140.07
;28.08.2021;139.434;141.158;141.826;139.428;146.206;152.282;155.334;155.502;155.748;158.314;159.048;164.018;158.608;158.166;159.362;159.688;155.686;159.204;157.826;156.076;142.466;139.392;139.438;138.208
;29.08.2021;141.752;142.504;141.708;141.904;135.844;135.944;133.194;131.916;132.182;140.968;131.642;136.834;133.99;135.69;132.852;132.482;134.982;134.652;132.444;137.816;132.716;134.218;139.318;137.724
;30.08.2021;140.472;140.08;138.718;150.894;156.126;158.936;156.654;167.746;180.964;187.88;206.144;200.826;200.682;199.686;195.29;181.182;180.444;172.712;167.388;162.284;155.624;154.27;140.15;140.226
;31.08.2021;138.722;134.524;136.142;136.074;134.444;135.408;142.686;153.858;167.276;201.474;198.436;214.124;205.036;209.8;203.106;192.582;188.048;180.752;181.584;175.162;174.566;171.15;141.476;136.408
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
B;Maximum consumption (per hour):;208.342;kWh;31.08.2021 12-13;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;94.21;kWh;08.08.2021 06-07;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.08.2021;105.802;106.396;104.82;105.306;105;103.922;104.182;104.974;106.556;107.296;108.176;109.158;109.056;110.082;109.95;109.918;110.684;111.046;110.138;108.652;107.004;105.998;107.466;105.492
;02.08.2021;130.206;132.196;131.82;131.604;131.4;129.604;129.704;133.808;144.348;155.29;156.092;175.316;181.014;180.116;183.596;168.63;156.952;148.7;141.422;138.194;136.596;134.55;129.75;122.632
;03.08.2021;106.134;104.996;104.61;121.094;121.43;119.912;119.724;123.896;138.146;158.978;163.346;181.242;177.97;175.512;176.634;163.874;155.302;146.888;140.682;140.024;136.092;134.15;131.796;107.79
;04.08.2021;107.008;106.574;106.558;123.32;123.52;122.3;122.18;126.702;135.776;146.792;152.552;169.264;174.676;172.2;170.062;160.22;152.964;147.508;141.48;140.826;136.072;132.504;132.512;105.86
;05.08.2021;105.002;108.098;109.112;128.02;127.518;125.722;125.622;129.122;143.378;161.01;169.17;179.508;184.322;184.336;184.92;165.128;161.856;153.434;147.73;147.246;143.154;138.536;136.35;109.996
;06.08.2021;110.014;109.164;108.362;125.552;126.126;124.712;123.72;128.626;139.886;148.556;152.9;166.83;174.402;178.442;176.098;158.696;152.51;145.99;139.326;138.546;136.304;134.92;130.06;109.064
;07.08.2021;108.84;107.792;107.784;106.428;106.866;107.242;106.038;106.572;107.31;102.152;96.84;98.386;101.216;99.252;100.08;98.034;98.422;99.062;96.91;96.702;96.466;96.652;96.944;96.68
;08.08.2021;96.26;95.966;95.29;95.112;95.16;94.934;94.21;94.784;96.508;97.67;98.314;98.054;100.066;101.306;101.684;99.39;98.2;97.102;97.212;96.732;96.53;96.654;96.78;95.46
;09.08.2021;120.074;123.068;121.604;121.5;117.824;120.194;120.772;125.816;136.396;146.604;153.884;169.212;168.916;173.094;173.456;155.644;156.014;158.202;150.99;154.216;143.674;137.1;139.418;133.694
;10.08.2021;109.084;108.43;109.004;123.92;124.924;123.68;124.204;129.27;139.944;155.332;155.042;163.122;169.432;172.208;176.768;155.97;153.164;151.668;146.498;142.166;138.85;138.918;137.148;110.314
;11.08.2021;109.716;108.86;103.118;121.54;122.716;120.69;122.474;126.486;144.042;153.86;156.416;169.374;171.66;173.2;175.602;159.784;153.142;145.28;139.466;134.72;131.496;130.076;129;99.774
;12.08.2021;99.942;99.98;100.274;117.258;118.692;122.198;120.792;126;139.968;150.238;155.122;157.922;156.81;157.572;160.804;142.528;148.19;145.056;139.65;134.028;127.96;124.808;121.946;111.774
;13.08.2021;110.752;111.558;110.952;119.798;120.068;119.622;119.456;123.126;130.528;137.046;142.074;146.712;147.536;149.356;144.968;143.074;137.02;134.55;130.786;127.996;123.244;118.112;116.798;105.156
;14.08.2021;105.09;105.382;104.89;105.084;105.072;105.344;103.538;104.462;102.54;101.786;103.076;102.266;102.812;104.02;105.704;106.406;105.966;104.792;104.186;103.006;100.788;101.292;102.012;100.834
;15.08.2021;100.582;100.588;100.368;100.86;100.212;100.612;99.334;100.172;101.622;101.232;103.062;102.122;100.426;100.958;103.438;102.626;102.992;102.676;102.752;102.612;100.986;101.648;100.704;99.656
;16.08.2021;109.198;109.388;108.97;109.126;109.144;108.906;109.74;113.466;124.428;134.496;142.222;152.428;156.908;162.276;164.688;147.4;145.076;137.968;126.092;120.816;119.5;115.626;113.756;111.148
;17.08.2021;102.026;102.64;101.484;110.214;110.236;109.826;109.796;113.562;125.694;137.614;136.268;159.708;166.482;172.212;178.526;152.284;145.524;136.348;129.54;124.552;120.946;117.08;115.694;107.684
;18.08.2021;106.512;107.086;105.934;114.238;113.7;114.414;114.996;118.974;128.784;135.822;145.87;161.312;167.45;166.186;163.834;150.474;148.136;138.988;121.676;119.56;115.476;115.438;115.446;104.308
;19.08.2021;103.778;103.502;103.236;112.55;112.076;112.934;112.72;116.624;126.186;139.222;152.018;174.57;170.332;166.82;163.638;147.516;146.714;135.29;129.108;124.588;118.854;117.204;113.19;103.586
;20.08.2021;102.982;103.04;104.356;112.444;112.176;112.772;112.004;115.7;121.274;130.432;138.51;155.558;161.026;158.38;157.438;146.26;137.534;130.834;123.668;119.472;115.75;116.002;114;104.33
;21.08.2021;103.356;103.72;104.578;104.008;102.99;102.42;101.56;101.93;104.21;104.626;104.488;106.898;107.816;106.296;106.556;105.708;105.618;104.988;104.59;105.132;104.162;104.876;105.516;103.688
;22.08.2021;103.936;103.916;103.48;103.144;102.642;102.722;101.498;101.604;103.41;103.384;103.722;104.914;105.504;104.398;104.686;105.732;105.906;105.886;105.176;103.692;103.862;105.624;103.902;103.274
;23.08.2021;112.288;111.23;111.784;112.166;111.646;111.006;111.372;114.38;125.398;142.178;156.642;178.01;174.482;167.014;164.336;153.268;140.828;130.934;127.036;125.058;122.706;119.322;117.252;115.688
;24.08.2021;107.112;106.02;105.156;112.372;111.386;112.176;111.058;114.096;123.736;147.388;153.472;168.426;175.026;177.95;173.744;156.304;144.93;138.674;136.936;134.544;130.312;130.172;123.804;112.772
;25.08.2021;111.382;110.394;106.36;115.026;114.898;116.136;114.616;117.458;124.874;144.114;150.924;174.23;184.634;193.756;190.86;171.81;159.6;143.9;142.262;144.936;138.196;134.904;130.402;118.51
;26.08.2021;118.282;117.336;116.478;123.63;119.668;120.902;120.51;122.728;137.738;160.656;176.382;195.488;205.256;200.88;196.104;189.296;173.256;148.3;141.618;133.06;122.668;122.988;119.492;109.636
;27.08.2021;109.394;109.778;111.51;119.738;119.384;119.806;119.276;118.912;129.386;150.628;155.462;168.916;179.764;170.54;168.316;152.2;146.944;142.218;131.156;129.914;123.112;116.834;109.678;98.87
;28.08.2021;98.388;98.346;98.17;97.464;97.76;98.224;97.386;97.1;98.422;98.438;99.176;97.966;98.858;98.59;98.496;97.948;99.284;99.136;100.75;102.902;104.5;106.898;105.2;104.432
;29.08.2021;99.058;96.642;95.814;97.574;97.034;96.888;96.148;96.66;97.528;96.996;97.104;97.316;101.412;101.252;100.924;101.082;103.872;105.13;99.444;99.548;99.748;102.684;99.24;96.508
;30.08.2021;106.078;106.82;105.446;105.55;104.634;106.604;106.416;109.696;126.932;152.708;168.168;181.546;185.4;198.632;187.144;183.282;161.844;142.306;127.184;120.318;121.936;122.602;116.118;113.086
;31.08.2021;105.042;103.6;102.484;111.54;111.802;112.408;111.61;118.02;136.034;158.18;174.86;202.404;208.342;199.674;190.806;173.89;165.108;156.352;139.71;130.87;120.72;119.124;119.166;105.356
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;375.0508;kWh;10.08.2021 12-13;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;93.6764;kWh;12.08.2021 01-02;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.08.2021;111.1556;113.96;114.5016;114.6984;112.1956;112.306;127.0516;128.6068;134.1208;137.0488;137.354;138.456;137.6324;137.1148;138.2756;140.3356;138.2644;138.0392;114.854;113.9892;111.1936;110.9544;115.872;114.434
;02.08.2021;110.8388;112.6352;113.9604;112.8088;110.4424;113.8664;152.7848;221.0816;288.6228;319.1284;322.5444;323.116;325.8592;327.4312;329.7784;320.0024;307.9876;295.8448;188.1328;178.8976;176.1088;168.256;138.0752;127.7064
;03.08.2021;127.8272;128.1672;128.8728;126.6064;125.2084;125.2376;149.4672;209.9632;242.2116;315.6476;326.1132;333.0912;327.9852;312.3988;291.2596;243.388;282.4036;261.702;164.2404;150.4288;148.1784;140.7588;122.766;116.8172
;04.08.2021;117.1436;116.4168;114.75;118.1944;114.8808;122.2216;140.6968;199.7968;248.7036;284.99;307.6292;299.4296;295.3204;292.7364;284.7772;281.4736;272.6516;253.446;174.6188;165.906;163.608;152.9308;127.9824;126.3644
;05.08.2021;125.0948;120.9824;124.6552;123.4824;126.146;119.838;160.0424;210.3216;244.6848;281.884;301.7696;311.818;306.972;297.3352;298.6496;244.4304;226.2436;214.0668;169.0316;164.224;156.7348;153.4504;127.0768;118.6136
;06.08.2021;120.3464;119.6496;118.564;116.4012;118.8696;119.4388;145.966;197.4116;212.794;224.8892;229.2216;231.87;234.1404;277.5532;257.4056;255.316;242.5352;231.9384;156.7516;149.0872;145.9656;141.9224;124.7224;121.4244
;07.08.2021;121.1532;120.9688;121.2916;120.0872;122.8836;121.99;119.3504;127.8236;126.8944;153.4744;160.5988;158.4472;173.5528;177.6308;179.9028;177.356;179.6256;130.8356;120.7912;118.16;118.6524;118.702;124.572;122.374
;08.08.2021;119.0096;121.5752;119.2112;118.6708;119.4752;119.3448;120.3008;118.7608;116.104;117.426;119.1304;119.6984;114.84;119.006;121.7916;124.256;121.254;121.5288;116.7344;116.304;116.2876;123.0212;121.258;119.314
;09.08.2021;117.4188;118.9184;120.124;121.288;118.3636;118.2952;148.884;204.1652;242.3212;299.9716;309.7864;309.3404;319.0624;332.8216;318.7356;280.2432;280.0556;288.5512;195.4688;180.7052;176.032;165.8804;131.1872;121.3364
;10.08.2021;119.5332;122.8928;117.5764;121.0644;121.5988;119.658;156.2292;225.054;257.294;297.814;329.0396;360.8584;375.0508;354.3944;345.8336;345.496;300.6896;266.4364;174.9068;164.7528;159.6176;147.1688;111.5248;110.5896
;11.08.2021;103.4368;105.436;105.8732;107.8052;104.842;106.8428;161.2356;219.9844;264.9776;277.1652;274.2876;276.2536;279.9576;289.4752;307.5484;314.8172;295.6984;274.9024;158.1704;149.2408;144.7228;128.6536;100.9224;95.9568
;12.08.2021;97.6696;93.6764;96.7692;95.35;93.7844;95.6728;146.1468;200.5132;240.1776;277.5248;287.3996;293.9964;295.4228;290.3912;281.2876;283.456;278.914;276.9592;170.97;153.4544;143.6308;134.778;111.4068;103.4096
;13.08.2021;107.7252;107.3168;106.9232;106.2188;104.0252;100.4964;142.6584;202.3108;238.3544;273.3552;300.0976;340.7532;334.4616;329.832;331.526;324.8152;308.2744;278.3696;182.3548;168.552;170.6936;164.3048;118.128;112.6388
;14.08.2021;109.648;109.446;111.5668;111.1548;111.03;110.9016;116.9332;123.4408;122.0312;147.816;151.2228;151.162;151.5296;167.632;177.9528;183.5516;181.4516;135.4352;117.418;112.1604;111.2608;113.098;114.2928;112.8076
;15.08.2021;112.6752;111.4964;111.8052;110.9256;112.8252;109.6864;114.5672;113.7028;114.6372;113.25;115.9608;117.5736;112.9884;113.8632;112.8388;117.8408;117.828;117.3016;106.7796;110.4576;111.416;111.8776;112.15;110.2752
;16.08.2021;112.3312;111.3292;111.0536;112.0596;111.0612;113.6836;167.718;217.76;247.8792;291.0732;312.1284;326.6456;340.7644;353.3544;347.6824;342.3336;329.288;319.8084;188.8208;172.5776;164.6068;157.5704;121.044;113.0892
;17.08.2021;114.6164;114.35;112.4228;115.6756;117.2408;120.9904;158.5232;224.7692;265.5524;304.5908;315.4512;332.1384;329.7448;314.278;314.968;307.2576;277.0432;258.6124;161.706;151.8348;147.6316;142.4976;120.5836;114.698
;18.08.2021;111.728;113.01;113.6384;114.4844;112.1564;113.7712;159.3976;220.962;233.3644;260.7248;265.5428;268.082;281.9716;272.5684;272.0908;258.9468;248.136;245.16;167.2468;159.9588;160.0056;156.74;130.7956;123.92
;19.08.2021;123.1312;122.4508;123.9128;122.7124;126.858;124.43;173.4396;229.3756;251.032;279.5468;294.3812;292.8592;296.9116;288.8412;284.4656;276.7464;272.652;265.5668;169.1128;156.978;161.0412;158.6132;129.5556;125.458
;20.08.2021;125.724;123.2376;123.9804;128.3436;128.4568;131.6164;169.8424;229.8964;247.5628;282.5728;309.9828;314.9952;319.3668;296.566;311.0272;307.1592;289.7556;278.4548;160.6056;149.0028;148.2192;139.4876;125.5512;124.3284
;21.08.2021;120.214;121.274;125.1432;121.4576;122.702;126.48;126.3404;131.1884;128.2632;157.0848;158.0536;156.3824;159.1476;153.614;149.3744;151.3864;147.0712;132.9332;121.2544;117.3808;119.5936;121.438;123.2044;121.6956
;22.08.2021;120.3792;122.2136;120.864;121.4172;119.8224;117.1672;116.3536;117.706;127.6408;121.124;118.5192;122.1472;117.5144;118.9056;127.1788;119.6812;127.4136;123.418;116.6812;120.4548;116.0456;119.8444;122.2484;121.1004
;23.08.2021;119.7256;123.236;120.5756;122.9024;123.1352;128.5656;199.9572;240.956;268.0456;301.1308;311.1528;302.212;304.686;296.7544;287.9376;267.168;261.6832;247.3536;159.836;152.4344;156.4144;145.5336;125.1232;125.1788
;24.08.2021;119.1952;119.0804;120.6968;124.5108;122.7904;128.6616;203.1796;244.6824;260.5168;275.8592;290.4824;300.0916;293.5196;292.644;280.5512;263.876;253.3212;243.4548;159.7176;155.6936;156.2352;147.0544;128.8708;123.5136
;25.08.2021;121.2376;120.348;122.014;124.4596;120.1528;115.4204;172.4056;249.0956;274.3712;274.6732;290.1764;291.3956;294.734;301.6216;288.8632;279.2684;274.1068;258.5992;176.6144;174.7604;168.3052;159.5056;129.3344;127.3928
;26.08.2021;121.8656;122.5272;121.6592;121.542;126.6532;124.4632;195.7448;267.4032;280.1204;296.5428;313.2004;310.686;307.108;313.1472;297.0564;285.1968;273.1516;266.154;179.5016;171.75;169.8148;156.4168;127.944;117.1612
;27.08.2021;114.192;115.4196;116.4484;119.8948;115.44;113.9768;189.0444;258.0404;276.2616;291.6524;307.918;319.5612;315.1796;311.054;296.3524;290.8268;282.4656;266.2992;168.3204;165.0252;167.5908;156.8704;124.8872;120.6392
;28.08.2021;118.3404;119.0032;117.8692;122.414;118.568;118.1076;146.3544;152.1696;152.1468;184.2028;187.7332;184.7512;186.334;186.89;183.9904;187.6168;185.2724;156.5356;126.3752;115.8152;118.5964;123.234;114.748;119.0944
;29.08.2021;117.9928;116.5456;116.526;115.752;121.148;117.244;140.31;145.8684;146.2136;140.7296;143.6608;143.7968;141.9732;146.4428;152.9468;148.6268;143.0944;144.2608;116.758;116.8884;117.4208;119.3788;122.2556;120.0792
;30.08.2021;116.318;117.8556;119.846;117.022;115.0592;126.9992;198.5228;248.2548;268.6868;290.3596;292.3872;314.0308;316.694;316.2148;319.18;318.1328;298.0976;287.7644;185.4264;177.0312;164.688;155.1388;132.0656;123.0512
;31.08.2021;122.462;124.3844;125.1248;126.7132;122.092;129.6308;196.48;255.5656;266.7668;287.9424;289.8528;306.9884;300.2884;288.85;286.748;281.9676;280.1196;259.6344;176.6164;171.9044;171.6244;156.7396;135.9188;127.1936
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;92.08;kWh;16.08.2021 16-17;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;13.34;kWh;31.08.2021 06-07;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.08.2021;16.86;16.54;16.2;15.92;16.64;16.32;15.46;15.8;16.18;17.72;17.52;17.94;19.36;19.7;20.86;19.58;17.72;16.22;16.38;16.28;16.26;16.44;16.74;16.7
;02.08.2021;16.74;16.38;16.3;16.12;17.06;15.78;16.04;23.24;67.32;59.46;68.4;65.9;68.46;65.9;67.3;65.6;80.92;85.18;54.88;48.18;45.62;26.36;17.42;16.36
;03.08.2021;16.54;16.26;15.88;15.82;16;16.06;15.3;21.32;51.1;51.18;58.7;55.84;60.12;60.06;64.64;62.12;71.32;71.84;53.44;47.36;42.42;25.62;16.66;16.32
;04.08.2021;16.82;16.16;15.96;15.9;15.94;16.6;16.36;21.18;53.6;50.78;59.34;63.82;72.36;74.8;78.16;80.46;78.68;74.4;57.7;53.94;51.48;29.68;19.04;18.64
;05.08.2021;17.64;16.76;16.7;17.16;17.26;16.62;16;21.72;57.16;51.32;61.38;65.6;75.52;85.08;82.48;74.02;78.9;84.96;57.58;54.46;51.22;32.5;22.68;18.26
;06.08.2021;17.54;17.48;17.74;17.26;17.94;16.6;16.6;25.88;44.46;62;52.54;61.74;61.66;71.78;76.04;78.98;79.8;76.54;52.06;50.92;47.24;27.2;18.7;17.86
;07.08.2021;16.24;15.68;15.78;15.9;16.34;15.94;15.22;15.6;47.96;47.46;54.28;51;67.56;40.52;19.26;15.92;15.46;15.46;15.36;15.4;15.6;15.56;16.8;16.02
;08.08.2021;15.04;15.18;15.54;15.46;15.08;14.76;14.22;15.12;15.98;16.6;17.24;17.68;19.16;17.72;16.78;16.54;15.62;15.86;16;17.46;17;16.7;16.36;16.68
;09.08.2021;15.46;15.9;15.6;16.28;15.92;15.68;14.82;21.52;58.34;50.16;56.9;54.28;58.38;74.64;75.58;54.6;65.04;67.9;57.72;52.62;49.88;32.52;18.98;16.96
;10.08.2021;16.76;16.44;16.76;15.96;16.14;16.14;15.88;22.36;54.12;50.66;58.66;70.24;78.12;83.46;85.56;84.88;75.28;55.88;50.44;47.96;47.32;27.58;18.3;17.76
;11.08.2021;16.94;16.8;16.96;17.46;16.66;16.36;16.08;22.24;57.26;50.74;59.1;60.7;59.82;64.46;63.98;65.62;63.72;62.36;53.24;47.98;45.7;28.84;19.34;19.38
;12.08.2021;17.86;16.52;16.14;16.08;16.54;16.58;15.62;21.58;55.82;52.46;59.64;56.7;60.16;56.4;58.8;60.52;75.14;78.04;57.32;56.04;55.34;31.06;19.42;18.48
;13.08.2021;18.26;16.82;16.96;17.34;17.18;17.2;15.8;22.44;55.7;50.68;62.98;74.86;79.02;81.66;84.24;91.46;89.12;84.5;60.98;53.18;49.64;29.06;18.48;16.96
;14.08.2021;17.1;17.18;16.54;16.62;16.58;17.14;16.54;16.16;50.78;48.04;53.3;49.16;48.02;36.2;16.98;16.78;17.18;16.24;16.38;15.78;16.68;17.24;17.7;17.02
;15.08.2021;16.7;16.6;16.1;16.36;16.58;16.78;15.68;16;17.48;17.44;17.72;16.4;15.74;15.88;16.34;16.36;16.22;15.86;16;15.74;15.78;16.74;16.5;16.78
;16.08.2021;16.46;16.38;16.06;16.02;16.38;16.64;15.56;21.5;44.44;59.48;60.24;61.02;78.9;89.12;91.72;89.88;92.08;88.2;65.62;55.96;52.28;29.76;18.5;17.68
;17.08.2021;17.6;17.86;16.76;16.52;16.44;17.2;16.42;22.3;58.66;50.9;59.14;56.1;62.7;55.34;60.1;61.56;60.4;56.44;47.3;43.84;42.76;25.34;17.12;17.4
