Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;215.9467;kWh;27.05.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;109.702;kWh;16.05.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;15.05.2021;124.828;124.918;123.086;123.24;120.438;113.244;113.966;123.1;132.456;136.262;137.106;140.996;141.174;137.652;137.462;141.09;131.382;128.258;117.336;119.974;121.844;119.542;115.524;118.516
;16.05.2021;113.694;111.474;112.244;111.052;112.822;109.702;113.892;116.972;122.164;120.814;120.366;122.034;124.236;120.496;123.444;126.088;124.744;130.5;124.414;128.69;124.858;127.426;126.498;124.796
;17.05.2021;121.146;126.544;124.052;122.622;122.412;115.3;113.964;137.7384;156.176;164.702;178.9287;179.0604;179.6252;188.8763;177.8835;170.6997;167.1095;153.916;157.49;150.728;144.3519;136.4258;125.7261;122.644
;18.05.2021;121.646;122.188;124.836;122.554;120.33;116.62;119.734;138.4901;152.38;164.242;175.318;180.5928;178.2544;185.9393;184.6995;184.582;175.0729;169.706;165.3;156.404;151.8971;144.6829;134.9285;132.708
;19.05.2021;133.546;135.536;134.98;133.408;131.608;129.498;126.956;142.532;162.574;171.718;180.1337;190.9927;182.2698;189.0227;186.6999;179.1042;179.4892;178.058;164.04;156.69;162.1624;147.9321;135.6134;131.426
;20.05.2021;132.792;130.09;133.368;133.148;130.776;129.03;129.644;148.7093;163.41;181.638;188.5445;195.015;191.3811;194.3501;193.097;183.8981;176.4118;170.184;166.646;159.576;152.9439;143.3053;132.2947;130.814
;21.05.2021;128.488;130.842;132.99;130.898;127.91;124.864;123.748;147.9639;171.434;184.25;190.5684;192.1164;189.0025;190.6766;178.5934;177.2856;175.9166;163.488;167.464;164.908;155.4546;147.8508;133.9387;130.364
;22.05.2021;128.762;126.836;127.244;127.716;127.754;124.028;124.286;138.532;145.772;149.658;154.79;157.008;152.8;153.806;154.224;154.192;153.96;146.274;140.204;135.88;133.242;138.592;136.718;136.572
;23.05.2021;136.006;133.292;132.012;129.898;128.248;125.006;119.026;120.914;123.052;121.846;128.224;132.438;128.722;129.628;133.678;129.63;123.226;123.708;125.842;121.728;123.092;124.5;122.368;121.194
;24.05.2021;120.682;122.85;123.488;123.304;124.884;120.454;121.524;141.9009;161.164;186.452;195.5854;194.0781;194.7072;193.0631;186.6089;182.7638;173.1028;165.766;160.138;163.082;151.8751;140.2973;127.1627;126.472
;25.05.2021;127.356;131.636;130.03;129.088;127.756;124.26;124.488;148.9423;164.286;172.336;183.8728;192.1126;193.9655;190.1542;175.7884;170.6332;166.4255;165.286;160.592;150.302;175.0691;140.5538;131.848;132.506
;26.05.2021;130.746;129.476;133.03;132.262;131.348;130.562;129.2;150.3954;170.986;189.298;196.1145;200.4151;199.3799;200.0747;206.8148;201.4515;183.6612;178.012;181.716;175.97;168.1651;154.5419;139.5982;138.84
;27.05.2021;136.806;137.42;140.088;138.636;135.54;131.06;132.322;156.1373;174.578;193.654;207.6957;215.9467;207.4439;212.3019;207.3966;198.3567;187.2681;172.36;168.828;168.79;157.024;139.8436;134.477;131.562
;28.05.2021;130.402;129.72;126.814;126.396;125.098;121.98;122.75;140.5859;166.354;183.706;184.4714;195.2144;186.9648;183.2975;181.8643;175.5765;176.9098;165.052;158.792;154.85;154.0379;139.8775;131.4009;128.25
;29.05.2021;129.356;130.67;125.818;123.116;116.684;115.242;113.626;124.786;133.356;135.304;135.952;138.578;140.866;146.698;144.914;145.15;141.062;138.686;132.312;132.044;125.182;121.754;122.832;126.404
;30.05.2021;125.308;121.692;120.644;117.682;118.892;114.914;114.3;119.446;125.802;129.426;131.162;130.522;128.33;124.454;127.174;128.11;126.848;127.72;123.612;125.492;125.794;130.982;128.21;122.13
;31.05.2021;123.028;119.134;119.424;117.808;114.488;113.334;114.564;138.8068;164.258;182.974;194.6118;198.5124;198.6505;193.9095;208.1833;209.9933;203.8461;196.622;190.986;185.436;181.181;170.5101;138.2783;133.222
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
B;Maximum consumption (per hour):;238.194;kWh;26.05.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;94.348;kWh;05.05.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.05.2021;98.496;98.488;98.476;99.774;112.854;113.274;104.714;97.292;98.34;97.07;97.886;97.268;98.366;96.57;95.91;95.76;95.938;97.272;96.728;97.322;96.77;97.724;98.57;97.588
;02.05.2021;97.664;97.444;98.306;97.738;98.024;111.418;102.592;97.158;97.64;96.628;96.588;96.104;96.57;95.972;96.788;96.652;97.114;98.154;97.824;97.658;97.432;98.606;98.008;97.22
;03.05.2021;96.108;96.922;97.346;97.016;96.402;111.046;112.408;110.646;99.198;110.758;105.826;106.484;105.57;105.89;105.358;105.678;105.068;97.422;97.16;98.39;97.708;98.022;97.304;97.606
;04.05.2021;97.018;97.16;97.296;97.35;96.778;101.71;104.54;98.994;99.926;112.542;109.41;109.748;108.946;108.814;109.198;107.784;108.04;95.974;95.58;95.914;95.272;96.336;96.04;96.576
;05.05.2021;95.276;96.256;95.572;95.582;95.62;94.348;97.276;131.318;158.006;183.184;196.774;201.812;206.048;212.306;200.104;195.258;184.148;161.108;156.578;134.676;134.016;121.61;116.72;114.756
;06.05.2021;114.962;114.344;115.12;114.394;114.352;113.804;118.122;146.864;165.742;192.038;203.886;214.526;211.35;213.852;207.272;202.102;193.216;178.31;165.068;133.798;131.48;125.108;117.168;115.866
;07.05.2021;115.166;115.904;115.62;114.696;115.278;114.718;119.148;148.774;172.04;203.6;211.224;217.552;221.458;212.414;210.97;194.868;177.48;160.706;144.966;126.238;126.896;118.12;115.192;114.462
;08.05.2021;113.63;114.36;113.738;113.06;114.3;113.302;118.256;132.798;166.268;184.656;187.276;191.05;179.066;178.948;161.414;136.784;133.414;133.058;126.544;126.574;123.69;117.642;117.456;115.912
;09.05.2021;129.506;129.648;128.852;129.904;129.976;128.106;117.846;128.306;119.02;113.686;112.474;112.094;111.966;111.166;112.372;112.192;112.176;113.554;113.772;112.33;112.892;113.354;113.036;113.676
;10.05.2021;113.232;111.908;112.588;112.714;113.012;111.61;118.974;154.088;166.626;189.482;192.774;201.052;202.842;206.522;201.49;189.458;175.546;156.714;150.486;134.04;137.854;126.978;128.778;122.886
;11.05.2021;121.736;121.996;122.982;122.092;122.116;121.518;122.97;153.584;165.994;192.068;201.54;199.93;198.868;201.342;209.966;203.194;186.32;186.908;182.632;140.796;137.428;130.02;120.554;118.806
;12.05.2021;119.152;119.398;119.218;118.344;118.33;116.62;118.104;155.642;170.394;190.542;210.688;209.178;211.58;201.472;206.676;198.806;175.164;154.284;142.074;128.946;133.472;120.956;123.988;118.654
;13.05.2021;119.364;118.94;118.308;118.26;117.264;114.852;116.588;148.622;159.98;179.564;196.526;195.382;191.894;191.786;192.722;183.552;171.264;170.622;163.964;136.71;126.774;120.032;120.5;118.4
;14.05.2021;118.058;117.036;116.402;115.56;116.46;114.21;120.24;147.984;164.874;184.498;199.046;211.214;208.874;210.428;203.284;188.914;183.756;165.038;150.154;136.074;134.394;125.99;116.64;113.92
;15.05.2021;114.41;114.902;114.722;115.158;113.512;108.422;108.68;110.712;119.14;122.402;120.716;123.186;122.964;122.896;112.152;108.896;109.538;112.06;111.064;110.698;107.504;107.048;108.792;107.754
;16.05.2021;106.788;106.288;107.012;107.376;106.618;105.704;105.41;106.814;107.494;105.826;106.988;106.714;106.636;107.366;106.944;107.458;108.008;108.128;108.278;107.784;107.786;107.304;108.076;107.31
;17.05.2021;107.146;107.094;106.918;107.208;106.13;105.738;108.038;130.21;155.17;188.506;209.778;215.138;214.482;222.91;207.696;185.494;177.026;152.832;143.278;130.48;133.568;122.974;116.098;113.774
;18.05.2021;113.978;112.952;112.322;112.694;111.898;112.234;122.088;136.966;160.322;189.46;206.65;220.206;223.36;220.884;223.726;201.33;184.506;177.58;161.166;135.616;131.766;124.938;116.91;116.97
;19.05.2021;115.342;116.578;115.096;116.166;115.602;114.638;117.162;136.604;153.444;176.85;189.444;191.544;190.87;189.454;189.998;182.196;174.128;148.514;145.318;126.604;134.704;125.538;120.266;115.898
;20.05.2021;115.802;115.894;114.78;113.486;113.782;113.25;117.488;138.996;154.532;180.204;186.712;189.634;199.928;192.508;193.106;182.608;174.562;154.888;146.152;130.952;125.014;121.166;121.33;116.778
;21.05.2021;114.528;114.98;114.6;113.358;113.612;110.6;112.536;139.61;157.364;188.044;206.014;197.028;200.09;210.814;205.928;188.58;175.662;154.642;147.598;125.002;121.166;120.97;115.438;113.576
;22.05.2021;110.68;111.168;110.424;110.436;109.222;107.826;108.824;108.684;109.6;101.98;99.656;100.35;98.914;98.932;98.906;98.486;100.268;100.782;101.294;102.34;100.112;100.528;100.126;99.676
;23.05.2021;98.924;98.348;98;97.892;97.866;96.902;96.752;97.714;98.088;96.212;96.338;95.716;96.202;96.072;97.128;98.454;96.84;98.028;97.82;97.914;97.202;96.958;98.05;98.664
;24.05.2021;97.65;97.586;97.752;97.886;97.23;96.182;100.414;127.63;136.884;161.89;184.048;195.992;198.878;198.64;190.6;179.056;171.59;143.474;136.942;126.114;122.226;122.124;119.868;113.078
;25.05.2021;112.378;112.452;113.114;112.138;111.198;110.39;114.03;139.574;151.364;171.482;190.15;192.56;193.35;211.528;212.396;194.532;185.74;170.52;165.006;144.512;134.704;120.732;117.26;115.998
;26.05.2021;115.032;112.61;112.164;112.5;112.832;111.222;115.296;150.35;179.104;219.014;231.474;238.194;235.73;237.738;238.038;219.04;196.674;171.67;153.772;134.398;126.272;127.302;125.668;118.444
;27.05.2021;118.248;115.962;115.52;113.528;113.198;111.814;117.324;150.17;168.328;208.052;215.142;218.686;225.522;225.952;216.434;200.768;191.006;161.892;148.904;123.638;122.912;116.674;115.26;114.392
;28.05.2021;113.946;114.446;113.706;113.328;113.072;111.748;115.114;148.866;169.382;195.558;205.466;202.162;202.686;205.094;201.41;192.174;173.24;158.596;138.772;114.216;110.806;111.39;105.224;102.708
;29.05.2021;102.296;101.594;100.402;101.092;100.116;99.706;99.418;99.464;101.292;99.936;101.298;101.55;100.982;104.922;104.264;108.042;108.212;109.176;107.836;106.974;103.562;101.746;101.044;100.85
;30.05.2021;101.672;101.25;100.972;99.538;100.324;98.73;99.112;99.154;100.536;99.07;98.288;98.59;98.11;97.792;98.816;98.934;98.97;101.726;100.534;101.398;100.554;99.92;99.57;99.646
;31.05.2021;99.852;100.374;99.744;100.394;99.026;98.534;102.014;150.716;158.476;180.066;194.176;206.14;208.45;203.938;205.9;214.53;202.988;178.35;158.686;122.74;117.588;114.7;109.088;105.486
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;239.814;kWh;14.05.2021 11-12;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;56.272;kWh;14.05.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.05.2021;89.0548;89.1392;89.3132;90.6836;91.7524;92.8896;93.2256;93.84;93.83;98.2296;96.5884;95.4336;83.6148;83.4684;110.716;97.0924;98.1548;93.5952;88.1984;85.5124;82.72;78.7324;80.6648;80.9376
;02.05.2021;82.126;82.8564;84.7892;86.1448;87.3292;86.47;84.8116;83.4868;80.6676;79.934;78.962;74.4696;74.414;73.3408;76.5804;75.5772;76.3224;78.0704;79.4224;80.4044;81.4104;84.4424;84.5188;84.8804
;03.05.2021;84.538;84.3964;84.5016;85.1788;85.232;87.4596;89.602;99.1448;111.638;143.5924;144.8668;144.8496;128.714;131.5244;129.6352;133.0084;129.5272;123.6568;109.2112;101.9904;101.2384;101.9844;96.5044;94.8144
;04.05.2021;94.5904;95.4592;95.6584;96.5716;96.4668;96.1896;97.538;105.4264;110.4348;127.8132;123.9472;116.0332;104.2388;118.3824;118.6592;109.3468;106.9444;106.19;94.6836;95.2912;95.1796;87.7832;87.4584;84.102
;05.05.2021;84.8224;85.7612;85.106;86.7004;86.1304;86.0092;105.3;130.0296;163.1908;207.2256;206.0764;212.304;173.6956;178.8104;174.2052;162.1052;154.8192;146.2592;123.538;110.6416;105.9872;92.4212;82.896;81.8352
;06.05.2021;81.638;81.0612;83.0924;82.6796;82.5356;82.122;90.7084;128.5844;150.2328;199.9704;212.3424;215.494;198.4324;189.5348;184.4412;183.8328;171.7468;152.8084;140.1264;132.5004;119.27;108.1012;96.35;93.7568
;07.05.2021;93.6364;94.5628;94.268;94.0808;94.4532;93.83;99.03;135.6756;166.6152;221.4648;228.1184;232.804;204.3556;201.47;183.6292;172.278;160.0104;131.9608;115.6104;113.4972;107.518;100.6512;92.0444;89.96
;08.05.2021;89.7348;90.4712;91.228;91.8004;92.0156;91.9172;89.9544;98.5516;108.978;127.532;129.7092;132.506;127.8384;117.5452;108.4956;100.0556;97.8784;114.6276;92.6128;88.4632;86.0408;83.586;86.6544;85.646
;09.05.2021;88.2548;88.744;91.6212;92.5896;95.7288;96.316;95.774;96.0064;91.9796;88.6988;85.6192;83.012;89.8584;83.5584;80.4216;78.856;78.514;79.0668;78.648;80.432;81.636;84.7852;85.0604;86.0288
;10.05.2021;84.1072;85.614;84.5208;84.8632;85.6324;82.57;94.196;125.764;151.3124;187.5148;190.576;200.5776;172.1796;164.7416;153.4576;151.9248;144.812;115.85;91.042;85.386;80.8616;69.6024;65.5424;64.2076
;11.05.2021;64.818;64.3396;64.048;65.436;65.3912;64.4008;88.332;113.3908;130.6052;183.2644;207.5312;210.0704;174.6304;160.0484;169.652;159.6144;145.2352;112.0972;90.6656;86.5768;88.0856;73.39;63.6044;63.3408
;12.05.2021;62.3288;64.0132;63.4068;65.5304;64.2448;62.0236;66.7044;104.2648;133.6092;188.7684;207.4436;221.2776;173.7044;159.8364;151.7704;147.8948;127.7344;110.5632;86.7648;81.0416;84.0892;69.4408;62.6288;63.7576
;13.05.2021;62.1004;63.6916;63.6564;63.9508;65.7624;62.966;67.0892;106.666;127.9952;184.456;202.0024;189.9312;161.7464;149.5144;151.4528;144.5108;134.6244;121.754;97.2672;88.0768;79.742;72.1552;66.3316;64.2
;14.05.2021;64.7084;65.806;62.9656;58.1636;58.5768;56.272;80.6096;102.2548;141.1676;207.41;207.0092;239.814;200.9784;180.0032;168.2772;155.8772;134.8748;116.8984;93.4612;85.9324;86.0068;80.8544;71.734;72.0564
;15.05.2021;73.8892;74.3812;73.0312;73.6016;73.5672;70.1556;69.7672;78.1264;82.4304;90.394;90.9512;86.4416;85.418;82.1672;81.458;78.5556;77.1048;68.044;64.9608;63.2832;63.954;63.4472;68.0012;70.3228
;16.05.2021;69.2892;63.1736;64.0484;64.6564;65.3016;61.7492;68.5576;72.1188;66.6368;67.546;64.7076;63.4012;62.3844;62.3252;59.0296;57.5152;56.3792;57.358;61.0756;61.1836;61.3648;63.4336;65.316;63.4232
;17.05.2021;66.4068;62.9736;66.1;65.49;67.6472;65.272;66.9416;108.9228;131.816;184.446;198.4664;200.9392;176.1568;167.4836;163.09;155.8548;135.8332;127.3656;100.5184;93.4704;87.6956;79.8584;72.3528;73.7508
;18.05.2021;74.3548;73.4888;74.8448;73.228;66.8228;63.9068;84.5564;126.2628;148.2084;198.8548;210.0612;212.4296;181.4688;168.7316;162.136;152.2336;154.6024;133.7332;116.2636;104.6256;99.7228;90.782;83.1828;80.4172
;19.05.2021;81.1784;81.9232;80.1756;79.576;80.6204;77.9964;83.1388;125.3096;142.1488;190.3984;219.9688;207.9384;173.616;158.0772;151.7324;147.6056;133.5944;119.1612;95.8352;91.7252;92.1464;85.3372;79.8704;77.4188
;20.05.2021;76.3296;74.7648;69.5432;69.6932;69.5024;66.8552;74.8444;116.8172;150.8612;191.8868;208.3144;205.2936;172.2492;164.456;159.1224;150.622;144.514;127.2872;103.0588;98.082;93.7376;79.3792;70.1212;70.052
;21.05.2021;70.682;72.0308;72.7656;74.9556;75.3808;71.7812;90.1188;115.8704;142.6248;210.1864;193.1032;201.01;177.3432;159.5036;158.9488;148.9628;140.7076;123.6396;99.1852;95.8444;88.668;82.1736;80.3344;71.492
;22.05.2021;71.3568;70.6124;71.3256;71.1588;70.9008;69.196;67.8212;74.0068;94.286;92.9956;100.8504;94.5412;87.9696;85.1716;89.1228;83.7568;80.524;72.9644;65.364;63.176;61.892;63.886;66.5836;67.4844
;23.05.2021;67.946;69.434;69.404;72.3056;72.5316;68.9968;61.7684;62.6748;63.6476;65.8976;78.5436;73.6896;74.8464;72.6516;67.4768;66.2052;65.9832;66.5572;67.5628;70.0252;67.144;71.906;68.3064;66.0812
;24.05.2021;67.9452;68.8976;69.9232;70.4396;70.388;68;79.474;113.6452;133.056;189.4488;194.1752;203.056;176.8656;171.9372;153.8624;152.7384;141.3384;120.8764;99.9592;87.2072;84.4188;79.6724;75.2076;72.9456
;25.05.2021;76.0888;74.8044;76.5964;77.916;77.896;72.478;98.0392;113.9052;133.6168;192.2464;194.1556;205.0468;159.9936;165.0496;167.3332;146.902;135.068;117.4672;93.6988;90.1588;89.848;81.3028;73.9548;73.5652
;26.05.2021;72.414;72.2148;71.906;71.0516;72.5204;69.172;94.8212;113.1;146.698;196.4444;199.7636;210.7188;183.3064;178.0296;190.006;169.6672;148.744;135.55;107.4084;98.0984;95.0608;86.5584;80.9952;80.184
;27.05.2021;73.9576;73.5392;74.3968;74.6648;74.5772;71.2464;82.1376;118.5496;155.2912;201.0184;208.7004;212.6672;182.3348;177.522;169.8628;153.6532;146.8792;122.2956;101.128;94.5184;94.1664;86.1984;79.7452;80.4984
;28.05.2021;78.7852;75.8012;71.9124;72.7436;70.96;68.56;79.46;112.4852;150.0372;173.9284;178.9168;176.6108;146.3072;137.6196;136.8844;134.0848;119.928;104.41;84.3624;81.9028;83.8664;77.5708;72.0944;70.568
;29.05.2021;66.6576;64.832;64.6512;65.2476;65.2472;62.8756;62.658;70.2556;75.5848;101.17;98.5436;94.6528;93.358;85.4272;86.7676;82.3356;80.9416;72.3604;66.0456;67.538;66.6496;68.9356;72.5852;75.2424
;30.05.2021;71.452;67.6728;68.6856;69.1548;68.1768;66.7176;66.396;64.3972;65.6552;76.6132;65.5344;59.7068;57.5656;60.6292;59.6628;59.3372;59.9476;61.682;63.932;65.188;66.4596;67.0296;70.3448;73.8224
;31.05.2021;67.9484;67.8572;68.5268;70.1272;68.32;66.896;86.4608;125.0268;146.0488;186.3828;185.5168;183.564;153.878;169.9012;166.6312;154.9928;145.8848;135.4032;108.488;107.7688;101.6956;96.6464;76.8512;67.2344
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;74.4;kWh;12.05.2021 15-16;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;14.68;kWh;28.05.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.05.2021;19.32;18.28;18.72;18.52;18.66;17.6;16.96;16.14;21.68;24.66;26.24;25.58;26.2;29.58;19.64;18;17.58;17.14;17.18;16.76;17.76;18.12;18.92;18.58
;02.05.2021;18.92;18.24;18.66;18.66;18.62;17.96;17.16;16.56;16.2;15.96;16.26;18.46;17.96;17.3;17.28;17.06;17.26;17.12;18.14;16.16;18.46;18.14;17.9;17.26
;03.05.2021;17.06;16.82;16.26;16.88;16.86;16.92;16.08;17.9;24.2;25.5;26.74;29.92;30.6;29.82;29.94;31.3;30.74;31.24;29.76;26.58;25.32;20.48;18.08;18.28
;04.05.2021;17.9;18.46;16.94;17.14;17.24;16.5;15.44;17.74;24.62;26.08;25.96;26.64;26.46;31.44;33.96;32.78;36.8;29.46;27.32;27.24;25.8;20.84;18.36;17.82
;05.05.2021;17.56;17.58;17.86;17.34;17.34;17.38;16.12;18.7;29.56;30.32;32;35.46;47.62;44.9;44.54;49.08;42.02;35.18;34.5;32.06;31.46;24.42;19.78;19.18
;06.05.2021;18.14;18.26;17.94;18;17.82;16.92;16.2;20.14;29.62;31.2;41.56;48.46;43.86;51.4;47.76;45.04;40.98;41.16;39.68;34.96;29.08;22.24;17.92;16.72
;07.05.2021;16.58;16.16;16.6;16.48;16.2;16.64;15.94;18.18;24.96;27.22;33.08;39.82;38.34;39.4;38.96;38.62;40.24;39.7;31.48;28.92;26.46;20.92;18.34;18.18
;08.05.2021;17.64;17.74;17.58;17.5;17.52;16.38;15.68;17.26;22.56;28.44;32.48;31.52;29.44;25.08;23.56;22.04;21.32;18.98;17.74;16.94;17.08;16.18;17.46;17.8
;09.05.2021;17.66;17.86;17.88;17.7;17.8;16.28;16.36;15.3;15.14;15.48;15.08;15.16;15.9;18.92;17.04;16.1;16.46;16.02;15.82;16.32;15.94;16.72;18.18;17.96
;10.05.2021;17.36;17.94;17.6;17.2;17.3;16.82;16.78;18.68;25.32;33.38;43.18;46.94;48.98;55.9;60.4;60.42;63.92;62.92;42.34;38.62;35.6;24.8;20.22;20.34
;11.05.2021;19.1;17.92;17.98;17.26;17.48;16.98;16.86;18.54;44.1;34.72;45.96;56.5;59.82;61.34;60.86;62.92;60.82;59.12;34.68;33.38;30.72;22.62;19.2;18.56
;12.05.2021;18.24;17.76;17.12;17.08;16.72;16.56;15.72;19.2;43.7;37.72;47.16;60.26;64.5;68.06;69.58;74.4;71.34;65.6;41.48;34.58;32.94;24.46;20.58;19.96
;13.05.2021;19.8;18.76;18.8;19.12;19.38;18.46;18.06;19.7;43.54;33.06;39.12;52.76;57.88;59.96;67.42;65.22;62.58;57.46;35.84;34.86;33.8;23.48;19.88;18.34
;14.05.2021;18.26;17.92;17.64;17.76;17.64;16.46;16.38;19.08;27.5;30.4;35.48;36.7;38.46;42.32;40.58;55.38;42.48;43.94;33.76;31.16;28.26;23.32;20.98;19.64
