Faculty Building NO or complex NO.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
C;Maximum consumption (per hour):;231.058;kWh;21.09.2021 14-15;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;128.154;kWh;08.09.2021 01-02;;;;;;;;;;;;;;;;;;;;;
;10.09.2021;132.376;132.966;133.618;133.934;136.128;138.532;155.316;167.682;186.81;190.872;195.084;201.816;198.054;198.518;201.702;212.272;206.688;204.322;195.052;183.83;175.226;169.076;139.61;135.448
;11.09.2021;133.85;132.826;131.254;140.344;142.668;161.42;164.938;162.2;166.858;172.914;171.02;176.086;176.234;181.252;184.048;187.674;184.768;177.59;174.784;169;142.54;139.254;137.162;136.5
;12.09.2021;136.758;137.52;136.95;135.334;131.952;131.756;130.372;129.564;132.528;132.88;132.21;129.408;130.56;131.288;129.92;132.312;133.276;129.108;128.346;133.366;134.444;132.636;134.168;131.742
;13.09.2021;131.924;132.198;130.394;158.81;167.668;167.348;166.22;170.55;186.238;200.32;211.974;214.788;213;216.24;213.074;209.988;195.89;190.606;186.896;183.446;197.684;186.454;151.814;145.45
;14.09.2021;146.132;147.136;144.028;144.01;138.776;136.36;159.498;176.718;194.29;214.734;227.996;220.154;216.748;221.182;221.206;224.374;199.61;190.526;189.72;194.6;185.984;178.962;151.986;143.976
;15.09.2021;137.51;138.104;136.594;132.074;138.012;141.38;165.744;181.422;196.66;214.606;226.036;220.322;222.722;224.558;214.36;212.11;195;183.626;182.854;192.838;187.522;176.648;138.88;134.094
;16.09.2021;132.474;134.022;136.062;133.092;129.584;132.802;156.834;164.624;185.702;199.496;215.96;228.128;219.094;216.248;212.712;208.258;198.932;198;188.146;186.708;188.172;177.32;139.876;131.528
;17.09.2021;132.36;133.58;133.108;131.016;134.13;138.002;162.228;170.736;188.596;194.328;201.41;207.638;216.348;215.344;210.826;208.578;205.494;198.124;195.766;187.128;191.374;183.238;143.52;140.482
;18.09.2021;137.488;137.286;139.45;137.432;139.68;164.37;165.676;165.426;167.364;174.232;174.932;182.098;184.706;178.48;179.95;177.776;176.282;173.166;174.002;168.546;137.658;136.316;130.526;130.446
;19.09.2021;132.328;129.334;130.838;132.99;136.094;135.23;135.524;132.862;130.534;131.066;131.824;131.076;137.864;133.682;135.7;136.69;139.714;139.212;139.334;135.918;144.986;135.052;134.46;135.572
;20.09.2021;133.512;135.152;136.254;161.562;163.894;164.146;165.274;174.76;190.534;204.174;209.282;212.332;214.164;213.03;212.556;211.306;200.638;192.31;185.202;186.98;182.698;179.31;148.218;140.838
;21.09.2021;140.282;140.252;140.452;139.74;142.59;146.728;170.344;183.644;200.95;211.814;216.614;226.672;222.534;230.462;231.058;225.66;209.42;199.162;192.456;183.422;180.978;175.618;143.894;138.408
;22.09.2021;136.942;136.958;137.062;137.076;138.352;138.814;163.684;182.854;202.55;219.626;221.982;228.606;207.904;217.51;206.014;201.494;194.294;188.354;184.62;182.796;180.368;174.254;140.404;136.018
;23.09.2021;139.558;135.412;137.15;138.908;139.848;164.516;172.81;176.892;201.754;213.23;222.586;214.798;209.298;209.212;211.61;212.538;205.794;193.732;187.286;189.282;184.642;181.664;155.716;148.694
;24.09.2021;147.544;148.592;147.97;149.902;140.71;166.972;170.382;182.88;197.926;206.65;222.964;222.956;217.042;215.634;205.978;198.05;190.874;183.616;187.01;183.478;180.47;173.364;140.88;139.876
;25.09.2021;142.854;139.638;136.144;133.1;135.574;161.064;172.328;170.372;174.126;184.636;181.29;182.62;179.492;175.106;175.664;176.992;175.452;173.244;161.69;148.816;142.402;141.864;139.094;140.898
;26.09.2021;137.152;134.234;134.07;134.568;133.788;136.176;142.35;139.098;140.364;141.482;143.838;145.178;143.428;141.854;142.094;138.512;136.964;137.738;145.72;141.87;134.808;132.326;132.138;130.222
;27.09.2021;132.262;132.234;134.956;162.45;167.056;168.034;167.2;179;198.86;213.464;215.856;223.364;230.824;223.314;221.59;216.1;204.964;197.186;196.022;189.204;191.524;184.324;146.718;141.636
;28.09.2021;139.384;140.194;135.576;136.356;136.054;162.05;168.998;173.592;192.948;207.736;215.292;212;226.402;211.778;210.79;209.344;196.234;186.388;192.46;191.098;184.094;178.694;148.89;137.78
;29.09.2021;137.28;137.57;136.034;135.208;136.186;159.542;166.216;178.632;198.272;217.77;225.39;224.432;219.072;221.382;218.94;211.242;205.546;196.59;189.992;186.36;183.708;174.902;145.268;138.938
;30.09.2021;136.488;138.264;139.798;137.498;136.656;136.224;136.63;169.592;197.42;212.848;226.692;224.368;221.674;222.866;222.288;211.784;201.866;190.29;183.358;178.938;175.862;169.914;138.94;132.06
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
E;Maximum consumption (per hour):;328.6524;kWh;01.09.2021 10-11;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;69.4484;kWh;12.09.2021 12-13;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.09.2021;128.7376;127.6724;128.0008;127.9732;129.0748;128.6908;189.4484;266.5972;296.9764;311.9052;328.6524;322.9352;326.9284;322.4028;311.5112;294.6256;274.3964;244.8404;161.4516;154.85;149.8232;145.5016;114.0216;112.1748
;02.09.2021;107.208;106.95;102.8084;100.982;99.4012;102.1216;156.632;260.654;281.0996;297.89;297.0208;306.474;311.604;307.1028;289.6888;280.8524;268.0536;253.69;172.6972;160.1864;160.39;147.564;121.6552;119.0192
;03.09.2021;110.0856;112.6964;115.356;116.0408;107.75;111.5228;189.8768;273.546;287.1276;298.7484;314.4008;297.9192;294.4652;277.8888;255.672;244.7008;238.9944;227.8072;150.7056;146.7588;145.7212;128.6976;104.5004;98.4292
;04.09.2021;98.7748;97.2704;101.6432;100.4296;99.2748;98.9488;122.9488;128.5692;130.5124;159.3452;167.9316;163.7964;160.8816;157.3624;155.286;154.1992;155.0128;136.6312;113.4668;103.4812;106.4256;101.784;101.1564;99.1764
;05.09.2021;100.3548;99.184;100.5668;102.1816;101.1896;102.018;131.1672;131.9636;133.714;124.8104;126.3172;139.6904;132.386;134.0428;136.5224;139.192;139.0436;144.4712;105.474;103.0796;102.926;102.0128;100.4948;101.5132
;06.09.2021;99.896;101.0536;99.1484;101.1228;98.898;101.43;172.6436;257.0008;272.5448;283.5;289.0028;280.9288;257.5368;240.1024;233.8116;232.5572;239.4864;227.9884;147.9196;146.3424;141.85;129.7692;104.486;101.7576
;07.09.2021;100.4956;101.5352;100.9652;100.7144;100.864;103.188;162.608;235.0788;256.7348;279.584;277.8368;275.4544;264.2576;257.7764;261.2228;266.1568;258.3404;236.8364;152.9932;144.3796;139.3492;124.6604;103.6972;98.098
;08.09.2021;95.594;98.4216;96.9972;100.214;98.794;101.2256;169.4512;236.4484;270.6744;272.482;275.1072;251.8568;231.6328;228.724;231.8216;231.7956;219.2272;203.7928;146.392;137.646;128.73;116.8468;83.3412;75.6072
;09.09.2021;77.2824;76.8368;76.7276;76.6568;76.982;77.838;105.9724;175.4464;205.9236;217.1808;218.9996;226.9428;241.482;260.5804;249.7612;236.4872;227.3316;213.2136;159.2612;150.564;144.8444;130.9956;90.8096;82.5636
;10.09.2021;82.788;82.8676;82.4832;83.7512;82.9;86.0116;111.6168;188.5452;204.2284;210.9028;217.6676;222.0892;242.3468;243.7488;234.3532;232.2732;216.1876;207.0564;153.1476;146.1712;145.8772;134.972;86.4748;77.922
;11.09.2021;77.2664;77.9572;78.2112;77.6948;79.3316;81.8692;88.8552;90.7256;91.296;124.4896;115.1376;115.8136;114.012;118.1752;125.492;123.5188;124.9148;91.1728;77.5616;75.658;77.142;77.4088;78.214;77.3832
;12.09.2021;77.01;76.9396;76.028;77.1524;76.0472;77.438;77.6984;72.43;73.1076;72.4236;71.416;71.0196;69.4484;70.0136;69.9568;71.2388;71.3296;72.8324;72.6024;78.3572;78.934;79.5792;79.8084;78.6412
;13.09.2021;80.0604;79.3628;79.274;79.3696;79.1608;80.8732;102.1772;187.478;209.2796;242.8724;248.5328;251.3612;247.364;247.8208;234.4724;217.6716;199.2924;180.5204;142.538;132.8056;129.0744;116.5612;90.778;84.5284
;14.09.2021;84.3156;85.5396;83.8128;84.2684;82.33;81.0756;106.4048;174.57;221.7368;230.2092;227.7572;223.258;221.532;205.6584;200.6612;199.9056;190.8928;173.7728;135.3968;132.5676;135.9852;121.524;94.2684;89.9072
;15.09.2021;83.8716;80.3916;80.2068;82.2616;81.8944;81.5784;107.3532;171.1688;196.1048;226.7064;218.1916;216.3356;230.6544;221.4416;220.82;214.6652;202.3056;180.1984;138.3588;135.832;132.64;119.56;87.1128;82.1788
;16.09.2021;81.2932;82.1456;80.0352;78.8144;77.3604;78.3504;106.9104;175.4804;211.2064;225.0404;229.7536;235.8668;238.6136;238.3372;243.8564;237.9164;241.426;229.5272;202.008;200.93;190.3064;177.4296;145.26;132.6896
;17.09.2021;132.6412;132.5484;130.4012;130.1388;129.558;130.2368;156.2692;219.6848;266.7452;278.7752;279.7232;271.6;286.1544;273.394;255.6512;244.0652;233.018;216.1156;185.5304;187.7948;179.5856;168.4136;135.6624;129.4512
;18.09.2021;128.4588;129.1308;131.3324;131.6452;131.3588;132.2608;136.294;139.3832;142.5384;174.75;177.4044;170.6988;178.724;173.7988;174.7596;173.148;167.8328;146.8308;135.8408;132.1816;127.2556;128.4944;128.6696;127.8948
;19.09.2021;128.8696;128.6152;129.274;129.8392;129.5724;130.3516;130.5248;128.7036;124.1012;123.428;122.274;119.3964;116.3532;128.9216;124.3212;121.2672;123.722;125.5676;124.492;131.1116;127.578;127.258;128.8576;128.7024
;20.09.2021;128.8084;129.6504;130.772;129.8676;130.6632;132.2968;164.7816;237.6996;263.9952;277.8112;278.2324;274.1732;270.7388;260.7704;256.3988;259.4056;250.982;242.6764;210.0292;201.856;189.8112;176.2592;137.1548;130.5088
;21.09.2021;130.368;130.2788;130.384;130.3208;130.2888;134.2664;159.3824;236.464;276.7212;288.5788;269.4496;257.8712;260.3976;260.8036;240.794;237.688;232.9876;216.0284;180.3284;178.308;169.3524;153.9192;114.9848;108.1916
;22.09.2021;107.9352;107.7848;107.5204;107.348;107.7288;107.7944;128.8812;212.1044;242.0532;235.4924;242.6548;294.6724;269.1908;230.1264;222.628;218.468;202.1784;186.7912;155.1472;152.0988;139.2368;127.1608;90.0248;83.8472
;23.09.2021;82.0632;81.548;81.7868;82.8312;82.9872;83.162;110.57;195.5504;222.0176;241.574;243.0816;240.2172;234.7016;239.0728;219.2144;212.2152;212.1556;193.3624;165.2916;156.84;137.6568;120.6476;84.6296;89.3796
;24.09.2021;84.3564;84.1752;85.2984;80.204;79.2548;80.6068;106.3256;171.5796;209.3304;218.6008;239.5968;229.3724;225.0772;219.6384;211.6376;195.2184;186.5572;174.608;141.46;137.112;131.786;110.5868;84.3132;78.922
;25.09.2021;78.9376;78.7544;78.9664;79.1824;78.198;79.3896;81.4056;104.8272;104.106;140.2752;149.1352;145.6596;132.9568;125.9836;119.5676;113.2408;108.3992;88.4256;83.7244;83.0056;84.9896;84.1268;84.7828;84.5552
;26.09.2021;77.5404;78.3988;78.1576;78.7476;78.59;78.208;78.9504;74.9696;79.6956;88.1804;81.0732;73.3876;69.9348;71.7184;71.6748;72.6224;74.2912;75.6568;76.6928;83.6048;82.7768;79.0692;79.0644;79.2308
;27.09.2021;77.9128;78.5772;77.8184;77.3996;77.928;80.3656;98.0404;176.2572;208.5312;218.1328;236.16;241.6016;236.9644;227.7704;220.1356;213.664;197.2068;186.2692;156.7888;156.768;136.454;123.5752;96.188;89.9856
;28.09.2021;90.87;90.9964;85.4432;84.1996;84.3176;84.5056;104.1472;172.758;212.2736;221.7644;237.4048;231.4656;227.9064;216.4384;208.2324;202.9796;204.5728;194.226;157.512;154.0772;138.0236;121.2656;92.1224;87.3296
;29.09.2021;85.8956;88.3444;87.9144;86.9344;84.8204;81.072;109.3368;177.526;201.7652;231.4208;258.0852;246.2296;243.5676;236.5312;216.8096;206.4652;193.6348;185.5424;157.2108;154.3632;141.9208;126.7604;95.7064;87.666
;30.09.2021;83.4296;81.3984;80.308;79.9996;81.4312;81.2388;109.3576;171.5152;215.1096;239.0836;253.2464;245.1248;238.5056;228.2244;223.5004;213.2888;207.64;205.3528;173.6304;164.3784;146.5276;130.5092;101.6876;96.6396
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
D;Maximum consumption (per hour):;91.48;kWh;09.09.2021 17-18;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;14.36;kWh;06.09.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.09.2021;16.72;16.92;17.22;16.72;16.76;16.78;17.38;21.12;43.44;53.56;63.72;64.68;75.14;69.64;74.1;63.4;66.52;61.38;52.58;47.54;46.68;30.3;19.4;17.94
;02.09.2021;17.76;17.02;16.72;16.78;16.54;16.32;15.68;20.2;44.18;51.78;60.76;64.38;73.5;73.9;75.04;75.54;66.96;63.5;56.2;57.18;59.06;36.22;20.78;18.94
;03.09.2021;17.66;17.54;17.4;17.36;17.64;18.58;17.88;21.72;43.8;49.8;57.46;57.72;58.66;70.1;68.06;69.98;70.66;59.64;52.7;50.54;46.66;28.36;18.6;16.5
;04.09.2021;16.86;16.32;16.34;16.24;15.72;16.12;16.12;15.92;30.7;39.92;40.86;41.94;42.7;27.56;17.06;16.46;15.74;16.14;16.88;16.96;16.7;17.44;16.5;16
;05.09.2021;15.68;15.68;15.82;16.2;15.48;15.76;15.66;15.46;16.12;15.6;15.94;17.6;17.14;16.28;16.74;16.36;18.18;18.02;16.36;16.74;17.98;16.72;16.7;16.4
;06.09.2021;16.18;16.12;15.68;15.4;14.46;14.36;14.4;19.26;42.72;49.24;57.48;59.84;72.36;63.48;68.96;66.68;66.9;70.64;55.36;52.82;55.22;34.34;21.68;19.58
;07.09.2021;17.86;17.16;17.12;17;17.18;17.94;17.52;21.14;43.88;51.08;64.26;71.06;71.82;76.66;73.06;77.4;67.94;70.66;59.9;51.76;49.64;33;22.48;18.82
;08.09.2021;18.24;17.08;18.16;18.1;17.5;16.9;17.12;21.12;44.14;58.8;68.1;70.06;75.8;79.36;82.18;76.9;81.18;80.78;64.42;57.76;53.4;32.64;20.32;19.14
;09.09.2021;18.38;18.18;18;18.12;18.62;19.02;18.64;24.82;66.44;60.92;76.44;75.6;80.24;84.6;85.5;88.92;85.58;91.48;66.62;58.26;58.76;35.02;22.62;19.24
;10.09.2021;17.3;17.56;17.68;17.48;17.36;17.98;16.9;22.92;45.94;61.66;67.82;71.42;80.4;85.7;86.02;86.36;86.38;77.32;57;53.68;55.92;34.16;23.98;22.7
;11.09.2021;21.36;19.34;18.52;18.38;18.58;18.04;17.74;16.26;29.96;51.14;47.46;47.7;54.48;37.76;17.7;16.4;15.36;16.3;17.58;16.08;16.96;17.56;16.04;15.46
;12.09.2021;15.64;16.06;15.76;15.42;15.56;15.98;16.58;15.32;15.68;15.26;16.78;17.36;17.26;17.46;17.44;17.34;17.74;16.86;16.42;16.26;17.44;18.44;16.28;16.14
;13.09.2021;16.3;16.88;16.16;15.86;15.34;15.96;15.96;19.92;58.22;56.08;76.5;71.16;76.9;83.46;80.7;78.4;71.84;66.88;57.58;52.44;54.56;33.88;20.98;19.84
;14.09.2021;19.06;19.08;18.38;16.74;16.48;16.06;15.54;21.76;46.48;48.02;58.26;69.3;76.7;77.06;77.58;72.34;72.22;78.22;63.16;55.52;51.88;34.02;24.22;22.46
;15.09.2021;20.48;19.62;16.94;16.66;16.24;16.72;16.74;22.16;44.58;49.66;61.06;66.62;76.28;73.48;76.9;71.2;73.62;69.14;59.3;51.94;52.2;32.04;21.72;19.22
;16.09.2021;19.08;18.64;17.94;17.76;17.24;17.58;17.42;21.66;46.2;52.44;61.78;62.18;65.16;77.4;77.36;75.26;79.1;67.06;62.44;56.44;54.06;32.36;21.7;19.48
;17.09.2021;17.58;17.28;17.56;17.4;17.34;17.04;17.86;22.8;48.98;54.26;63.5;64.62;63.44;62.18;60.76;61.14;60.82;56.86;53.12;48.78;47.96;30.62;19.82;17.86
;18.09.2021;16.76;17.42;17.68;17.74;17.18;17.58;17.3;15.26;29.54;38.54;40.98;41;41.64;34.58;17.4;16.08;16.08;15.9;16.02;16.1;17.42;16.52;16.72;16.68
;19.09.2021;16.86;16.66;17;16.94;16.76;16.88;16.44;16.32;16.34;16.64;16.56;15.88;16.52;16.26;16.26;15.98;16.5;16.5;17.5;18.2;19.28;18.58;17.9;16.92
;20.09.2021;16.76;16.8;16.44;16.14;16.36;16.96;16.44;19.64;42.88;49.64;54.34;58.94;63.7;66.42;68.34;70.98;63.7;55.06;49.98;46.22;46.38;28.96;17.26;16.02
;21.09.2021;15.38;15.2;15;15.2;14.88;15.2;14.9;18.16;42.6;48.38;62.68;67.44;67.04;66.9;65.58;67.68;69.4;63.58;58.32;55.72;47.76;29.12;18.22;17.38
;22.09.2021;17.26;16.64;16.94;16.66;16.76;16.88;16.68;20.66;42.7;50.1;68.66;68.94;69.68;74.14;69.38;68.98;65.46;62.68;58.58;54.64;53.6;34.64;24.1;21.34
;23.09.2021;21.3;19.84;19.28;18.06;18.16;18.1;17.92;22.54;44.26;51.44;60.42;65.32;64.56;69.06;71.92;75.08;72.66;67.6;59.6;53.42;52.74;33.36;22.7;19.34
;24.09.2021;18.32;16.62;16.52;16.64;16.56;16.72;16.2;22.22;43.28;48.82;57.44;60.84;61.66;68.58;67.76;67.78;71.34;62.82;54.82;53.3;50.04;32.94;21.82;19.98
;25.09.2021;17.02;15.98;16.18;15.96;16.26;16.32;16.04;17.06;31.48;41.16;42.8;42.48;51.6;33.36;19.32;18.82;18.34;18.76;18.86;19.48;19.34;18.34;17.74;17.06
;26.09.2021;17.34;16.5;17.06;17.18;16.9;17.24;17.32;16.62;16;16;16.36;16.18;16.76;16.3;16.22;16.88;15.76;15.88;16.12;16.22;18.06;19.02;18.2;17.62
;27.09.2021;17.62;18;16.54;17.2;16.44;16.28;16.42;20.72;43.24;51.02;63.72;67.26;69.08;82.38;73.52;81.12;68.72;64.1;53.44;55.06;55.48;36.72;23.6;20.68
;28.09.2021;19.32;17.82;18.08;17.86;17.96;17.64;18.2;21.92;43.4;50.34;62.92;66.24;76.88;78.18;75.66;74.64;69.14;70.3;59.48;57.8;55.94;35.44;24.14;23.66
;29.09.2021;22.74;22.76;23.04;22.5;21.76;21.16;18.98;23.56;46.42;56.44;68.92;69.98;69;71.62;82.18;78.64;73.76;65.08;57.86;53.12;52.2;32.68;22.32;21.44
;30.09.2021;20.3;20.14;20.22;19.14;17.9;18.38;17.34;24.16;47.56;57.58;65.38;68.44;69.56;83.72;83.02;84.3;72.96;65.38;59.78;54.7;49.04;31.42;22.32;20.88
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
H;Maximum consumption (per hour):;98.5416;kWh;25.09.2021 20-21;;;;;;;;;;;;;;;;;;;;;
;Minimum consumption (per hour):;39.7628;kWh;15.09.2021 05-06;;;;;;;;;;;;;;;;;;;;;
;Date / Time;00 till 01 o'clock;01 till 02 o'clock;02 till 03 o'clock;03 till 04 o'clock;04 till 05 o'clock;05 till 06 o'clock;06 till 07 o'clock;07 till 08 o'clock;08 till 09 o'clock;09 till 10 o'clock;10 till 11 o'clock;11 till 12 o'clock;12 till 13 o'clock;13 till 14 o'clock;14 till 15 o'clock;15 till 16 o'clock;16 till 17 o'clock;17 till 18 o'clock;18 till 19 o'clock;19 till 20 o'clock;20 till 21 o'clock;21 till 22 o'clock;22 till 23 o'clock;23 till 24 o'clock
;01.09.2021;49.7892;48.6624;48.9204;48.9648;48.9972;48.8784;63.63;71.358;73.314;73.506;70.3788;69.0648;67.7148;68.2764;69.3456;70.11;72.2484;70.8732;74.454;74.8272;77.76;74.7696;64.758;65.142
;02.09.2021;61.722;59.5164;58.8528;58.8264;58.4256;58.8108;77.2488;80.2644;70.0836;71.6712;69.6288;71.8308;70.2048;69.984;70.8288;71.946;72.3336;73.5972;73.1868;72.9276;74.7192;72.0228;66.882;61.3344
;03.09.2021;59.5368;57.5856;58.2984;58.2792;58.1076;58.4964;77.2848;71.2404;73.4088;70.3212;68.5188;69.7764;71.5464;69.5892;68.9796;68.8308;71.8152;75.8832;74.814;76.86;79.6428;75.3084;63.5436;62.2368
;04.09.2021;60.1044;58.8672;59.0652;59.202;58.944;58.8696;58.9956;73.1916;75.1692;73.8492;77.6604;82.2612;79.8924;72.7608;75.4116;72.2772;69.8688;73.0692;74.1072;73.716;74.622;68.6484;63.8196;60.0084
;05.09.2021;61.0716;60.15;58.7856;58.9044;58.7604;58.3764;58.0344;77.058;70.974;73.3308;74.3076;79.1772;76.2996;75.3396;75.6084;73.8348;75.276;76.4784;74.5896;72.7416;71.3868;68.9256;67.7172;62.0952
;06.09.2021;59.6364;58.05;59.034;59.0292;58.2072;57.6744;78.3672;69.3816;71.7384;70.9728;72.6972;74.04;70.8336;73.8804;71.004;73.7544;75.5616;81.6852;82.1508;81.6948;85.7052;81.0792;63.9024;59.2656
;07.09.2021;59.5728;58.5;58.734;58.3836;57.8028;57.684;73.2396;76.9776;75.5772;71.8392;69.8664;69.3024;69.3348;68.7792;69.5316;69.4032;70.3932;80.1504;78.09;81.4272;83.0988;74.4804;63.5364;60.6348
;08.09.2021;60.3516;58.5972;59.0808;58.7676;58.6416;58.926;73.5012;77.6412;71.7852;68.7756;68.4636;70.2288;73.362;74.6988;80.2128;71.7084;76.4088;80.8248;81.7332;80.214;82.9764;72.828;68.9076;70.5852
;09.09.2021;61.416;59.1288;58.668;58.782;58.4208;58.4688;77.3544;70.992;70.8468;71.598;73.7448;73.3644;71.5836;70.8324;70.206;71.8836;78.0276;77.9988;77.9616;78.7392;80.712;76.1892;66.2196;58.5408
;10.09.2021;58.2228;57.8196;58.6788;57.9744;57.402;57.7872;74.3148;76.428;73.1472;72.6348;68.4168;70.6872;69.8736;68.0772;68.2128;68.7156;70.71;73.6368;76.5996;76.1128;82.1592;73.4604;63.4884;63.18
;11.09.2021;59.8476;60.2796;59.034;59.0256;58.38;58.4916;70.614;69.426;72.7236;76.9068;76.0008;78.216;78.8112;75.804;73.8456;71.1384;72.1896;75.2412;74.2224;73.5768;72.9648;65.346;60.2532;59.3688
;12.09.2021;58.6248;57.8076;58.3896;58.3776;57.5076;57.5316;58.6296;78.906;70.4688;72.774;75.366;81.0816;75.2844;76.6176;75.642;73.7664;74.6124;80.0424;76.1532;74.4552;73.3836;68.0988;70.8756;63.5652
;13.09.2021;60.4632;59.3604;59.8188;59.7756;59.3544;59.304;73.8312;74.238;74.5764;75.822;74.3868;74.9676;72.8268;72.0432;71.076;73.3944;72.588;79.7004;79.8996;82.5372;84.0888;73.5684;62.1108;64.8564
;14.09.2021;61.6284;59.5356;59.0172;58.836;58.6572;58.5312;75.2616;76.2648;74.1684;75.4956;70.3644;72.396;71.7396;70.9416;68.946;70.242;70.734;76.7568;79.5828;81.1236;82.5492;72.2328;63.4476;61.0476
;15.09.2021;60.2868;58.7028;59.3616;58.8108;57.354;39.7628;65.3316;65.934;74.3892;71.9532;71.4924;73.3452;74.5404;75.9;75.0636;73.836;78.036;80.6232;82.7436;86.4324;87.966;77.3652;65.004;63.8556
;16.09.2021;62.4564;48.5772;47.3076;46.428;45.7308;46.2072;63.9216;68.5524;72.9132;75.1032;73.0152;70.1064;72.516;73.4232;75.5184;73.8156;81.4452;82.8696;82.2252;83.9952;87.9048;77.7612;56.2764;43.2384
;17.09.2021;53.4816;50.8824;51.4956;51.0336;50.748;51.0096;67.1292;75.09;77.2188;80.5764;79.1868;78.8676;78.8916;78.8976;79.2876;80.238;82.0728;84.0552;82.5936;80.808;83.5968;73.614;56.026;56.0748
