id,e_dem,e_ch,satisfaction,cp
CE2738,20.205000000000005,20.22666665857595,1.0010723414291485,cp8
CE2730,8.04,8.139999996744004,1.0124378105402991,cp0
CE2736,8.04,8.139999996744004,1.0124378105402991,cp6
CE2731,9.38,9.496666662868005,1.012437810540299,cp1
CE2733,17.960000000000004,18.00666665946398,1.002598366339865,cp3
CE2739,12.060000000000004,12.086666661832007,1.0022111659893866,cp9
CE2735,10.720000000000002,10.729999995708006,1.0009328354205227,cp5
CE2734,9.38,9.496666662868005,1.012437810540299,cp4
CE2732,18.585,18.623333325883973,1.0020625948821078,cp2
CE2740,13.47,13.566666661240008,1.0071764410720125,cp10
CE2737,10.720000000000002,10.729999995708006,1.0009328354205227,cp7
CE2741,9.38,9.496666662868005,1.012437810540299,cp11
CE2767,21.78,21.82999999126793,1.0022956837129444,cp7
CE2763,15.715000000000002,15.78666666035201,1.0045603983679292,cp3
CE2765,21.78,21.82999999126793,1.0022956837129444,cp5
CE2770,12.060000000000004,12.086666661832007,1.0022111659893866,cp10
CE2760,9.38,9.496666662868005,1.012437810540299,cp0
CE2771,17.960000000000004,18.00666665946398,1.002598366339865,cp11
CE2769,15.93,16.03333332692001,1.0064867122988077,cp9
CE2768,22.45000000000001,22.56999999097192,1.0053452111791497,cp8
CE2761,13.47,13.566666661240008,1.0071764410720125,cp1
CE2788,21.24000000000001,20.96666665827994,0.98713119860075,cp7
CE2787,10.720000000000002,10.729999995708006,1.0009328354205227,cp5
CE2786,9.38,9.496666662868005,1.012437810540299,cp3
CE2762,17.960000000000004,18.00666665946398,1.002598366339865,cp2
CE2764,15.715000000000002,15.78666666035201,1.0045603983679292,cp4
CE2766,13.47,13.566666661240008,1.0071764410720125,cp6
CE2790,13.47,13.566666661240008,1.0071764410720125,cp1
CE2789,21.78,21.82999999126793,1.0022956837129444,cp0
CE2791,13.47,13.566666661240008,1.0071764410720125,cp0
CE2792,10.720000000000002,10.729999995708006,1.0009328354205227,cp0
CE2793,17.960000000000004,18.00666665946398,1.002598366339865,cp1
CE2798,18.585,18.623333325883973,1.0020625948821078,cp4
CE2795,8.04,8.139999996744004,1.0124378105402991,cp1
CE2794,15.715000000000002,15.78666666035201,1.0045603983679292,cp0
CE2796,29.040000000000003,23.803333323811902,0.819674012527958,cp2
CE2800,13.47,13.566666661240008,1.0071764410720125,cp6
CE2820,15.715000000000002,15.78666666035201,1.0045603983679292,cp2
CE2821,13.400000000000006,13.443333327956008,1.003233830444478,cp4
CE2802,17.960000000000004,18.00666665946398,1.002598366339865,cp8
CE2797,12.060000000000004,12.086666661832007,1.0022111659893866,cp3
CE2799,32.67000000000001,32.6833333202598,1.000408121220073,cp5
CE2803,15.93,16.03333332692001,1.0064867122988077,cp9
CE2801,15.715000000000002,15.78666666035201,1.0045603983679292,cp7
CE2818,18.585,18.623333325883973,1.0020625948821078,cp0
CE2805,17.960000000000004,18.00666665946398,1.002598366339865,cp11
CE2804,15.715000000000002,15.78666666035201,1.0045603983679292,cp10
CE2819,13.47,13.566666661240008,1.0071764410720125,cp1
CE2834,8.04,8.139999996744004,1.0124378105402991,cp11
CE2832,10.720000000000002,10.729999995708006,1.0009328354205227,cp9
CE2823,15.715000000000002,15.78666666035201,1.0045603983679292,cp0
CE2831,20.205000000000005,20.22666665857595,1.0010723414291485,cp8
CE2830,13.47,13.566666661240008,1.0071764410720125,cp7
CE2829,17.960000000000004,18.00666665946398,1.002598366339865,cp6
CE2833,30.0,30.093333321295816,1.0031111107098605,cp10
CE2824,10.720000000000002,10.729999995708006,1.0009328354205227,cp1
CE2849,20.205000000000005,20.22666665857595,1.0010723414291485,cp0
CE2850,8.04,8.139999996744004,1.0124378105402991,cp6
CE2851,15.715000000000002,15.78666666035201,1.0045603983679292,cp7
CE2826,25.41,25.52999998978788,1.004722549775202,cp3
CE2827,18.585,18.623333325883973,1.0020625948821078,cp4
CE2825,17.960000000000004,18.00666665946398,1.002598366339865,cp2
CE2828,9.38,9.496666662868005,1.012437810540299,cp5
CE2854,9.38,9.496666662868005,1.012437810540299,cp2
CE2863,12.060000000000004,12.086666661832007,1.0022111659893866,cp11
CE2860,13.47,13.566666661240008,1.0071764410720125,cp8
CE2873,13.400000000000006,13.443333327956008,1.003233830444478,cp8
CE2853,18.585,18.623333325883973,1.0020625948821078,cp1
CE2874,17.960000000000004,18.00666665946398,1.002598366339865,cp11
CE2855,10.720000000000002,10.729999995708006,1.0009328354205227,cp3
CE2859,20.205000000000005,20.22666665857595,1.0010723414291485,cp7
CE2862,25.41,25.52999998978788,1.004722549775202,cp10
CE2861,23.895000000000007,23.9266666570959,1.0013252419793217,cp9
CE2857,25.41,25.52999998978788,1.004722549775202,cp5
CE2858,21.78,21.82999999126793,1.0022956837129444,cp6
CE2872,10.720000000000002,10.729999995708006,1.0009328354205227,cp2
CE2856,12.060000000000004,12.086666661832007,1.0022111659893866,cp4
CE2852,8.04,8.139999996744004,1.0124378105402991,cp0
CE2886,13.400000000000006,13.443333327956008,1.003233830444478,cp5
CE2891,10.720000000000002,10.729999995708006,1.0009328354205227,cp10
CE2883,17.960000000000004,18.00666665946398,1.002598366339865,cp2
CE2882,21.24000000000001,21.336666658131936,1.0045511609289983,cp1
CE2890,9.38,9.496666662868005,1.012437810540299,cp9
CE2910,21.24000000000001,20.22666665857595,0.9522912739442534,cp5
CE2884,15.93,16.03333332692001,1.0064867122988077,cp3
CE2889,15.93,16.03333332692001,1.0064867122988077,cp8
CE2885,12.060000000000004,12.086666661832007,1.0022111659893866,cp4
