id,e_dem,e_ch,satisfaction,cp
CE3418,8.04,8.139999996744004,1.0124378105402991,cp4
CE3417,21.24000000000001,21.336666658131936,1.0045511609289983,cp3
CE3415,26.55000000000001,26.639999989343863,1.0033898301071131,cp1
CE3416,23.895000000000007,23.9266666570959,1.0013252419793217,cp2
CE3414,18.585,18.623333325883973,1.0020625948821078,cp0
CE3421,8.04,8.080129588205804,1.0049912423141547,cp2
CE3423,21.24000000000001,21.336666658131936,1.0045511609289983,cp4
CE3419,13.47,13.52106097302196,1.0037907181159584,cp0
CE3442,9.38,9.496666662868005,1.012437810540299,cp0
CE3420,15.715000000000002,15.836414202386017,1.0077260071515122,cp1
CE3430,9.38,9.460246231299083,1.0085550353197315,cp11
CE3444,21.24000000000001,20.719999991711944,0.9755178903819178,cp4
CE3424,20.205000000000005,20.300049795702474,1.0047042710072986,cp5
CE3443,9.38,9.496666662868005,1.012437810540299,cp2
CE3425,9.38,9.428676019157827,1.005189341061602,cp6
CE3428,25.41,25.491448086895566,1.003205355643273,cp9
CE3429,8.04,8.066122377032784,1.0032490518697492,cp10
CE3426,24.69500000000001,24.78876071539192,1.0037967489529018,cp7
CE3427,8.04,8.05931246245463,1.0024020475689839,cp8
CE3422,12.060000000000004,12.12786476813124,1.0056272610390742,cp3
CE3450,8.04,8.06361477543107,1.0029371611232676,cp3
CE3454,21.78,21.79486923094985,1.0006827011455395,cp7
CE3453,20.205000000000005,20.241768164388827,1.0018197557232775,cp6
CE3449,9.38,9.398328916229408,1.001954042241941,cp2
CE3456,20.205000000000005,20.25878669910234,1.002662048953345,cp9
CE3476,13.47,13.566666661240008,1.0071764410720125,cp7
CE3457,15.715000000000002,15.775157409727326,1.0038280247997025,cp10
CE3447,9.38,9.415949873249227,1.0038326090884035,cp0
CE3458,18.585,18.688509031994613,1.0055694932469526,cp11
CE3452,9.38,9.474669386397562,1.0100926851170107,cp5
CE3455,32.67000000000001,32.780429144420665,1.0033801391007242,cp8
CE3475,15.715000000000002,15.78666666035201,1.0045603983679292,cp3
CE3451,8.04,8.04999185102922,1.0012427675409479,cp4
CE3448,21.24000000000001,21.286241217534148,1.0021770818048088,cp1
CE3493,15.715000000000002,15.715712916924629,1.0000453653785955,cp11
CE3483,9.38,9.413121193129804,1.003531044043689,cp1
CE3482,22.45000000000001,22.464428279025384,1.0006426850345378,cp0
CE3490,8.04,8.08446696263414,1.0055307167455398,cp8
CE3486,26.55000000000001,26.562840821655037,1.0004836467666676,cp4
CE3487,15.93,16.04645839012492,1.0073106334039497,cp5
CE3488,9.38,9.430691084798044,1.005404166822819,cp6
CE3489,8.04,8.101638513213778,1.0076664817430074,cp7
CE3507,20.205000000000005,20.22666665857595,1.0010723414291485,cp1
CE3491,39.930000000000014,39.98122529332177,1.0012828773684388,cp9
CE3485,29.205000000000016,29.269968356532708,1.0022245627985855,cp3
CE3484,13.400000000000006,13.499481863729377,1.0074240196812965,cp2
CE3508,12.060000000000004,12.086666661832007,1.0022111659893866,cp11
CE3492,15.715000000000002,15.787968725960601,1.0046432533223417,cp10
CE3506,29.040000000000003,22.323333324403922,0.7687098252205207,cp0
CE3514,10.720000000000002,10.745830730462556,1.0024095830655366,cp4
CE3519,15.93,15.96464717069202,1.0021749636341506,cp9
CE3516,22.45000000000001,22.50221213380925,1.0023257075193424,cp6
CE3515,23.895000000000007,23.925425257243337,1.0012732896942176,cp5
CE3517,22.45000000000001,22.47514789233108,1.001120173377776,cp7
CE3510,10.720000000000002,10.756182648568844,1.0033752470679889,cp0
CE3518,8.04,8.04673694881658,1.0008379289572862,cp8
CE3520,10.720000000000002,10.766883184718719,1.004373431410328,cp10
CE3532,9.38,9.496666662868005,1.012437810540299,cp6
CE3511,26.55000000000001,26.61168191686929,1.002323236040274,cp1
CE3521,26.55000000000001,26.580898373239496,1.0011637805363272,cp11
CE3531,9.38,9.496666662868005,1.012437810540299,cp4
CE3513,18.585,18.59030927394741,1.0002856752191234,cp3
CE3533,9.38,9.496666662868005,1.012437810540299,cp9
CE3512,23.895000000000007,23.953647874941353,1.0024543994534985,cp2
CE3550,15.715000000000002,15.773089717119502,1.0036964503416799,cp8
CE3552,8.04,8.062066981292594,1.0027446494145018,cp10
CE3546,12.060000000000004,12.128469519351565,1.0056774062480565,cp4
CE3543,8.04,8.046238874046868,1.0007759793590632,cp1
CE3545,18.585,18.666773124110982,1.0043999528711853,cp3
CE3544,12.060000000000004,12.08692124803628,1.0022322759565734,cp2
CE3548,10.720000000000002,10.831874427097405,1.0104360473038623,cp6
CE3549,13.47,13.581193838153482,1.0082549248814758,cp7
CE3542,15.715000000000002,15.75535118382118,1.002567685893807,cp0
CE3551,21.78,21.891195082235416,1.0051053756765571,cp9
CE3553,21.78,21.87288415875043,1.0042646537534632,cp11
CE3573,14.740000000000007,14.799999994080009,1.004070555907734,cp4
CE3574,13.47,13.566666661240008,1.0071764410720125,cp8
CE3547,18.585,18.634419308159536,1.0026590964842366,cp5
CE3572,20.205000000000005,20.22666665857595,1.0010723414291485,cp3
CE3571,8.04,8.139999996744004,1.0124378105402991,cp1
CE3575,36.30000000000001,22.56999999097192,0.6217630851507414,cp0
CE3577,25.41,25.52999998978788,1.004722549775202,cp2
CE3576,15.93,16.03333332692001,1.0064867122988077,cp1
CE3578,20.205000000000005,20.22666665857595,1.0010723414291485,cp3
CE3579,12.060000000000004,12.086666661832007,1.0022111659893866,cp0
CE3580,8.04,8.139999996744004,1.0124378105402991,cp0
CE3583,9.38,9.496666662868005,1.012437810540299,cp3
