id,e_dem,e_ch,satisfaction,cp
CE6174,18.585,18.603376314078453,1.000988771271372,cp4
CE6175,9.38,9.413161044595252,1.003535292600773,cp5
CE6177,9.38,9.38600549404155,1.0006402445673293,cp7
CE6193,21.78,21.336666658131936,0.9796449337985278,cp5
CE6171,8.04,8.054101168491508,1.0017538766780483,cp1
CE6170,15.715000000000002,15.74448575065307,1.001876280665165,cp0
CE6176,17.960000000000004,17.972384300420355,1.0006895490211776,cp6
CE6172,24.69500000000001,24.817671065165428,1.004967445440997,cp2
CE6178,9.38,9.416688948108279,1.0039114017173003,cp8
CE6192,21.24000000000001,21.336666658131936,1.0045511609289983,cp4
CE6179,18.585,18.691575373917587,1.0057344833961575,cp9
CE6180,21.78,21.80216250649995,1.0010175622819077,cp10
CE6173,8.04,8.092419645557586,1.0065198564126352,cp3
CE6181,18.585,18.663652489386944,1.004232041398275,cp11
CE6207,8.04,8.066258763809747,1.0032660153992223,cp6
CE6203,8.04,8.070138964341627,1.003748627405675,cp2
CE6209,9.38,9.453717947793324,1.0078590562679448,cp8
CE6227,13.47,13.566666661240008,1.0071764410720125,cp6
CE6206,13.47,13.533840343512423,1.004739446437448,cp5
CE6228,8.04,8.139999996744004,1.0124378105402991,cp8
CE6211,10.720000000000002,10.760463797270942,1.0037746079543788,cp10
CE6208,9.38,9.49136786286761,1.0118729064890841,cp7
CE6202,13.47,13.564874085393143,1.007043361944554,cp1
CE6205,17.960000000000004,18.080293265354058,1.0066978432825198,cp4
CE6212,8.04,8.062828864346077,1.002839410988318,cp11
CE6204,20.205000000000005,20.224041086208125,1.0009423947640743,cp3
CE6226,12.060000000000004,12.086666661832007,1.0022111659893866,cp2
CE6210,9.38,9.473519267979217,1.009970071213136,cp9
CE6201,10.720000000000002,10.755306449646504,1.0032935120938902,cp0
CE6241,15.715000000000002,15.744543573080469,1.001879960106934,cp8
CE6235,15.715000000000002,15.732082118114171,1.001086994471153,cp2
CE6240,17.960000000000004,18.02384235356069,1.0035546967461406,cp7
CE6242,20.205000000000005,20.270798601251744,1.003256550420774,cp9
CE6234,21.24000000000001,21.240525465793354,1.000024739444131,cp1
CE6261,13.47,13.566666661240008,1.0071764410720125,cp2
CE6243,23.895000000000007,23.924137375341434,1.001219392146534,cp10
CE6236,15.715000000000002,15.717806278792803,1.0001785732607573,cp3
CE6238,15.715000000000002,15.798560246988124,1.0053172285706728,cp5
CE6262,8.04,8.139999996744004,1.0124378105402991,cp7
CE6244,20.205000000000005,20.31328350542524,1.005359243030202,cp11
CE6263,8.04,8.139999996744004,1.0124378105402991,cp8
CE6239,9.38,9.49348632204561,1.0120987550155234,cp6
CE6237,8.04,8.079423740623898,1.0049034503263556,cp4
CE6233,12.060000000000004,12.13512029150417,1.0062288798925512,cp0
CE6264,12.060000000000004,12.086666661832007,1.0022111659893866,cp0
CE6265,12.060000000000004,12.086666661832007,1.0022111659893866,cp1
CE6268,9.38,9.496666662868005,1.012437810540299,cp2
CE6270,18.585,18.623333325883973,1.0020625948821078,cp4
CE6269,15.93,16.03333332692001,1.0064867122988077,cp3
CE6266,25.41,25.52999998978788,1.004722549775202,cp0
CE6267,32.67000000000001,32.6833333202598,1.000408121220073,cp1
CE6279,8.04,8.04619360749716,1.0007703491911892,cp8
CE6272,15.93,16.023472260931538,1.0058676874407746,cp1
CE6274,13.47,13.57171345288199,1.00755111008775,cp3
CE6282,12.060000000000004,12.122269829665106,1.0051633357931262,cp11
CE6277,29.205000000000016,29.234597502608967,1.0010134395688735,cp6
CE6295,21.24000000000001,21.336666658131936,1.0045511609289983,cp1
CE6273,13.400000000000006,13.49147731335289,1.0068266651755884,cp2
CE6278,10.720000000000002,10.837324088520964,1.010944411242627,cp7
CE6280,10.720000000000002,10.824393980960405,1.0097382444925749,cp9
CE6275,15.715000000000002,15.718635463893511,1.0002313371869875,cp4
CE6281,13.47,13.560053975731396,1.0066855215836226,cp10
CE6296,9.38,9.496666662868005,1.012437810540299,cp3
CE6271,17.960000000000004,18.048336772357576,1.0049185285277045,cp0
CE6276,15.93,16.0491551363034,1.007479920671902,cp5
CE6297,10.720000000000002,10.729999995708006,1.0009328354205227,cp8
CE6298,36.30000000000001,21.08999999156394,0.5809917353047915,cp11
CE6305,20.205000000000005,20.22666665857595,1.0010723414291485,cp6
CE6302,17.960000000000004,17.974708825822738,1.000818976938905,cp3
CE6322,20.205000000000005,20.22666665857595,1.0010723414291485,cp6
CE6309,12.060000000000004,12.13631430393706,1.006327885898595,cp10
CE6299,9.38,9.47993990716741,1.0106545743248836,cp0
CE6303,8.04,8.126149174279707,1.0107150714278244,cp4
CE6300,8.04,8.054439243618512,1.001795925823198,cp1
CE6304,17.960000000000004,18.04971032624049,1.0049950070289804,cp5
CE6308,9.38,9.446174976077781,1.0070549015008294,cp9
CE6301,15.93,16.008770864349632,1.0049448125768758,cp2
CE6306,9.38,9.441729367552362,1.0065809560290364,cp7
CE6310,22.45000000000001,22.493003589626287,1.0019155273775624,cp11
CE6307,15.715000000000002,15.741879203361366,1.0017104170131317,cp8
CE6332,15.715000000000002,15.768990326757944,1.0034355919031461,cp5
CE6338,9.38,9.382321666860669,1.0002475124584935,cp11
CE6334,21.78,21.78627887820184,1.0002882864188172,cp7
CE6331,25.41,25.415513053227333,1.0002169639207923,cp4
CE6333,23.895000000000007,24.000026652707323,1.0043953401425953,cp6
CE6336,15.93,16.0448820276772,1.0072116778202889,cp9
CE6335,12.060000000000004,12.139125242006898,1.0065609653405385,cp8
