bs,wfa,std,s1,s2,s3,s4,s5
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
7.4,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0
