Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2008-01-01 00:00:00,0,0,0,0,0,0,0,0,13.35,0.7,1,0
2008-01-01 01:00:00,0,0,0,0,0,0,0,0,12.88,0.67,1,0
2008-01-01 02:00:00,0,0,0,0,0,0,0,0,12.45,0.55,1,0
2008-01-01 03:00:00,0,0,0,0,0,0,0,0,12.15,0.68,1,0
2008-01-01 04:00:00,0,0,0,0,0,0,0,0,11.77,0.78,1,0
2008-01-01 05:00:00,0,0,0,0,0,0,0,0,11.34,0.67,1,0
2008-01-01 06:00:00,18.08,0,16.57,1.51,53.92,35.16,18.76,446.15,12.15,0.8,0,0
2008-01-01 07:00:00,50.21,10.93,32.37,6.91,246.22,209.56,36.66,799.78,13.3,0.77,0,0
2008-01-01 08:00:00,286.55,234.61,39.05,12.89,459.16,414.94,44.22,933.54,14.54,1.04,0,0
2008-01-01 09:00:00,534,472.65,42.72,18.62,663.3,614.92,48.38,1002.16,16.38,1.14,0,0
2008-01-01 10:00:00,755.79,687.29,44.91,23.6,840.48,789.62,50.86,1041.53,18.4,1.09,0,0
2008-01-01 11:00:00,928.57,854.94,46.22,27.42,976.52,924.18,52.34,1064.59,20.1,0.47,0,0
2008-01-01 12:00:00,1036.38,959.7,46.91,29.78,1060.64,1007.52,53.12,1076.48,21.53,0.86,0,0
2008-01-01 13:00:00,1069.85,992.25,47.08,30.51,1086.66,1033.34,53.32,1079.58,22.33,2.03,0,0
2008-01-01 14:00:00,1026.3,949.95,46.8,29.55,1052.54,999.54,53,1074.51,23.18,2.92,0,0
2008-01-01 15:00:00,909.61,836.61,46.02,26.98,961.06,908.94,52.12,1060.62,23.65,3.64,0,0
2008-01-01 16:00:00,729.75,662.14,44.61,22.99,819.02,768.5,50.52,1035.26,23.04,4.37,0,0
2008-01-01 17:00:00,503.58,443.44,42.24,17.9,637.58,589.74,47.84,992.39,22.36,4.28,0,0
2008-01-01 18:00:00,254.78,204.4,38.31,12.07,430,386.62,43.38,914.48,21.24,3.98,0,0
2008-01-01 19:00:00,37.17,0,31.05,6.12,217.96,182.8,35.16,763.1,20.14,3.35,0,0
2008-01-01 20:00:00,13.67,0,12.7,0.97,34.66,20.28,14.38,356.62,18.99,2.3,0,0
2008-01-01 21:00:00,0,0,0,0,0,0,0,0,17.9,1.65,1,0
2008-01-01 22:00:00,0,0,0,0,0,0,0,0,17.35,0.93,1,0
2008-01-01 23:00:00,0,0,0,0,0,0,0,0,16.82,0.59,1,0
2008-01-02 00:00:00,0,0,0,0,0,0,0,0,16.41,0.29,1,0
2008-01-02 01:00:00,0,0,0,0,0,0,0,0,16.16,0.18,1,0
2008-01-02 02:00:00,0,0,0,0,0,0,0,0,16.16,0.27,1,0
2008-01-02 03:00:00,0,0,0,0,0,0,0,0,16.04,0.5,1,0
2008-01-02 04:00:00,0,0,0,0,0,0,0,0,15.83,0.95,1,0
2008-01-02 05:00:00,0,0,0,0,0,0,0,0,15.59,0.99,1,0
2008-01-02 06:00:00,13.64,0,13.21,0.43,15.28,0.32,14.96,4.18,15.86,1.17,0,1
2008-01-02 07:00:00,48.1,9.23,32.12,6.75,240.5,204.12,36.38,786.1,15.81,1.04,0,0
2008-01-02 08:00:00,281.32,229.8,38.85,12.67,451.16,407.16,44,920.58,16.31,0.91,0,0
2008-01-02 09:00:00,311.25,4.66,296.98,9.61,342.38,6.06,336.32,9.91,17.48,0.82,0,1
2008-01-02 10:00:00,527.08,16.65,494.17,16.25,578.76,19.12,559.64,25.27,18.56,0.99,0,1
2008-01-02 11:00:00,645.59,33.57,592.17,19.85,706.88,36.26,670.62,41.83,19.79,1.83,0,1
2008-01-02 12:00:00,1031.42,954.9,46.91,29.61,1054.62,1001.5,53.12,1070.97,20.53,3.29,0,0
2008-01-02 13:00:00,1068.43,990.84,47.15,30.43,1084.02,1030.62,53.4,1077.25,20.95,4.04,0,0
2008-01-02 14:00:00,1028.44,951.94,46.92,29.58,1053.46,1000.32,53.14,1075.43,20.93,4.84,0,0
2008-01-02 15:00:00,914.6,841.31,46.2,27.09,964.9,912.58,52.32,1064.65,20.55,5.13,0,0
2008-01-02 16:00:00,736.58,668.6,44.82,23.16,825.08,774.32,50.76,1042.44,19.6,5.25,0,0
2008-01-02 17:00:00,510.84,450.24,42.49,18.11,644.96,596.84,48.12,1003.39,18.76,5.01,0,0
2008-01-02 18:00:00,259.4,208.7,38.48,12.22,435.38,391.8,43.58,925.35,17.52,4.75,0,0
2008-01-02 19:00:00,37.38,0,31.17,6.21,221.2,185.9,35.3,774.39,16.18,3.84,0,0
2008-01-02 20:00:00,14.01,0,12.98,1.03,36.6,21.9,14.7,382.76,14.65,2.49,0,0
2008-01-02 21:00:00,0,0,0,0,0,0,0,0,13.15,1.21,1,0
2008-01-02 22:00:00,0,0,0,0,0,0,0,0,12.09,0.58,1,0
2008-01-02 23:00:00,0,0,0,0,0,0,0,0,11.4,0.74,1,0
2008-01-03 00:00:00,0,0,0,0,0,0,0,0,10.94,0.96,1,0
2008-01-03 01:00:00,0,0,0,0,0,0,0,0,10.3,1.12,1,0
2008-01-03 02:00:00,0,0,0,0,0,0,0,0,9.84,1.18,1,0
2008-01-03 03:00:00,0,0,0,0,0,0,0,0,9.25,1.28,1,0
2008-01-03 04:00:00,0,0,0,0,0,0,0,0,9.08,1.76,1,0
2008-01-03 05:00:00,0,0,0,0,0,0,0,0,8.6,1.71,1,0
2008-01-03 06:00:00,17.56,0,16.09,1.47,52.38,34.16,18.22,460.95,8.28,2.02,0,0
2008-01-03 07:00:00,47.79,8.23,32.53,7.03,250.44,213.6,36.84,830.15,9.33,2.43,0,0
2008-01-03 08:00:00,292.68,240.07,39.4,13.21,470.58,425.96,44.62,967.88,11.35,3.72,0,0
2008-01-03 09:00:00,548.56,486.27,43.16,19.12,681.14,632.26,48.88,1036.72,13.83,4.31,0,0
2008-01-03 10:00:00,778.26,708.59,45.41,24.26,864.28,812.86,51.42,1076.72,16.04,4.53,0,0
2008-01-03 11:00:00,957.72,882.73,46.76,28.23,1005.44,952.48,52.96,1100.27,18.23,4.13,0,0
2008-01-03 12:00:00,1068.7,990.62,47.44,30.65,1091.64,1037.92,53.72,1110.87,20.32,3.4,0,0
2008-01-03 13:00:00,1103.36,1024.36,47.61,31.39,1118.26,1064.34,53.92,1112.97,21.76,2.78,0,0
2008-01-03 14:00:00,1059.11,981.37,47.33,30.42,1083.4,1029.8,53.6,1107.27,22.95,2.43,0,0
2008-01-03 15:00:00,938.98,864.68,46.54,27.77,989.06,936.36,52.7,1092.16,24.14,2.61,0,0
2008-01-03 16:00:00,754.09,685.33,45.09,23.67,843.06,792,51.06,1065.57,23.55,2.67,0,0
2008-01-03 17:00:00,521.83,460.69,42.7,18.44,656.96,608.6,48.36,1022.2,22.91,3.11,0,0
2008-01-03 18:00:00,266.47,215.24,38.73,12.49,445.04,401.18,43.86,946.44,21.69,3.11,0,0
2008-01-03 19:00:00,37.84,0,31.45,6.39,227.56,191.94,35.62,798.43,19.91,3.21,0,0
2008-01-03 20:00:00,14.14,0,13.09,1.05,37.48,22.66,14.82,393.65,17.89,2.96,0,0
2008-01-03 21:00:00,0,0,0,0,0,0,0,0,16.13,2.96,1,0
2008-01-03 22:00:00,0,0,0,0,0,0,0,0,14.82,2.99,1,0
2008-01-03 23:00:00,0,0,0,0,0,0,0,0,13.74,3.73,1,0
2008-01-04 00:00:00,0,0,0,0,0,0,0,0,13.16,4,1,0
2008-01-04 01:00:00,0,0,0,0,0,0,0,0,12.19,4.13,1,0
2008-01-04 02:00:00,0,0,0,0,0,0,0,0,11.35,3.9,1,0
2008-01-04 03:00:00,0,0,0,0,0,0,0,0,10.7,4.16,1,0
2008-01-04 04:00:00,0,0,0,0,0,0,0,0,10.13,4.09,1,0
2008-01-04 05:00:00,0,0,0,0,0,0,0,0,9.36,3.93,1,0
2008-01-04 06:00:00,17.14,0,15.72,1.43,50.8,33,17.8,461.56,10.27,3.99,0,0
2008-01-04 07:00:00,46.27,6.83,32.44,7,249.36,212.62,36.74,834,12,4.48,0,0
2008-01-04 08:00:00,291.6,239.07,39.35,13.18,469.36,424.8,44.56,970.08,14.3,4.75,0,0
2008-01-04 09:00:00,548.06,485.85,43.11,19.09,680.04,631.22,48.82,1038.31,16.94,5.13,0,0
2008-01-04 10:00:00,777.91,708.33,45.35,24.23,863.16,811.8,51.36,1077.61,19.5,5.24,0,0
2008-01-04 11:00:00,957.5,882.62,46.69,28.19,1004.12,951.24,52.88,1100.51,21.8,5.04,0,0
2008-01-04 12:00:00,1068.75,990.76,47.38,30.62,1090.52,1036.86,53.66,1110.78,23.9,4.32,0,0
2008-01-04 13:00:00,1103.79,1024.88,47.54,31.37,1117.32,1063.48,53.84,1112.67,25.79,4.15,0,0
2008-01-04 14:00:00,1059.81,982.15,47.26,30.4,1082.68,1029.16,53.52,1106.74,27.38,3.81,0,0
2008-01-04 15:00:00,939.06,864.86,46.48,27.72,987.52,934.88,52.64,1090.21,28.56,3.9,0,0
2008-01-04 16:00:00,754.03,685.37,45.05,23.62,841.16,790.14,51.02,1062.57,27.9,4.13,0,0
2008-01-04 17:00:00,521.92,460.86,42.67,18.39,654.96,606.64,48.32,1018.19,26.55,4.26,0,0
2008-01-04 18:00:00,268.52,217.24,38.76,12.51,445.74,401.84,43.9,946.94,24.75,3.9,0,0
2008-01-04 19:00:00,37.96,0,31.52,6.44,229.28,193.58,35.7,803.55,22.45,3.59,0,0
2008-01-04 20:00:00,14.07,0,13.05,1.02,36.32,21.54,14.78,373.06,20.43,3.18,0,0
2008-01-04 21:00:00,0,0,0,0,0,0,0,0,18.99,3.33,1,0
2008-01-04 22:00:00,0,0,0,0,0,0,0,0,17.76,3.72,1,0
2008-01-04 23:00:00,0,0,0,0,0,0,0,0,16.61,4.3,1,0
2008-01-05 00:00:00,0,0,0,0,0,0,0,0,15.78,4.38,1,0
2008-01-05 01:00:00,0,0,0,0,0,0,0,0,14.89,4.78,1,0
2008-01-05 02:00:00,0,0,0,0,0,0,0,0,14.12,4.38,1,0
2008-01-05 03:00:00,0,0,0,0,0,0,0,0,13.33,4.4,1,0
2008-01-05 04:00:00,0,0,0,0,0,0,0,0,12.62,4.18,1,0
2008-01-05 05:00:00,0,0,0,0,0,0,0,0,11.5,4.3,1,0
2008-01-05 06:00:00,16.53,0,15.22,1.31,46.52,29.28,17.24,425.05,10.75,4.3,0,0
2008-01-05 07:00:00,43.97,5.1,32.14,6.73,239.82,203.42,36.4,805.92,12.58,4.68,0,0
2008-01-05 08:00:00,283.27,231.4,39.06,12.8,455.9,411.66,44.24,945.16,14.84,4.99,0,0
2008-01-05 09:00:00,535.77,474.27,42.84,18.65,664.32,615.8,48.52,1016.42,17.51,5.46,0,0
2008-01-05 10:00:00,763.37,694.53,45.09,23.76,846.18,795.12,51.06,1057.89,20.81,5.52,0,0
2008-01-05 11:00:00,942.21,868.07,46.43,27.71,987.04,934.46,52.58,1082.75,23.73,5.44,0,0
2008-01-05 12:00:00,1054.01,976.75,47.1,30.16,1074.2,1020.86,53.34,1094.74,26.39,4.88,0,0
2008-01-05 13:00:00,1090.61,1012.36,47.29,30.95,1102.54,1048.98,53.56,1098.15,28.76,4.09,0,0
2008-01-05 14:00:00,1048.78,971.75,46.99,30.04,1069.9,1016.68,53.22,1093.54,30.42,2.78,0,0
2008-01-05 15:00:00,931.38,857.71,46.22,27.45,977.78,925.44,52.34,1079.08,31.95,2.26,0,0
2008-01-05 16:00:00,749.47,681.24,44.8,23.42,834.22,783.48,50.74,1053.28,30.94,1.88,0,0
2008-01-05 17:00:00,520,459.28,42.46,18.26,650.48,602.4,48.08,1010.36,30.06,2.08,0,0
2008-01-05 18:00:00,267.35,216.38,38.59,12.38,441.02,397.32,43.7,935.59,28.39,2.03,0,0
2008-01-05 19:00:00,37.77,0,31.44,6.33,225.54,189.94,35.6,787.89,26.7,1.93,0,0
2008-01-05 20:00:00,14.17,0,13.14,1.03,36.62,21.74,14.88,376.53,24.64,1.78,0,0
2008-01-05 21:00:00,0,0,0,0,0,0,0,0,22.69,1.81,1,0
2008-01-05 22:00:00,0,0,0,0,0,0,0,0,21.28,1.23,1,0
2008-01-05 23:00:00,0,0,0,0,0,0,0,0,19.96,1.07,1,0
2008-01-06 00:00:00,0,0,0,0,0,0,0,0,18.6,1.21,1,0
2008-01-06 01:00:00,0,0,0,0,0,0,0,0,17.36,1.45,1,0
2008-01-06 02:00:00,0,0,0,0,0,0,0,0,16.17,1.04,1,0
2008-01-06 03:00:00,0,0,0,0,0,0,0,0,14.82,1.38,1,0
2008-01-06 04:00:00,0,0,0,0,0,0,0,0,13.79,1.42,1,0
2008-01-06 05:00:00,0,0,0,0,0,0,0,0,12.53,1.44,1,0
2008-01-06 06:00:00,15.88,0,14.66,1.22,43.44,26.84,16.6,404.99,13.38,1.87,0,0
2008-01-06 07:00:00,42,3.61,31.82,6.56,233.72,197.68,36.04,791.12,14.8,2.03,0,0
2008-01-06 08:00:00,277.66,226.33,38.78,12.55,446.88,402.96,43.92,930.22,16.58,2.31,0,0
2008-01-06 09:00:00,527.01,466.11,42.58,18.33,652.82,604.6,48.22,1001.38,18.35,2.24,0,0
2008-01-06 10:00:00,751.86,683.65,44.84,23.37,832.42,781.64,50.78,1042.35,20.57,2.01,0,0
2008-01-06 11:00:00,928.27,854.8,46.2,27.27,971.34,919.02,52.32,1066.5,22.57,1.17,0,0
2008-01-06 12:00:00,1040.35,963.7,46.92,29.73,1059,1005.86,53.14,1079.75,24.28,0.6,0,0
2008-01-06 13:00:00,1078.08,1000.39,47.14,30.56,1088.48,1035.1,53.38,1084.26,25.41,1.89,0,0
2008-01-06 14:00:00,1038.15,961.58,46.89,29.69,1057.46,1004.36,53.1,1080.59,26.16,3.31,0,0
2008-01-06 15:00:00,921.35,848.13,46.11,27.11,965.52,913.3,52.22,1064.93,25.37,4.29,0,0
2008-01-06 16:00:00,740.9,673.07,44.73,23.1,822.78,772.12,50.66,1037.69,24.34,4.84,0,0
2008-01-06 17:00:00,513.89,453.51,42.4,17.98,640.5,592.48,48.02,993.25,23.33,4.79,0,0
2008-01-06 18:00:00,266.38,215.63,38.5,12.25,436.34,392.74,43.6,924.12,22,4.7,0,0
2008-01-06 19:00:00,37.65,0,31.35,6.3,224.46,188.96,35.5,783.27,21.06,3.82,0,0
2008-01-06 20:00:00,13.96,0,12.98,0.98,34.9,20.2,14.7,349.86,20.05,2.42,0,0
2008-01-06 21:00:00,0,0,0,0,0,0,0,0,18.9,1.62,1,0
2008-01-06 22:00:00,0,0,0,0,0,0,0,0,17.89,0.82,1,0
2008-01-06 23:00:00,0,0,0,0,0,0,0,0,16.98,0.42,1,0
2008-01-07 00:00:00,0,0,0,0,0,0,0,0,16.4,0.88,1,0
2008-01-07 01:00:00,0,0,0,0,0,0,0,0,15.76,1.35,1,0
2008-01-07 02:00:00,0,0,0,0,0,0,0,0,15.37,1.63,1,0
2008-01-07 03:00:00,0,0,0,0,0,0,0,0,14.48,1.26,1,0
2008-01-07 04:00:00,0,0,0,0,0,0,0,0,14.14,1.11,1,0
2008-01-07 05:00:00,0,0,0,0,0,0,0,0,13.57,1.11,1,0
2008-01-07 06:00:00,6.93,0,6.71,0.22,7.84,0.24,7.6,3.78,14.22,1.5,0,1
2008-01-07 07:00:00,40.13,2.17,31.59,6.36,226.7,190.92,35.78,771.9,15.02,1.76,0,0
2008-01-07 08:00:00,272.18,221.27,38.62,12.29,437.84,394.1,43.74,914.75,16.28,1.92,0,0
2008-01-07 09:00:00,518.1,457.65,42.46,18,641,592.92,48.08,985.45,17.55,2.01,0,0
2008-01-07 10:00:00,232.02,6.73,218.14,7.15,254.72,7.68,247.04,10.27,19.04,2.62,0,1
2008-01-07 11:00:00,644.85,33.5,591.54,19.82,705.86,35.96,669.9,41.8,20.43,3.63,0,1
2008-01-07 12:00:00,503.33,16.73,471.13,15.47,550.98,17.44,533.54,18.74,21.46,4.76,0,1
2008-01-07 13:00:00,524.4,19.03,489.26,16.11,573.74,19.66,554.08,20.61,22.67,5.89,0,1
2008-01-07 14:00:00,499.47,16.36,467.75,15.35,546.78,17.06,529.72,18.36,22.36,6.63,0,1
2008-01-07 15:00:00,252.02,8.32,235.94,7.75,276.14,8.94,267.2,10.43,22.37,6.55,0,1
2008-01-07 16:00:00,200.59,6.61,187.8,6.18,220.24,7.56,212.68,10.16,22.17,6.45,0,1
2008-01-07 17:00:00,141.63,4.46,132.79,4.38,156.18,5.8,150.38,9.72,22.16,6.11,0,1
2008-01-07 18:00:00,262.45,212.11,38.36,11.99,426.9,383.46,43.44,901.95,21.73,5.63,0,0
2008-01-07 19:00:00,37.34,0,31.21,6.13,218.34,183,35.34,758.57,21.21,4.89,0,0
2008-01-07 20:00:00,13.86,0,12.89,0.97,34.54,19.94,14.6,346.4,20.67,3.65,0,0
2008-01-07 21:00:00,0,0,0,0,0,0,0,0,19.91,3.12,1,0
2008-01-07 22:00:00,0,0,0,0,0,0,0,0,19.56,2.93,1,0
2008-01-07 23:00:00,0,0,0,0,0,0,0,0,19.08,2.91,1,0
2008-01-08 00:00:00,0,0,0,0,0,0,0,0,18.87,2.54,1,0
2008-01-08 01:00:00,0,0,0,0,0,0,0,0,18.4,2.3,1,0
2008-01-08 02:00:00,0,0,0,0,0,0,0,0,18.42,2.29,1,0
2008-01-08 03:00:00,0,0,0,0,0,0,0,0,18.34,2.3,1,0
2008-01-08 04:00:00,0,0,0,0,0,0,0,0,17.94,2.08,1,0
2008-01-08 05:00:00,0,0,0,0,0,0,0,0,17.4,1.99,1,0
2008-01-08 06:00:00,5.27,0,5.1,0.17,6.02,0.24,5.78,3.94,17.44,2.21,0,1
2008-01-08 07:00:00,53.38,0.01,51.67,1.7,60.4,1.88,58.52,7.69,17.79,2.55,0,1
2008-01-08 08:00:00,138.04,2.2,131.55,4.29,152.9,3.92,148.98,9.15,18.36,2.58,0,1
2008-01-08 09:00:00,278.27,4.59,265.08,8.59,306.14,5.94,300.2,9.91,18.27,2.47,0,1
2008-01-08 10:00:00,479.13,12.82,451.54,14.77,525.98,14.62,511.36,19.59,18.9,2.66,0,1
2008-01-08 11:00:00,342.55,8.51,323.5,10.54,375.48,9.12,366.36,10.62,19.42,3.29,0,1
2008-01-08 12:00:00,346.01,9.59,325.78,10.64,378.92,9.98,368.94,10.74,19.78,4.28,0,1
2008-01-08 13:00:00,245.95,9.95,228.46,7.55,268.98,10.26,258.72,10.76,20.01,5.26,0,1
2008-01-08 14:00:00,235.58,9.55,218.8,7.24,257.72,9.94,247.78,10.7,19.06,6.01,0,1
2008-01-08 15:00:00,273.91,8.45,257.03,8.43,300.14,9.06,291.08,10.57,18.62,6.14,0,1
2008-01-08 16:00:00,217.37,6.71,203.96,6.7,238.64,7.66,230.98,10.29,17.9,6.3,0,1
2008-01-08 17:00:00,152.96,4.54,143.69,4.73,168.6,5.88,162.72,9.85,17.18,5.98,0,1
2008-01-08 18:00:00,265.95,215.54,38.34,12.07,430.04,386.62,43.42,909.04,16.45,5.36,0,0
2008-01-08 19:00:00,37.3,0,31.15,6.14,218.78,183.5,35.28,760.64,15.62,4.44,0,0
2008-01-08 20:00:00,13.66,0,12.7,0.96,34.16,19.78,14.38,345.71,15.07,2.93,0,0
2008-01-08 21:00:00,0,0,0,0,0,0,0,0,14.38,2.7,1,0
2008-01-08 22:00:00,0,0,0,0,0,0,0,0,13.69,2.81,1,0
2008-01-08 23:00:00,0,0,0,0,0,0,0,0,13.26,3.2,1,0
2008-01-09 00:00:00,0,0,0,0,0,0,0,0,13.54,2.87,1,0
2008-01-09 01:00:00,0,0,0,0,0,0,0,0,13.6,2.97,1,0
2008-01-09 02:00:00,0,0,0,0,0,0,0,0,13.87,3.38,1,0
2008-01-09 03:00:00,0,0,0,0,0,0,0,0,14.02,3.32,1,0
2008-01-09 04:00:00,0,0,0,0,0,0,0,0,14.39,3.37,1,0
2008-01-09 05:00:00,0,0,0,0,0,0,0,0,14.47,3.53,1,0
2008-01-09 06:00:00,2.85,0,2.76,0.09,3.34,0.22,3.12,3.8,14.87,3.94,0,1
2008-01-09 07:00:00,18.27,0,17.66,0.61,21.84,1.84,20,7.61,15.62,4.4,0,1
2008-01-09 08:00:00,165.13,2.15,157.85,5.13,182.6,3.84,178.76,9.02,16.92,4.81,0,1
2008-01-09 09:00:00,512.73,453.01,41.96,17.77,632.78,585.26,47.52,979.77,17.92,4.62,0,0
2008-01-09 10:00:00,297.53,6.71,281.65,9.17,326.6,7.64,318.96,10.26,17.96,3.92,0,1
2008-01-09 11:00:00,919.59,846.95,45.74,26.9,958.18,906.38,51.8,1057.08,18.12,3.98,0,0
2008-01-09 12:00:00,738.98,55.16,661.19,22.63,806.08,57.3,748.78,61.72,18.87,4.66,0,1
2008-01-09 13:00:00,813.3,77.98,710.48,24.84,884.88,80.28,804.6,84.27,18.86,5.84,0,1
2008-01-09 14:00:00,642.63,34.95,587.97,19.71,702.16,36.3,665.86,39.1,18.66,6.4,0,1
2008-01-09 15:00:00,929.66,856.69,45.78,27.19,968.4,916.56,51.84,1069.18,18.1,7.08,0,0
2008-01-09 16:00:00,492.38,13.89,463.32,15.17,540.5,15.8,524.7,21.23,17.6,6.87,0,1
2008-01-09 17:00:00,522.57,462.46,42.01,18.1,644.58,597,47.58,1000.13,17.44,6.41,0,0
2008-01-09 18:00:00,270.02,219.66,38.16,12.19,434.1,390.88,43.22,919.06,17.31,5.29,0,0
2008-01-09 19:00:00,73.41,0,71.1,2.31,82.36,1.84,80.52,7.63,17.15,4.38,0,1
2008-01-09 20:00:00,13.55,0,12.56,0.99,35.24,21.02,14.22,369.63,16.37,3.8,0,0
2008-01-09 21:00:00,0,0,0,0,0,0,0,0,15.52,3.42,1,0
2008-01-09 22:00:00,0,0,0,0,0,0,0,0,15.03,2.92,1,0
2008-01-09 23:00:00,0,0,0,0,0,0,0,0,14.43,2.4,1,0
2008-01-10 00:00:00,0,0,0,0,0,0,0,0,12.1,2.12,1,0
2008-01-10 01:00:00,0,0,0,0,0,0,0,0,10.07,1.44,1,0
2008-01-10 02:00:00,0,0,0,0,0,0,0,0,8.17,1.41,1,0
2008-01-10 03:00:00,0,0,0,0,0,0,0,0,6.39,0.73,1,0
2008-01-10 04:00:00,0,0,0,0,0,0,0,0,6.9,1.1,1,0
2008-01-10 05:00:00,0,0,0,0,0,0,0,0,7.34,1.24,1,0
2008-01-10 06:00:00,8.46,0,8.19,0.27,9.52,0.24,9.28,4.35,8.26,1.63,0,1
2008-01-10 07:00:00,52.13,0,50.47,1.66,59.04,1.88,57.16,7.86,9.17,2.09,0,1
2008-01-10 08:00:00,178.23,2.22,170.48,5.53,197.02,3.96,193.06,9.35,10.81,2.06,0,1
2008-01-10 09:00:00,525.15,464.75,42.23,18.17,647.28,599.46,47.82,1007.32,12.62,2.21,0,0
2008-01-10 10:00:00,455.84,11.3,430.49,14.05,500.36,12.84,487.52,17.29,13.87,2.79,0,1
2008-01-10 11:00:00,933.36,860.06,46.04,27.26,970.96,918.82,52.14,1073.51,15.2,3.85,0,0
2008-01-10 12:00:00,1048.84,972.21,46.84,29.8,1061.28,1008.24,53.04,1087.27,15.96,4.59,0,0
2008-01-10 13:00:00,477.62,14.81,448.13,14.68,522.72,15.22,507.5,15.99,16.83,5.43,0,1
2008-01-10 14:00:00,1051.3,974.58,46.87,29.85,1063.38,1010.3,53.08,1088.8,16.42,5.75,0,0
2008-01-10 15:00:00,937.98,864.44,46.16,27.37,974.96,922.68,52.28,1076.66,16.01,5.92,0,0
2008-01-10 16:00:00,394.06,7.83,374.08,12.14,432.52,8.88,423.64,11.93,15.49,5.8,0,1
2008-01-10 17:00:00,272.57,4.7,259.45,8.42,299.86,6.04,293.82,10.12,14.86,5.61,0,1
2008-01-10 18:00:00,276.09,225.32,38.38,12.39,441.3,397.84,43.46,935.77,13.7,4.63,0,0
2008-01-10 19:00:00,38.14,0.79,31.05,6.3,224.52,189.36,35.16,786.03,12.52,3.97,0,0
2008-01-10 20:00:00,13.63,0,12.63,1,35.74,21.44,14.3,380.52,11.37,2.48,0,0
2008-01-10 21:00:00,0,0,0,0,0,0,0,0,9.76,2.03,1,0
2008-01-10 22:00:00,0,0,0,0,0,0,0,0,8.64,1.33,1,0
2008-01-10 23:00:00,0,0,0,0,0,0,0,0,8.02,0.4,1,0
2008-01-11 00:00:00,0,0,0,0,0,0,0,0,7.63,0.88,1,0
2008-01-11 01:00:00,0,0,0,0,0,0,0,0,7.17,1.11,1,0
2008-01-11 02:00:00,0,0,0,0,0,0,0,0,6.8,0.91,1,0
2008-01-11 03:00:00,0,0,0,0,0,0,0,0,6.23,0.37,1,0
2008-01-11 04:00:00,0,0,0,0,0,0,0,0,5.89,0.42,1,0
2008-01-11 05:00:00,0,0,0,0,0,0,0,0,5.6,0.3,1,0
2008-01-11 06:00:00,5.27,0,5.1,0.17,6.02,0.24,5.78,4.6,6.27,0.73,0,1
2008-01-11 07:00:00,62.1,0,60.13,1.96,69.94,1.84,68.1,7.79,7.48,1.01,0,1
2008-01-11 08:00:00,194.42,2.18,186.21,6.03,214.76,3.88,210.88,9.22,9.55,0.94,0,1
2008-01-11 09:00:00,518.49,458.18,42.4,17.91,637.92,589.9,48.02,995.01,11.77,0.8,0,0
2008-01-11 10:00:00,744.67,676.92,44.77,22.98,818.46,767.76,50.7,1036.55,14.16,0.8,0,0
2008-01-11 11:00:00,662.51,36.74,605.42,20.35,724.8,39.18,685.62,45.86,16.02,1.61,0,1
2008-01-11 12:00:00,781.75,66.85,690.98,23.91,851.72,69.2,782.52,74.72,17.23,2.66,0,1
2008-01-11 13:00:00,1074.05,996.75,47.1,30.2,1075.64,1022.3,53.34,1074.97,18.17,3.59,0,0
2008-01-11 14:00:00,1034.86,958.71,46.82,29.33,1044.7,991.68,53.02,1069.41,18.89,4.43,0,0
2008-01-11 15:00:00,920.73,847.88,46.04,26.81,954.96,902.82,52.14,1053.81,19.86,4.84,0,0
2008-01-11 16:00:00,742.74,675.27,44.61,22.86,814.22,763.7,50.52,1026.53,19.1,4.97,0,0
2008-01-11 17:00:00,517.74,457.72,42.23,17.79,633.68,585.86,47.82,981.92,18.39,5.1,0,0
2008-01-11 18:00:00,273.02,222.49,38.38,12.16,433.1,389.64,43.46,916.82,17.15,5.02,0,0
2008-01-11 19:00:00,63.72,0.02,61.69,2.01,71.74,1.88,69.86,7.81,15.8,4.03,0,1
2008-01-11 20:00:00,13.26,0,12.34,0.92,32.76,18.78,13.98,336.43,14.74,2.31,0,0
2008-01-11 21:00:00,0,0,0,0,0,0,0,0,14.32,1.51,1,0
2008-01-11 22:00:00,0,0,0,0,0,0,0,0,13.94,0.89,1,0
2008-01-11 23:00:00,0,0,0,0,0,0,0,0,13.66,0.65,1,0
2008-01-12 00:00:00,0,0,0,0,0,0,0,0,13.41,1.07,1,0
2008-01-12 01:00:00,0,0,0,0,0,0,0,0,13.01,1.53,1,0
2008-01-12 02:00:00,0,0,0,0,0,0,0,0,12.56,1.26,1,0
2008-01-12 03:00:00,0,0,0,0,0,0,0,0,12.38,1.5,1,0
2008-01-12 04:00:00,0,0,0,0,0,0,0,0,12.26,1.48,1,0
2008-01-12 05:00:00,0,0,0,0,0,0,0,0,11.79,1.34,1,0
2008-01-12 06:00:00,5.69,0,5.51,0.18,6.48,0.24,6.24,4.9,12.02,1.41,0,1
2008-01-12 07:00:00,40.94,0,39.63,1.31,46.62,1.74,44.88,7.45,12.92,1.38,0,1
2008-01-12 08:00:00,83.03,2.12,78.31,2.6,92.46,3.78,88.68,9.04,14.37,1.45,0,1
